HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N2.HOG0009379	OG0009184	n0	XP_020915013.2	XP_001626793.3, XP_032228740.1		
N2.HOG0009380	OG0009185	n0	XP_020915016.1	XP_048589839.1		
N2.HOG0009381	OG0009186	n0	XP_020915024.1	XP_001636467.2		
N2.HOG0009382	OG0009187	n0	XP_020915025.1	XP_032231941.1		
N2.HOG0009383	OG0009188	n0	XP_020915026.1	XP_032238943.2		
N2.HOG0009384	OG0009189	n0	XP_020915027.1	XP_032238942.2		
N2.HOG0009385	OG0009190	n0	XP_020915028.1	XP_001633811.3		
N2.HOG0009386	OG0009191	n0	XP_020915029.1	XP_048589227.1		
N2.HOG0009387	OG0009192	n0	XP_020915030.1	XP_048589728.1		
N2.HOG0009388	OG0009193	n0	XP_020915032.1	XP_048589851.1		
N2.HOG0009389	OG0009194	n0	XP_020915035.1	XP_048589331.1		
N2.HOG0009390	OG0009195	n0	XP_020915045.1	XP_032242246.1, XP_032242245.1		
N2.HOG0009391	OG0009196	n0	XP_020915046.1	XP_001631613.1		
N2.HOG0009392	OG0009197	n0	XP_020915048.1	XP_048589221.1		
N2.HOG0009393	OG0009198	n0	XP_020915049.1	XP_032223232.1		
N2.HOG0009394	OG0009199	n0	XP_020915050.1	XP_032231935.1		
N2.HOG0009395	OG0009200	n0	XP_020915051.1	XP_032237867.2		
N2.HOG0009396	OG0009201	n0	XP_020915057.1	XP_032237861.2		
N2.HOG0009397	OG0009202	n0	XP_020915081.1, XP_028516922.1	XP_032218091.2		
N2.HOG0009398	OG0009203	n0	XP_020915083.1	XP_032235664.1		
N2.HOG0009399	OG0009204	n0	XP_020915085.1	XP_032240752.2		
N2.HOG0009400	OG0009205	n0	XP_020915086.1	XP_032235665.1		
N2.HOG0009401	OG0009206	n0	XP_020915105.1	XP_032223160.2		
N2.HOG0009402	OG0009207	n0	XP_020915108.1	XP_032223155.2		
N2.HOG0009403	OG0009208	n0	XP_020915109.1	XP_001633821.2		
N2.HOG0009404	OG0009209	n0	XP_020915112.1	XP_032238944.1		
N2.HOG0009405	OG0009210	n0	XP_020915137.1	XP_001638856.1		
N2.HOG0009406	OG0009211	n0	XP_020915138.2	XP_001625369.3		
N2.HOG0009407	OG0009212	n0	XP_020915141.1	XP_032232931.1		
N2.HOG0009408	OG0009213	n0	XP_020915142.1	XP_001624481.1		
N2.HOG0009409	OG0009214	n0	XP_020915144.1	XP_001624969.3		
N2.HOG0009410	OG0009215	n0	XP_020915647.2, XP_020915570.1, XP_020915145.1	XP_032241931.2		
N2.HOG0009411	OG0009216	n0	XP_020915147.1	XP_001627774.2		
N2.HOG0009412	OG0009217	n0	XP_020915151.1	XP_048586701.1		
N2.HOG0009413	OG0009218	n0	XP_020915154.1	XP_048585918.1		
N2.HOG0009414	OG0009219	n0	XP_020915156.1	XP_001628838.2		
N2.HOG0009415	OG0009220	n0	XP_020915164.1	XP_001636176.2		
N2.HOG0009416	OG0009221	n0	XP_020915171.1	XP_001625118.2		
N2.HOG0009417	OG0009222	n0	XP_020915190.1	XP_032228394.1		
N2.HOG0009418	OG0009223	n0	XP_020915200.1	XP_032225264.2		
N2.HOG0009419	OG0009224	n0	XP_020915218.1	XP_001623330.3		
N2.HOG0009420	OG0009225	n0	XP_020915219.1	XP_032218260.2		
N2.HOG0009421	OG0009226	n0	XP_020915220.1, XP_028519682.1	XP_048580048.1		
N2.HOG0009422	OG0009227	n0	XP_020915222.1	XP_032233627.2		
N2.HOG0009423	OG0009228	n0	XP_020915231.1	XP_001633294.1		
N2.HOG0009424	OG0009229	n0	XP_020915233.1	XP_001640643.1		
N2.HOG0009425	OG0009230	n0	XP_020915234.1	XP_001632346.2		
N2.HOG0009426	OG0009231	n0	XP_020915240.1	XP_001638911.3		
N2.HOG0009427	OG0009232	n0	XP_020915248.1	XP_032221698.1		
N2.HOG0009428	OG0009233	n0	XP_020915254.1	XP_048585657.1		
N2.HOG0009429	OG0009234	n0	XP_020915255.1	XP_032221647.2		
N2.HOG0009430	OG0009235	n0	XP_020915261.1	XP_048586003.1		
N2.HOG0009431	OG0009236	n0	XP_020915268.1	XP_048587187.1		
N2.HOG0009432	OG0009237	n0	XP_020915272.1	XP_001628601.2		
N2.HOG0009433	OG0009238	n0	XP_020915279.1	XP_048587532.1		
N2.HOG0009434	OG0009239	n0	XP_020915301.1	XP_001629389.1		
N2.HOG0009435	OG0009240	n0	XP_020915316.1			
N2.HOG0009436	OG0009241	n0	XP_020915318.1	XP_048586398.1		
N2.HOG0009437	OG0009242	n0	XP_020915322.1	XP_048586436.1		
N2.HOG0009438	OG0009243	n0	XP_020915336.1	XP_032234521.2		
N2.HOG0009439	OG0009244	n0	XP_020915345.1, XP_020915339.1			
N2.HOG0009440	OG0009245	n0	XP_020915349.1	XP_001632313.1		
N2.HOG0009441	OG0009246	n0	XP_020915354.1	XP_001635681.1		
N2.HOG0009442	OG0009247	n0	XP_020915363.1	XP_032240321.2		
N2.HOG0009443	OG0009248	n0	XP_020915366.1	XP_001641159.2		
N2.HOG0009444	OG0009249	n0	XP_020915370.1	XP_048587085.1		
N2.HOG0009445	OG0009250	n0	XP_020915393.1	XP_032240767.2		
N2.HOG0009446	OG0009251	n0	XP_020915413.1	XP_032235527.2		
N2.HOG0009447	OG0009252	n0	XP_020915424.1	XP_032240022.1		
N2.HOG0009448	OG0009253	n0	XP_020915436.1, XP_020915433.1, XP_020915450.2, XP_020915426.1			
N2.HOG0009449	OG0009254	n0	XP_020915453.1	XP_032220138.1		
N2.HOG0009450	OG0009255	n0	XP_020915464.1	XP_048589389.1		
N2.HOG0009451	OG0009256	n0	XP_020915465.1	XP_032239897.2		
N2.HOG0009452	OG0009257	n0	XP_020915468.1	XP_032238632.1		
N2.HOG0009453	OG0009258	n0	XP_020915481.1	XP_032240821.1		
N2.HOG0009454	OG0009259	n0	XP_020915507.1	XP_048576818.1		
N2.HOG0009455	OG0009260	n0	XP_020916845.1, XP_020915508.1	XP_001638518.1		
N2.HOG0009456	OG0009261	n0	XP_020915510.1	XP_032230398.2		
N2.HOG0009457	OG0009262	n0	XP_020915513.1	XP_001628750.1		
N2.HOG0009458	OG0009263	n0	XP_020915520.1	XP_032229450.2		
N2.HOG0009459	OG0009264	n0	XP_020915521.1	XP_001628070.3		
N2.HOG0009460	OG0009265	n0	XP_020915522.1	XP_001626020.2		
N2.HOG0009461	OG0009266	n0	XP_020915525.1	XP_001628749.3		
N2.HOG0009462	OG0009267	n0	XP_020915530.1	XP_032229446.1		
N2.HOG0009463	OG0009268	n0	XP_020915532.1	XP_001639381.2		
N2.HOG0009464	OG0009269	n0	XP_020915534.1	XP_001626008.2, XP_032229447.1		
N2.HOG0009465	OG0009270	n0	XP_028519164.1, XP_020915537.2	XP_048576605.1		
N2.HOG0009466	OG0009271	n0	XP_020915539.1	XP_048576542.1		
N2.HOG0009467	OG0009272	n0	XP_020915540.1	XP_048576697.1		
N2.HOG0009468	OG0009273	n0	XP_020915546.1	XP_032240881.2		
N2.HOG0009469	OG0009274	n0	XP_020915547.1	XP_032237537.2		
N2.HOG0009470	OG0009275	n0	XP_020915550.1	XP_001623518.2		
N2.HOG0009471	OG0009276	n0	XP_020915552.1	XP_001632618.3		
N2.HOG0009472	OG0009277	n0	XP_020915553.1	XP_001627956.2		
N2.HOG0009473	OG0009278	n0	XP_020915554.1	XP_001632612.2		
N2.HOG0009474	OG0009279	n0	XP_020915555.1	XP_001632581.2		
N2.HOG0009475	OG0009280	n0	XP_020915730.1, XP_020915558.2	XP_048587563.1, XP_001636270.3		
N2.HOG0009476	OG0009281	n0	XP_020915559.2	XP_001638467.2		
N2.HOG0009477	OG0009282	n0	XP_020915566.1	XP_048576523.1		
N2.HOG0009478	OG0009283	n0	XP_020915567.2	XP_001632606.2		
N2.HOG0009479	OG0009284	n0	XP_020915571.1	XP_001623517.3		
N2.HOG0009480	OG0009285	n0	XP_020915573.1	XP_032220227.1		
N2.HOG0009481	OG0009286	n0	XP_020915576.1	XP_048576800.1		
N2.HOG0009482	OG0009287	n0	XP_020915596.1	XP_001623524.3		
N2.HOG0009483	OG0009288	n0	XP_020915599.1	XP_001638516.1		
N2.HOG0009484	OG0009289	n0	XP_020915600.1	XP_048577064.1		
N2.HOG0009485	OG0009290	n0	XP_020915603.1	XP_001638454.2		
N2.HOG0009486	OG0009291	n0	XP_020915604.1	XP_048576509.1		
N2.HOG0009487	OG0009292	n0	XP_020915606.1	XP_048576400.1		
N2.HOG0009488	OG0009293	n0	XP_020915610.1	XP_032219122.1		
N2.HOG0009489	OG0009294	n0	XP_020915611.1	XP_032226144.2		
N2.HOG0009490	OG0009295	n0	XP_020915615.1	XP_032230552.1		
N2.HOG0009491	OG0009296	n0	XP_020915618.1	XP_001628658.1		
N2.HOG0009492	OG0009297	n0	XP_020915620.1	XP_032230553.1		
N2.HOG0009493	OG0009298	n0	XP_020915621.2	XP_032230563.1		
N2.HOG0009494	OG0009299	n0	XP_020915622.1	XP_001628644.2		
N2.HOG0009495	OG0009300	n0	XP_020915624.1	XP_032238784.1		
N2.HOG0009496	OG0009301	n0	XP_020915628.1	XP_001627907.1		
N2.HOG0009497	OG0009302	n0	XP_020915634.1	XP_032237528.2		
N2.HOG0009498	OG0009303	n0	XP_020915638.1	XP_048576524.1		
N2.HOG0009499	OG0009304	n0	XP_020915660.1	XP_001640333.1		
N2.HOG0009500	OG0009305	n0	XP_020915665.1	XP_032221477.2		
N2.HOG0009501	OG0009306	n0	XP_020915679.1	XP_001640489.1		
N2.HOG0009502	OG0009307	n0	XP_020915691.1	XP_048576020.1		
N2.HOG0009503	OG0009308	n0	XP_020915720.2, XP_028515081.1, XP_028517885.1, XP_028514911.1			
N2.HOG0009504	OG0009309	n0	XP_020915721.1	XP_048581333.1, XP_048581332.1, XP_048581577.1		
N2.HOG0009505	OG0009310	n0	XP_020915767.1, XP_020915737.1	XP_001626580.1		
N2.HOG0009506	OG0009311	n0	XP_020915742.1	XP_001634592.3		
N2.HOG0009507	OG0009312	n0	XP_020915744.1	XP_001637383.2		
N2.HOG0009508	OG0009313	n0	XP_020915745.1	XP_048584340.1		
N2.HOG0009509	OG0009314	n0	XP_020915747.1	XP_001634584.3		
N2.HOG0009510	OG0009315	n0	XP_020915749.1	XP_001636357.1		
N2.HOG0009511	OG0009316	n0	XP_020915756.1	XP_032243043.2		
N2.HOG0009512	OG0009317	n0	XP_020915762.1	XP_001625802.2		
N2.HOG0009513	OG0009318	n0	XP_020915764.1	XP_032230083.1		
N2.HOG0009514	OG0009319	n0	XP_020915768.1, XP_020915765.1	XP_032230065.1		
N2.HOG0009515	OG0009320	n0	XP_028519206.1, XP_020915769.2			
N2.HOG0009516	OG0009321	n0	XP_020915777.1	XP_001634611.1		
N2.HOG0009517	OG0009322	n0	XP_020915785.1	XP_032241919.1		
N2.HOG0009518	OG0009323	n0	XP_020915792.1	XP_048587750.1		
N2.HOG0009519	OG0009324	n0	XP_020915794.1	XP_048586777.1		
N2.HOG0009520	OG0009325	n0	XP_020915796.1	XP_032230063.1		
N2.HOG0009521	OG0009326	n0	XP_020915797.1	XP_032243037.2		
N2.HOG0009522	OG0009327	n0	XP_020915800.1	XP_001625812.2		
N2.HOG0009523	OG0009328	n0	XP_020915802.1	XP_001628159.2		
N2.HOG0009524	OG0009329	n0	XP_020915806.1	XP_001629392.2		
N2.HOG0009525	OG0009330	n0	XP_020915807.1	XP_001625813.2		
N2.HOG0009526	OG0009331	n0	XP_020915812.1	XP_001637192.3		
N2.HOG0009527	OG0009332	n0	XP_020915816.2	XP_048581575.1		
N2.HOG0009528	OG0009333	n0	XP_020915819.1	XP_032239975.2		
N2.HOG0009529	OG0009334	n0	XP_020915823.1	XP_048587194.1		
N2.HOG0009530	OG0009335	n0	XP_020915842.1	XP_001633635.2		
N2.HOG0009531	OG0009336	n0	XP_020915847.1	XP_032236491.2		
N2.HOG0009532	OG0009337	n0	XP_020915851.1	XP_032236494.1		
N2.HOG0009533	OG0009338	n0	XP_020915854.1	XP_001633979.2		
N2.HOG0009534	OG0009339	n0	XP_020915862.1	XP_048583006.1		
N2.HOG0009535	OG0009340	n0	XP_020915867.1	XP_001629744.1		
N2.HOG0009536	OG0009341	n0	XP_020915868.1	XP_048587094.1		
N2.HOG0009537	OG0009342	n0	XP_020915874.1	XP_001631749.1		
N2.HOG0009538	OG0009343	n0	XP_020915875.1	XP_048581887.1		
N2.HOG0009539	OG0009344	n0	XP_020915876.1	XP_048583189.1		
N2.HOG0009540	OG0009345	n0	XP_020915903.1	XP_001638091.2		
N2.HOG0009541	OG0009346	n0	XP_020915904.1	XP_048582326.1		
N2.HOG0009542	OG0009347	n0	XP_020915905.1, XP_028519240.1	XP_048582324.1		
N2.HOG0009543	OG0009348	n0	XP_020915908.1	XP_048582033.1		
N2.HOG0009544	OG0009349	n0	XP_020915911.1	XP_048582366.1		
N2.HOG0009545	OG0009350	n0	XP_020915912.1	XP_032226375.2		
N2.HOG0009546	OG0009351	n0	XP_020915917.1	XP_032236525.2		
N2.HOG0009547	OG0009352	n0	XP_020915919.1	XP_048581888.1		
N2.HOG0009548	OG0009353	n0	XP_020915929.1	XP_032236807.1		
N2.HOG0009549	OG0009354	n0	XP_020915930.1	XP_032236806.2		
N2.HOG0009550	OG0009355	n0	XP_020915931.1	XP_032236783.1		
N2.HOG0009551	OG0009356	n0	XP_020915950.1	XP_032223059.2		
N2.HOG0009552	OG0009357	n0	XP_028516132.1, XP_020915959.2	XP_032222893.1		
N2.HOG0009553	OG0009358	n0	XP_020915969.1	XP_048584018.1		
N2.HOG0009554	OG0009359	n0	XP_020915977.1	XP_048583493.1		
N2.HOG0009555	OG0009360	n0	XP_020915981.1	XP_032218556.1		
N2.HOG0009556	OG0009361	n0	XP_020915995.2	XP_048583378.1		
N2.HOG0009557	OG0009362	n0	XP_020915999.1	XP_032233939.2		
N2.HOG0009558	OG0009363	n0	XP_020916005.1	XP_048583570.1		
N2.HOG0009559	OG0009364	n0	XP_020916006.1	XP_048583822.1		
N2.HOG0009560	OG0009365	n0	XP_020916007.1	XP_001638135.1		
N2.HOG0009561	OG0009366	n0	XP_020916013.1	XP_001629302.1		
N2.HOG0009562	OG0009367	n0	XP_020916021.1	XP_001630840.2		
N2.HOG0009563	OG0009368	n0	XP_020916024.1	XP_001624395.2		
N2.HOG0009564	OG0009369	n0	XP_020916027.2	XP_001638191.3		
N2.HOG0009565	OG0009370	n0	XP_020916035.1	XP_032226777.2		
N2.HOG0009566	OG0009371	n0	XP_020916040.1	XP_048583785.1		
N2.HOG0009567	OG0009372	n0	XP_020916042.1	XP_001637470.1		
N2.HOG0009568	OG0009373	n0	XP_020916050.2	XP_032239612.2		
N2.HOG0009569	OG0009374	n0	XP_020916051.1	XP_032228804.2		
N2.HOG0009570	OG0009375	n0	XP_020916060.1	XP_032235417.2		
N2.HOG0009571	OG0009376	n0	XP_020916070.1	XP_048583281.1		
N2.HOG0009572	OG0009377	n0	XP_020916074.1	XP_032233963.1		
N2.HOG0009573	OG0009378	n0	XP_020916080.1	XP_032218218.2		
N2.HOG0009574	OG0009379	n0	XP_020916083.1	XP_001630842.3		
N2.HOG0009575	OG0009380	n0	XP_020916084.1	XP_048583690.1		
N2.HOG0009576	OG0009381	n0	XP_020916090.1	XP_032233423.1		
N2.HOG0009577	OG0009382	n0	XP_020916092.1	XP_048583603.1		
N2.HOG0009578	OG0009383	n0	XP_020916099.1	XP_048584206.1, XP_048584204.1, XP_032233917.2		
N2.HOG0009579	OG0009384	n0	XP_020916100.1	XP_032218602.2		
N2.HOG0009580	OG0009385	n0	XP_020916102.1	XP_048584113.1		
N2.HOG0009581	OG0009386	n0	XP_020916126.1	XP_048584138.1, XP_001637703.2		
N2.HOG0009582	OG0009387	n0	XP_020916127.1	XP_032237028.1		
N2.HOG0009583	OG0009388	n0	XP_020916129.1	XP_048584210.1		
N2.HOG0009584	OG0009389	n0	XP_020916133.1	XP_032218214.2		
N2.HOG0009585	OG0009390	n0	XP_020916134.1	XP_032218220.2		
N2.HOG0009586	OG0009391	n0	XP_020916135.1	XP_032218223.2		
N2.HOG0009587	OG0009392	n0	XP_020916138.1	XP_001629688.3		
N2.HOG0009588	OG0009393	n0	XP_020916141.1	XP_048583514.1		
N2.HOG0009589	OG0009394	n0	XP_020916144.1	XP_048584095.1		
N2.HOG0009590	OG0009395	n0	XP_020916146.1	XP_001624611.1		
N2.HOG0009591	OG0009396	n0	XP_020916148.1	XP_048584140.1		
N2.HOG0009592	OG0009397	n0	XP_020916150.1	XP_001629317.1		
N2.HOG0009593	OG0009398	n0	XP_020916151.1	XP_048583577.1		
N2.HOG0009594	OG0009399	n0	XP_020916154.1	XP_048583819.1		
N2.HOG0009595	OG0009400	n0	XP_020916157.1	XP_001634374.2		
N2.HOG0009596	OG0009401	n0	XP_020916158.1	XP_048583500.1		
N2.HOG0009597	OG0009402	n0	XP_020916161.2	XP_032233940.2		
N2.HOG0009598	OG0009403	n0	XP_020916164.1	XP_001637771.3		
N2.HOG0009599	OG0009404	n0	XP_020916165.1	XP_048583256.1		
N2.HOG0009600	OG0009405	n0	XP_020916168.1	XP_001637832.2		
N2.HOG0009601	OG0009406	n0	XP_020916176.1	XP_032230215.2		
N2.HOG0009602	OG0009407	n0	XP_020916177.1	XP_032217733.1		
N2.HOG0009603	OG0009408	n0	XP_020916184.1	XP_001634355.2		
N2.HOG0009604	OG0009409	n0	XP_020916191.1	XP_048583613.1		
N2.HOG0009605	OG0009410	n0	XP_020916194.1	XP_001630871.2		
N2.HOG0009606	OG0009411	n0	XP_020916200.2	XP_001626383.3		
N2.HOG0009607	OG0009412	n0	XP_020916202.1	XP_001622506.3, XP_032241203.1, XP_032241382.1		
N2.HOG0009608	OG0009413	n0	XP_020916222.1	XP_001634775.2		
N2.HOG0009609	OG0009414	n0	XP_020916227.1	XP_032226765.2		
N2.HOG0009610	OG0009415	n0	XP_020916229.1	XP_032226767.1		
N2.HOG0009611	OG0009416	n0	XP_020916231.1	XP_001623760.2		
N2.HOG0009612	OG0009417	n0	XP_020916244.1	XP_048586986.1		
N2.HOG0009613	OG0009418	n0	XP_020916248.1	XP_032220127.2		
N2.HOG0009614	OG0009419	n0	XP_020916251.1	XP_001626469.1		
N2.HOG0009615	OG0009420	n0	XP_020916290.1, XP_020916253.1, XP_028518100.1, XP_028514254.1			
N2.HOG0009616	OG0009421	n0	XP_020916254.1	XP_001626480.1		
N2.HOG0009617	OG0009422	n0	XP_020916259.1	XP_048587554.1		
N2.HOG0009618	OG0009423	n0	XP_020916266.1	XP_048587029.1		
N2.HOG0009619	OG0009424	n0	XP_020916267.1	XP_032232589.2		
N2.HOG0009620	OG0009425	n0	XP_020916272.1, XP_020916902.1	XP_032232587.1		
N2.HOG0009621	OG0009426	n0	XP_020916273.1	XP_032232579.1		
N2.HOG0009622	OG0009427	n0	XP_020916289.1	XP_032230271.2		
N2.HOG0009623	OG0009428	n0	XP_020916303.1	XP_032230162.1		
N2.HOG0009624	OG0009429	n0	XP_020916306.1	XP_001630966.1		
N2.HOG0009625	OG0009430	n0	XP_020916311.2	XP_032229682.1		
N2.HOG0009626	OG0009431	n0	XP_020916314.1	XP_048586842.1		
N2.HOG0009627	OG0009432	n0	XP_020916321.1	XP_001638542.2		
N2.HOG0009628	OG0009433	n0	XP_020916323.1	XP_032233271.2, XP_032236652.1, XP_048576942.1		
N2.HOG0009629	OG0009434	n0	XP_020916332.1			
N2.HOG0009630	OG0009435	n0	XP_020916348.2	XP_032239295.2		
N2.HOG0009631	OG0009436	n0	XP_020916377.1	XP_001641944.2		
N2.HOG0009632	OG0009437	n0	XP_020916399.1	XP_001640067.2		
N2.HOG0009633	OG0009438	n0	XP_020916403.1	XP_001630138.3		
N2.HOG0009634	OG0009439	n0	XP_020916404.1	XP_001630167.1		
N2.HOG0009635	OG0009440	n0	XP_020916405.1	XP_001632098.1		
N2.HOG0009636	OG0009441	n0	XP_020916407.1	XP_032242726.2		
N2.HOG0009637	OG0009442	n0	XP_020916408.1	XP_032242727.1		
N2.HOG0009638	OG0009443	n0	XP_020916412.1	XP_048575331.1		
N2.HOG0009639	OG0009444	n0	XP_020916413.1	XP_032238603.2		
N2.HOG0009640	OG0009445	n0	XP_020916416.1	XP_048576304.1		
N2.HOG0009641	OG0009446	n0	XP_020916419.1	XP_001630586.3		
N2.HOG0009642	OG0009447	n0	XP_020916431.1	XP_032228023.2		
N2.HOG0009643	OG0009448	n0	XP_020916448.1	XP_001632120.1		
N2.HOG0009644	OG0009449	n0	XP_020916452.1	XP_048576011.1		
N2.HOG0009645	OG0009450	n0	XP_020916453.1	XP_032242630.2		
N2.HOG0009646	OG0009451	n0	XP_020916454.1	XP_001632137.3		
N2.HOG0009647	OG0009452	n0	XP_020916461.1	XP_032228006.1		
N2.HOG0009648	OG0009453	n0	XP_020916463.1	XP_032237316.2		
N2.HOG0009649	OG0009454	n0	XP_020916464.1	XP_032233097.1		
N2.HOG0009650	OG0009455	n0	XP_020916465.1	XP_001632135.2		
N2.HOG0009651	OG0009456	n0	XP_020916469.1	XP_032221099.2		
N2.HOG0009652	OG0009457	n0	XP_020916470.1	XP_001639982.3		
N2.HOG0009653	OG0009458	n0	XP_020916471.1	XP_001627101.2		
N2.HOG0009654	OG0009459	n0	XP_020916483.1	XP_032230685.2		
N2.HOG0009655	OG0009460	n0	XP_020916484.1	XP_048581048.1		
N2.HOG0009656	OG0009461	n0	XP_020916485.1	XP_001632094.2		
N2.HOG0009657	OG0009462	n0	XP_020916486.1	XP_001633527.2		
N2.HOG0009658	OG0009463	n0	XP_020916491.1	XP_048575362.1		
N2.HOG0009659	OG0009464	n0	XP_020916492.1	XP_032232985.1		
N2.HOG0009660	OG0009465	n0	XP_020916493.1	XP_048575666.1		
N2.HOG0009661	OG0009466	n0	XP_020916502.1	XP_048581711.1		
N2.HOG0009662	OG0009467	n0	XP_020916543.1	XP_048578921.1		
N2.HOG0009663	OG0009468	n0	XP_020916557.1	XP_001632763.1		
N2.HOG0009664	OG0009469	n0	XP_020916565.1	XP_032226510.2		
N2.HOG0009665	OG0009470	n0	XP_020916580.1	XP_001625452.2		
N2.HOG0009666	OG0009471	n0	XP_020916582.1	XP_048578691.1		
N2.HOG0009667	OG0009472	n0	XP_020916587.1	XP_048581781.1		
N2.HOG0009668	OG0009473	n0	XP_020916591.1	XP_001637909.2		
N2.HOG0009669	OG0009474	n0	XP_020916598.1	XP_048579605.1		
N2.HOG0009670	OG0009475	n0	XP_020916618.1	XP_032223464.2		
N2.HOG0009671	OG0009476	n0	XP_020916622.1	XP_001639960.2		
N2.HOG0009672	OG0009477	n0	XP_020916627.1	XP_032223344.2		
N2.HOG0009673	OG0009478	n0	XP_020916637.1	XP_032220892.2		
N2.HOG0009674	OG0009479	n0	XP_020916638.1	XP_032220897.2		
N2.HOG0009675	OG0009480	n0	XP_020916669.1	XP_001624118.2		
N2.HOG0009676	OG0009481	n0	XP_020916670.1	XP_048582606.1		
N2.HOG0009677	OG0009482	n0	XP_020916672.1	XP_001636587.2		
N2.HOG0009678	OG0009483	n0	XP_020916676.1	XP_032231307.1		
N2.HOG0009679	OG0009484	n0	XP_020916679.1	XP_001624128.1		
N2.HOG0009680	OG0009485	n0	XP_020916682.1	XP_048582959.1		
N2.HOG0009681	OG0009486	n0	XP_020916690.1	XP_001633975.1		
N2.HOG0009682	OG0009487	n0	XP_020916694.1	XP_001642058.2		
N2.HOG0009683	OG0009488	n0	XP_020916695.1	XP_048582643.1		
N2.HOG0009684	OG0009489	n0	XP_020916699.1	XP_032220494.1		
N2.HOG0009685	OG0009490	n0	XP_020916704.1	XP_001628178.2		
N2.HOG0009686	OG0009491	n0	XP_020916707.1	XP_032223624.2		
N2.HOG0009687	OG0009492	n0	XP_020916730.1	XP_001641587.3		
N2.HOG0009688	OG0009493	n0	XP_020916735.1	XP_032222827.1		
N2.HOG0009689	OG0009494	n0	XP_020916745.2	XP_001639847.2		
N2.HOG0009690	OG0009495	n0	XP_020916746.1	XP_032239497.1		
N2.HOG0009691	OG0009496	n0	XP_020916749.1	XP_048580663.1		
N2.HOG0009692	OG0009497	n0	XP_020916750.1	XP_001628391.2		
N2.HOG0009693	OG0009498	n0	XP_020916751.1	XP_032238046.2		
N2.HOG0009694	OG0009499	n0	XP_020916752.1	XP_001624080.2		
N2.HOG0009695	OG0009500	n0	XP_020916753.1	XP_048580478.1		
N2.HOG0009696	OG0009501	n0	XP_020916759.1	XP_048580668.1		
N2.HOG0009697	OG0009502	n0	XP_020916761.1	XP_032238097.2		
N2.HOG0009698	OG0009503	n0	XP_020916764.1	XP_048580539.1		
N2.HOG0009699	OG0009504	n0	XP_020916775.1	XP_032242883.2		
N2.HOG0009700	OG0009505	n0	XP_020916788.1	XP_048581580.1		
N2.HOG0009701	OG0009506	n0	XP_020916791.1	XP_001625463.2		
N2.HOG0009702	OG0009507	n0	XP_020916793.1	XP_001639964.3		
N2.HOG0009703	OG0009508	n0	XP_020916795.1	XP_001636998.2		
N2.HOG0009704	OG0009509	n0	XP_020916796.1	XP_001637064.2		
N2.HOG0009705	OG0009510	n0	XP_020916797.1	XP_001637063.2		
N2.HOG0009706	OG0009511	n0	XP_020916802.1	XP_032228417.1		
N2.HOG0009707	OG0009512	n0	XP_020916804.1	XP_048581023.1		
N2.HOG0009708	OG0009513	n0	XP_020916809.1	XP_032228235.1		
N2.HOG0009709	OG0009514	n0	XP_020916811.1	XP_001625002.2		
N2.HOG0009710	OG0009515	n0	XP_020916815.1	XP_048580526.1		
N2.HOG0009711	OG0009516	n0	XP_020916818.1	XP_048580529.1		
N2.HOG0009712	OG0009517	n0	XP_020916822.1	XP_001642071.2		
N2.HOG0009713	OG0009518	n0	XP_020916842.1	XP_032222799.2		
N2.HOG0009714	OG0009519	n0	XP_020916862.1	XP_001637680.2		
N2.HOG0009715	OG0009520	n0	XP_020916865.1	XP_032224514.1		
N2.HOG0009716	OG0009521	n0	XP_020916866.1	XP_032239634.2		
N2.HOG0009717	OG0009522	n0	XP_020916870.1	XP_048583699.1		
N2.HOG0009718	OG0009523	n0	XP_020916882.1	XP_001641025.1		
N2.HOG0009719	OG0009524	n0	XP_020916887.1	XP_032233915.1		
N2.HOG0009720	OG0009525	n0	XP_020916893.1	XP_032242534.1		
N2.HOG0009721	OG0009526	n0	XP_020916907.1	XP_001625325.1		
N2.HOG0009722	OG0009527	n0	XP_020916913.1	XP_048581434.1		
N2.HOG0009723	OG0009528	n0	XP_020916918.1	XP_048581649.1		
N2.HOG0009724	OG0009529	n0	XP_020916919.1	XP_001629549.3		
N2.HOG0009725	OG0009530	n0	XP_020916924.1	XP_032227360.2		
N2.HOG0009726	OG0009531	n0	XP_020916926.1	XP_001634446.2		
N2.HOG0009727	OG0009532	n0	XP_020916928.1	XP_048581075.1		
N2.HOG0009728	OG0009533	n0	XP_020916939.1	XP_048577223.1		
N2.HOG0009729	OG0009534	n0	XP_020916943.1	XP_032237406.1		
N2.HOG0009730	OG0009535	n0	XP_020916953.1	XP_001632958.2		
N2.HOG0009731	OG0009536	n0	XP_020916961.1	XP_032230459.2		
N2.HOG0009732	OG0009537	n0	XP_020916963.1	XP_001629538.2		
N2.HOG0009733	OG0009538	n0	XP_020916966.1	XP_032238072.2		
N2.HOG0009734	OG0009539	n0	XP_020916967.1	XP_001634403.1		
N2.HOG0009735	OG0009540	n0	XP_020916970.1	XP_032228450.1		
N2.HOG0009736	OG0009541	n0	XP_020916974.1	XP_032228451.2		
N2.HOG0009737	OG0009542	n0	XP_020916976.1	XP_048581687.1		
