Orthogroup	spis_longest_isoform_marker	nvec_longest_isoform
OG0010420	XP_022797178.1	XP_048578542.1
OG0010421	XP_022803252.1	XP_048577618.1
OG0010422	XP_022783260.1	XP_001626092.2, XP_032229555.2
OG0010423	XP_022797054.1, XP_022797057.1	XP_032229557.2
OG0010424	XP_022787038.1	XP_032219670.1
OG0010425	XP_022779698.1	XP_032219680.1
OG0010426	XP_022787049.1	XP_001639001.1
OG0010427	XP_022792046.1	XP_048583557.1
OG0010428	XP_022788848.1	XP_032217857.2, XP_032233289.2
OG0010429	XP_022808024.1	XP_032236631.1
OG0010430	XP_022786362.1	XP_001623867.3
OG0010431	XP_022800695.1	XP_001633812.2
OG0010432	XP_022800311.1	XP_032230291.1
OG0010433	XP_022800719.1	XP_032242141.2
OG0010434	XP_022794035.1	XP_048589574.1
OG0010435	XP_022805223.1	XP_048581770.1
OG0010436	XP_022804448.1	XP_048575614.1
OG0010437	XP_022790103.1	XP_032220877.2
OG0010438	XP_022803159.1	XP_048580827.1
OG0010439	XP_022808448.1	XP_032242810.2
OG0010440	XP_022782599.1	XP_048579740.1
OG0010441	XP_022781476.1	XP_032234126.2
OG0010442	XP_022797234.1	XP_048577745.1
OG0010444	XP_022810590.1	XP_048586226.1
OG0010445	XP_022794520.1	XP_048575411.1
OG0010446	XP_022799997.1	XP_032234489.2
OG0010447	XP_022794529.1	XP_048575408.1
OG0010448	XP_022778953.1	XP_001627484.3
OG0010450	XP_022788388.1	XP_048580921.1
OG0010451	XP_022801844.1	XP_001626742.1
OG0010452	XP_022800407.1	XP_032229032.1
OG0010453	XP_022800064.1	XP_032239101.1, XP_032232392.1
OG0010454	XP_022791289.1, XP_022797204.1	XP_048586878.1
OG0010455	XP_022788159.1	XP_048590326.1
OG0010456	XP_022793062.1	XP_001624054.2
OG0010457	XP_022798756.1	XP_048582479.1
OG0010458	XP_022801025.1	XP_032241859.1
OG0010459	XP_022807889.1	XP_032237774.1, XP_032237776.1
OG0010460	XP_022796136.1	XP_001629070.2
OG0010461	XP_022803965.1	XP_048579792.1
OG0010462	XP_022792880.1	XP_032222819.2
OG0010463	XP_022801039.1	XP_001641438.1
OG0010464	XP_022801659.1, XP_022803093.1	XP_048586748.1
OG0010465	XP_022790636.1	XP_032236059.1
OG0010466	XP_022789433.1	XP_048586653.1
OG0010467	XP_022785782.1	XP_048581865.1
OG0010468	XP_022792123.1	XP_032231296.2
OG0010469	XP_022792058.1	XP_048583048.1
OG0010470	XP_022807989.1	XP_032238455.2
OG0010471	XP_022802423.1, XP_022790669.1	XP_032220484.2
OG0010472	XP_022796151.1	XP_048581329.1
OG0010474	XP_022801478.1	XP_032222506.1
OG0010475	XP_022807212.1	XP_048584522.1
OG0010476	XP_022805462.1	XP_032234907.2
OG0010477	XP_022793188.1	XP_001625768.2
OG0010480	XP_022805753.1	XP_032221874.1
OG0010481	XP_022791957.1	XP_032221869.1
OG0010482	XP_022799086.1	XP_048584540.1
OG0010483	XP_022792688.1	XP_048585412.1
OG0010484	XP_022781589.1	XP_032240572.2
OG0010485	XP_022788463.1	XP_001626749.2
OG0010486	XP_022809298.1	XP_032229618.1
OG0010487	XP_022784772.1	XP_001632455.2
OG0010488	XP_022783364.1	XP_032235649.2
OG0010489	XP_022785730.1	XP_032235648.2
OG0010490	XP_022803301.1	XP_048589231.1
OG0010491	XP_022809272.1	XP_048589703.1
OG0010492	XP_022784167.1	XP_001639978.3
OG0010493	XP_022790484.1	XP_032233259.2
OG0010494	XP_022795260.1	XP_048577247.1
OG0010495	XP_022806328.1	XP_048589936.1
OG0010496	XP_022789853.1	XP_032220765.1
OG0010497	XP_022806975.1	XP_032233961.2
OG0010498	XP_022803575.1	XP_048584245.1
OG0010499	XP_022796585.1	XP_048576790.1
OG0010500	XP_022781851.1	XP_048584189.1
OG0010501	XP_022780360.1	XP_048583386.1
OG0010502	XP_022780352.1	XP_048584177.1
OG0010503	XP_022780362.1	XP_032236308.2
OG0010504	XP_022786959.1	XP_001625268.2
OG0010505	XP_022793260.1	XP_032220940.2
OG0010506	XP_022789590.1	XP_048581518.1
OG0010507	XP_022793509.1	XP_001622582.1
OG0010508	XP_022786948.1	XP_048581078.1
OG0010509	XP_022794260.1	XP_001636208.1
OG0010510	XP_022796237.1	XP_032232139.2
OG0010511	XP_022798442.1	XP_001636696.1
OG0010512	XP_022800515.1	XP_048583183.1
OG0010513	XP_022790643.1	XP_048583190.1
OG0010514	XP_022799850.1	XP_001624954.1
OG0010515	XP_022788834.1	XP_048589500.1
OG0010516	XP_022786465.1	XP_032220097.2
OG0010517	XP_022807592.1	XP_048589733.1
OG0010519	XP_022798589.1	XP_048580411.1
OG0010520	XP_022802045.1, XP_022802050.1	XP_032228335.2
OG0010521	XP_022804576.1	XP_032229995.2
OG0010522	XP_022787404.1	XP_048586401.1
OG0010523	XP_022800461.1	XP_032238437.1
OG0010524	XP_022801348.1	XP_001640666.3
OG0010525	XP_022787389.1	XP_048586175.1
OG0010526	XP_022804967.1	XP_032221796.2
OG0010527	XP_022800686.1	XP_048589126.1
OG0010529	XP_022802713.1	XP_048576520.1
OG0010530	XP_022803459.1	XP_032219127.2
OG0010531	XP_022802513.1	XP_048576528.1
OG0010532	XP_022779662.1	XP_048577056.1
OG0010533	XP_022779588.1	XP_001626019.3
OG0010534	XP_022787878.1	XP_048587510.1
OG0010535	XP_022782368.1	XP_048575897.1
OG0010536	XP_022807187.1	XP_032229201.2
OG0010537	XP_022780482.1	XP_032242255.1
OG0010538	XP_022790724.1, XP_022790737.1	XP_032220502.2
OG0010539	XP_022784898.1	XP_032226773.1
OG0010540	XP_022799334.1	XP_001624155.2
OG0010541	XP_022784888.1	XP_048583738.1
OG0010542	XP_022780062.1	XP_001629320.2
OG0010543	XP_022786809.1	XP_048583287.1
OG0010544	XP_022785369.1	XP_001637701.3
OG0010545	XP_022789068.1	XP_032232246.1
OG0010546	XP_022780578.1	XP_048583652.1
OG0010547	XP_022789109.1	XP_001626416.2
OG0010548	XP_022789071.1	XP_032218040.2
OG0010549	XP_022789322.1	XP_048583932.1
OG0010550	XP_022795499.1	XP_032227540.1
OG0010551	XP_022780257.1	XP_001630965.2
OG0010552	XP_022793013.1	XP_032232368.1
OG0010553	XP_022780145.1	XP_032239406.2, XP_001628584.2
OG0010554	XP_022806041.1	XP_001633555.1
OG0010555	XP_022780032.1	XP_048575425.1
OG0010556	XP_022780608.1	XP_048575752.1
OG0010557	XP_022785424.1	XP_032238021.2
OG0010558	XP_022782974.1	XP_001635799.1
OG0010559	XP_022800644.1	XP_032226040.1
OG0010560	XP_022800978.1	XP_048581566.1
OG0010561	XP_022781014.1, XP_022779204.1	XP_032225193.1
OG0010562	XP_022794848.1	XP_032220463.1
OG0010563	XP_022785848.1	XP_001639520.1
OG0010564	XP_022805653.1	XP_048576363.1
OG0010565	XP_022794271.1	XP_001633929.1
OG0010566	XP_022796661.1	XP_001625000.2
OG0010567	XP_022781840.1	XP_032232202.2
OG0010568	XP_022795209.1	XP_032218087.1
OG0010569	XP_022781832.1	XP_032232201.2
OG0010570	XP_022806243.1	XP_032227358.1
OG0010571	XP_022806242.1	XP_048581257.1
OG0010572	XP_022780176.1	XP_032239699.2
OG0010573	XP_022783885.1	XP_032239731.1
OG0010574	XP_022790682.1	XP_048581841.1
OG0010575	XP_022793466.1	XP_001633399.3
OG0010576	XP_022808294.1	XP_032239165.1
OG0010577	XP_022793458.1	XP_032238469.2
OG0010578	XP_022786793.1	XP_048582653.1
OG0010579	XP_022804530.1	XP_001641152.2
OG0010580	XP_022782454.1	XP_001625464.1
OG0010581	XP_022794510.1	XP_048579613.1
OG0010582	XP_022795858.1	XP_032222449.2
OG0010583	XP_022787370.1, XP_022794536.1	XP_001638301.3
OG0010584	XP_022782538.1	XP_048578666.1
OG0010585	XP_022791530.1	XP_048588606.1
OG0010586	XP_022809533.1	XP_032239483.2
OG0010587	XP_022792354.1	XP_048577836.1
OG0010588	XP_022788752.1	XP_032222399.1
OG0010589	XP_022793141.1	XP_032218244.2
OG0010590	XP_022782515.1	XP_048579738.1
OG0010591	XP_022795870.1	XP_032237415.1
OG0010592	XP_022808914.1	XP_048587007.1
OG0010593	XP_022796537.1	XP_048583865.1
OG0010594	XP_022793910.1	XP_001623041.3
OG0010595	XP_022805786.1	XP_001629518.1, XP_048583893.1
OG0010596	XP_022792706.1	XP_001620682.2, XP_032220117.1, XP_048587818.1
OG0010597	XP_022790493.1	XP_032225020.1, XP_001622134.2, XP_032223266.1
OG0010598	XP_022798895.1	XP_048582507.1, XP_001622664.3, XP_048582056.1
OG0010602	XP_022785108.1, XP_022785101.1	XP_001626391.2
OG0010608	XP_022799658.1, XP_022794928.1	XP_001628474.1
OG0010610	XP_022802489.1, XP_022789976.1	XP_001629113.3
OG0010613	XP_022805483.1, XP_022782170.1	XP_001632626.2, XP_032237574.2
OG0010618	XP_022783951.1, XP_022808297.1, XP_022808302.1	XP_001636417.2
OG0010624	XP_022796487.1, XP_022793943.1, XP_022793942.1	XP_001640513.3
OG0010625	XP_022781838.1	XP_032234379.2, XP_001641585.2, XP_048575339.1
OG0010626	XP_022808806.1, XP_022799178.1	XP_048581200.1, XP_001642012.3
OG0010627	XP_022806467.1, XP_022806472.1, XP_022806476.1	XP_032217736.1
OG0010628	XP_022803525.1, XP_022788312.1	XP_032218293.1, XP_048587038.1
OG0010630	XP_022785953.1	XP_048583525.1, XP_048579885.1, XP_032218380.2
OG0010635	XP_022809390.1, XP_022809394.1	XP_032221743.2, XP_048587704.1
OG0010636	XP_022793757.1, XP_022793752.1, XP_022782394.1	XP_032222656.2
OG0010637	XP_022777769.1, XP_022778070.1	XP_048582744.1, XP_032226623.1
OG0010639	XP_022808132.1, XP_022796131.1	XP_032226977.1, XP_048576861.1
OG0010642	XP_022785553.1	XP_032227709.2
OG0010644	XP_022803057.1, XP_022789746.1, XP_022798760.1	XP_032229569.2
OG0010645	XP_022805040.1	XP_032232538.2, XP_032238806.2, XP_032230074.1
OG0010646	XP_022801637.1, XP_022793844.1	XP_032230145.2, XP_032236459.2
OG0010650	XP_022807436.1	XP_032233004.2
OG0010652	XP_022781063.1, XP_022780991.1, XP_022780992.1	XP_032234235.2
OG0010654	XP_022796041.1	XP_032235004.2
OG0010655	XP_022796121.1	XP_032235105.1, XP_048575394.1, XP_048584916.1
OG0010656	XP_022785521.1	XP_032235356.1
OG0010659	XP_022793199.1	XP_032239391.2
OG0010660	XP_022801734.1	XP_032239656.2
OG0010661	XP_022789889.1, XP_022789905.1, XP_022789904.1	XP_032240204.2
OG0010662	XP_022799752.1, XP_022787628.1, XP_022787637.1	XP_032240531.1
OG0010664	XP_022795596.1	XP_048579880.1, XP_032241993.2
OG0010665	XP_022800736.1, XP_022804312.1	XP_032242242.2
OG0010666	XP_022802671.1	XP_048575347.1, XP_048575346.1
OG0010670	XP_022795221.1, XP_022778826.1	XP_048587477.1, XP_048577203.1
OG0010671	XP_022810656.1	XP_048582090.1, XP_048589452.1, XP_048577670.1
OG0010672	XP_022787693.1, XP_022809856.1	XP_048578226.1, XP_048590563.1
OG0010673	XP_022781802.1, XP_022783344.1	XP_048588998.1, XP_048578341.1
OG0010678	XP_022802598.1, XP_022786079.1	XP_048580277.1
OG0010681	XP_022797702.1, XP_022778063.1, XP_022778505.1	XP_048581337.1
OG0010682	XP_022783264.1, XP_022795008.1, XP_022799869.1	XP_048581431.1
OG0010683	XP_022797343.1, XP_022797340.1, XP_022797339.1	XP_048581463.1
OG0010684	XP_022797792.1	XP_048584550.1, XP_048581713.1
OG0010685	XP_022790920.1, XP_022798951.1, XP_022781137.1	XP_048583322.1
OG0010686	XP_022809966.1, XP_022808223.1, XP_022783300.1	XP_048583356.1
OG0010687	XP_022791881.1, XP_022791871.1	XP_048583714.1, XP_048583712.1
OG0010688	XP_022797386.1	XP_048584494.1
OG0010689	XP_022793024.1, XP_022796261.1, XP_022808206.1	XP_048584627.1
OG0010690	XP_022779060.1, XP_022779019.1, XP_022779017.1	XP_048584894.1
OG0010693	XP_022801518.1, XP_022801547.1	XP_048586204.1, XP_048586063.1
OG0010694	XP_022790552.1, XP_022790541.1, XP_022790549.1	XP_048586117.1
OG0010695	XP_022787845.1	XP_048586825.1, XP_048587745.1, XP_048587409.1
OG0010696	XP_022783805.1, XP_022783804.1	XP_048587135.1
OG0010697	XP_022785813.1	XP_048587486.1, XP_048587485.1, XP_048587611.1
OG0010700	XP_022803737.1, XP_022803736.1, XP_022803092.1	XP_048587776.1
OG0010701	XP_022777449.1	XP_048588505.1, XP_048588519.1, XP_048588516.1
OG0010963	XP_022792630.1	XP_048589780.1
OG0010964	XP_022800142.1	XP_001637221.2
OG0010966	XP_022799755.1	XP_048587880.1
OG0010967	XP_022782627.1	XP_032222223.1
OG0010970	XP_022799753.1	XP_001640263.2
OG0010971	XP_022790952.1	XP_048586761.1
OG0010972	XP_022801598.1	XP_032219537.2
OG0010973	XP_022798586.1	XP_048586062.1
OG0010975	XP_022787187.1	XP_048586154.1
OG0010976	XP_022803107.1	XP_048586169.1
OG0010977	XP_022785878.1	XP_048576372.1
OG0010978	XP_022784392.1	XP_032237166.1
OG0010979	XP_022782218.1	XP_032219597.1
OG0010980	XP_022798554.1	XP_032241068.2
OG0010981	XP_022792879.1	XP_032239844.1
OG0010982	XP_022806429.1	XP_032221857.2
OG0010983	XP_022782219.1	XP_032219603.1
OG0010985	XP_022784330.1	XP_048586743.1
OG0010986	XP_022789421.1	XP_001623698.2
OG0010989	XP_022795019.1	XP_048590199.1
OG0010990	XP_022795170.1	XP_001636399.3
OG0010991	XP_022786353.1	XP_032233324.1
OG0010992	XP_022809636.1	XP_001638323.2
OG0010993	XP_022804514.1	XP_048590234.1
OG0010995	XP_022780949.1	XP_032233945.2
OG0010997	XP_022803971.1	XP_001634988.2
OG0010998	XP_022798841.1	XP_032222166.1
OG0011001	XP_022779433.1	XP_001639727.3
OG0011002	XP_022779414.1	XP_001634837.2
OG0011004	XP_022799101.1	XP_048584978.1
OG0011005	XP_022806167.1	XP_001635954.1
OG0011006	XP_022798617.1	XP_001640122.3
OG0011007	XP_022782207.1	XP_001640561.2
OG0011009	XP_022800423.1	XP_032237113.2
OG0011012	XP_022782296.1	XP_001638889.1
OG0011015	XP_022790536.1	XP_001630248.3
OG0011018	XP_022799613.1	XP_001627842.2
OG0011019	XP_022806902.1	XP_001627844.1
OG0011020	XP_022796289.1	XP_032235315.1
OG0011021	XP_022803245.1	XP_048577666.1
OG0011022	XP_022803247.1	XP_048577530.1
OG0011023	XP_022782842.1	XP_001633152.1
OG0011024	XP_022782855.1	XP_032238135.1
OG0011025	XP_022782710.1	XP_001633169.3
OG0011026	XP_022796948.1	XP_032238137.1
OG0011027	XP_022796735.1	XP_032238138.2
OG0011030	XP_022803090.1	XP_001632215.2
OG0011031	XP_022800973.1	XP_048586278.1
OG0011032	XP_022803291.1	XP_001633324.3
OG0011033	XP_022801353.1	XP_048586288.1
OG0011034	XP_022793350.1	XP_048587793.1
OG0011035	XP_022793369.1	XP_048587045.1
OG0011037	XP_022803138.1	XP_048586849.1
OG0011039	XP_022790188.1	XP_048587446.1
OG0011040	XP_022797738.1	XP_048583812.1
OG0011041	XP_022790170.1	XP_032224808.2
OG0011043	XP_022790036.1	XP_048576554.1
OG0011045	XP_022806042.1	XP_032237743.1
OG0011047	XP_022789507.1	XP_001632770.2
OG0011048	XP_022789518.1	XP_032237772.2
OG0011049	XP_022789479.1	XP_032237770.2
OG0011050	XP_022808437.1	XP_032230662.1
OG0011051	XP_022789499.1	XP_048578521.1
OG0011052	XP_022800418.1	XP_048586499.1
OG0011053	XP_022807058.1	XP_032218707.2
OG0011054	XP_022787566.1	XP_001635034.2
OG0011055	XP_022805103.1	XP_032243135.2
OG0011056	XP_022789286.1	XP_001629323.1
OG0011057	XP_022792498.1	XP_032218682.2
OG0011062	XP_022802483.1	XP_001622303.3
OG0011063	XP_022806150.1	XP_032232685.1
OG0011064	XP_022786691.1	XP_048576738.1
OG0011065	XP_022803113.1	XP_048577167.1
OG0011066	XP_022794289.1	XP_048577219.1
OG0011067	XP_022802479.1	XP_001624639.2
OG0011068	XP_022805141.1	XP_001631288.3
OG0011069	XP_022797467.1	XP_048587784.1
OG0011070	XP_022791711.1	XP_048576794.1
OG0011071	XP_022791701.1	XP_048576433.1
OG0011072	XP_022801653.1	XP_001622301.1
OG0011073	XP_022806157.1	XP_032225198.1
OG0011074	XP_022806149.1	XP_001629136.2
OG0011075	XP_022793108.1	XP_001634545.2
OG0011076	XP_022807319.1	XP_001640956.1
OG0011077	XP_022795926.1	XP_032222963.2
OG0011078	XP_022793135.1	XP_048579249.1
OG0011081	XP_022779357.1	XP_048579153.1
OG0011082	XP_022803637.1	XP_032222235.1
OG0011083	XP_022803634.1	XP_032222423.1
OG0011084	XP_022803623.1	XP_032222353.2
OG0011085	XP_022791811.1	XP_048576537.1
OG0011086	XP_022795925.1	XP_001641414.2
OG0011087	XP_022798356.1	XP_001641125.2
OG0011088	XP_022789951.1	XP_001641586.1
OG0011089	XP_022803981.1	XP_032239586.2
OG0011090	XP_022798375.1	XP_048576494.1
OG0011091	XP_022794855.1	XP_032222908.1
OG0011092	XP_022793643.1	XP_001637922.3
OG0011093	XP_022793145.1	XP_032240275.1
OG0011095	XP_022782521.1	XP_001633467.1
OG0011096	XP_022786521.1	XP_032236614.2
OG0011098	XP_022788941.1	XP_001637307.2
OG0011099	XP_022791652.1	XP_048579572.1
OG0011100	XP_022803538.1	XP_048579851.1
OG0011101	XP_022788667.1	XP_001624640.1
OG0011102	XP_022783340.1	XP_032219916.2
OG0011103	XP_022783371.1	XP_032223297.1
OG0011104	XP_022796839.1	XP_001627959.3
OG0011105	XP_022779616.1	XP_032230110.2
OG0011106	XP_022796850.1	XP_048576642.1
OG0011107	XP_022779564.1	XP_001633644.3
OG0011108	XP_022790020.1	XP_048582485.1
OG0011109	XP_022779566.1	XP_048576393.1
OG0011110	XP_022794198.1	XP_032231783.2
OG0011111	XP_022798089.1	XP_032238814.1
OG0011112	XP_022798067.1	XP_001633629.1
OG0011113	XP_022798076.1	XP_048577081.1
OG0011114	XP_022784589.1	XP_001622429.2
OG0011115	XP_022779546.1	XP_001626639.2
OG0011116	XP_022779642.1	XP_032218856.1
OG0011117	XP_022798080.1	XP_032229437.1
OG0011118	XP_022793613.1	XP_001641363.2
OG0011119	XP_022795724.1	XP_032222018.2
OG0011120	XP_022787638.1	XP_032220508.1
OG0011121	XP_022795740.1	XP_032221957.2
OG0011122	XP_022779070.1	XP_032220530.2
OG0011125	XP_022789881.1	XP_048590032.1
OG0011126	XP_022789880.1	XP_048575835.1
OG0011127	XP_022789870.1	XP_032219034.2
OG0011129	XP_022803145.1	XP_032235706.2
OG0011131	XP_022786544.1	XP_032238336.1
OG0011132	XP_022810027.1	XP_001631088.3
OG0011133	XP_022793053.1	XP_032234098.1
OG0011135	XP_022780544.1	XP_048582376.1
OG0011137	XP_022796279.1	XP_001625649.3
OG0011138	XP_022798422.1	XP_001628837.2
OG0011139	XP_022798460.1	XP_001628836.1
OG0011141	XP_022801015.1	XP_001636203.3
OG0011143	XP_022801407.1	XP_001627919.3
OG0011144	XP_022780945.1	XP_032229044.2
OG0011146	XP_022803058.1	XP_048581839.1
OG0011147	XP_022780867.1	XP_048583179.1
OG0011148	XP_022779989.1	XP_048584838.1
OG0011149	XP_022781808.1	XP_001639708.2
OG0011150	XP_022781747.1	XP_032220649.2
OG0011151	XP_022779804.1	XP_032235716.1
OG0011152	XP_022779771.1	XP_032237446.2
OG0011153	XP_022795178.1	XP_048584352.1
OG0011154	XP_022803189.1	XP_001623411.3
OG0011155	XP_022792445.1	XP_001628139.2
OG0011156	XP_022792456.1	XP_032232044.1
OG0011157	XP_022797058.1	XP_032232097.2
OG0011158	XP_022779750.1	XP_048582080.1
OG0011159	XP_022802408.1	XP_001629760.2
OG0011160	XP_022798396.1	XP_032236212.1
OG0011161	XP_022789718.1	XP_032228088.1
OG0011162	XP_022802402.1	XP_001629759.2
OG0011163	XP_022786816.1	XP_048581810.1
OG0011164	XP_022785823.1	XP_032236788.1
OG0011165	XP_022802401.1	XP_001634153.3
OG0011166	XP_022798445.1	XP_032228094.1
OG0011167	XP_022786512.1	XP_048578310.1
OG0011168	XP_022786564.1	XP_001631239.1
OG0011171	XP_022799751.1	XP_032238313.2
OG0011174	XP_022789637.1	XP_001629554.3
OG0011175	XP_022802424.1	XP_001631731.3
OG0011176	XP_022789645.1	XP_001629584.1
OG0011179	XP_022790296.1	XP_032239062.1
OG0011180	XP_022786498.1	XP_001628884.2
OG0011181	XP_022788839.1	XP_048590556.1
OG0011183	XP_022802934.1	XP_001622329.3
OG0011184	XP_022802958.1	XP_048590148.1
OG0011185	XP_022802953.1	XP_001629489.2
OG0011186	XP_022802959.1	XP_001626527.2
OG0011187	XP_022780165.1	XP_032220943.1
OG0011188	XP_022794370.1	XP_032239654.2
OG0011191	XP_022788462.1	XP_001626925.3
OG0011194	XP_022796345.1	XP_001633625.1
OG0011195	XP_022806657.1	XP_001632620.1
OG0011196	XP_022791702.1	XP_048576922.1
OG0011197	XP_022796332.1	XP_048576805.1
OG0011198	XP_022789674.1	XP_032228977.1
OG0011199	XP_022786733.1	XP_032228372.2
OG0011200	XP_022797983.1	XP_001639900.2
OG0011201	XP_022795843.1	XP_032222920.2
OG0011203	XP_022789270.1	XP_001637916.1
OG0011204	XP_022800477.1	XP_032222343.1
OG0011205	XP_022791859.1	XP_001625178.1
OG0011207	XP_022798360.1	XP_032233640.1
OG0011208	XP_022785342.1	XP_001625174.1
OG0011210	XP_022798081.1	XP_032238774.2
OG0011211	XP_022790941.1	XP_048586509.1
OG0011212	XP_022808264.1	XP_032221706.1
OG0011213	XP_022790959.1	XP_032238374.2
OG0011215	XP_022803784.1	XP_032240446.2
OG0011216	XP_022808254.1	XP_001636169.2
OG0011217	XP_022790947.1	XP_001633291.2
OG0011218	XP_022792307.1	XP_001633064.2
OG0011219	XP_022791005.1	XP_032237223.2
OG0011220	XP_022803222.1	XP_032219159.2
OG0011221	XP_022793709.1	XP_048576445.1
OG0011222	XP_022803921.1	XP_048576619.1
OG0011223	XP_022796528.1	XP_048575869.1
OG0011224	XP_022805964.1	XP_001638039.1
OG0011225	XP_022790022.1	XP_001641406.2
OG0011226	XP_022807599.1	XP_032229470.1
OG0011228	XP_022793721.1	XP_001634017.1
OG0011229	XP_022793699.1	XP_001634057.1
OG0011232	XP_022783900.1	XP_048580980.1
OG0011233	XP_022792319.1	XP_032237904.2
OG0011235	XP_022801392.1	XP_048582671.1
OG0011236	XP_022794246.1	XP_001639561.1
OG0011238	XP_022790676.1	XP_048583109.1
OG0011239	XP_022789763.1	XP_032220441.2
OG0011240	XP_022797575.1	XP_048582834.1
OG0011241	XP_022793432.1	XP_032234146.2
OG0011242	XP_022799122.1	XP_032236010.2
OG0011243	XP_022808695.1	XP_032236030.2
OG0011244	XP_022808706.1	XP_001631379.2
OG0011245	XP_022806383.1	XP_048582642.1
OG0011246	XP_022790722.1	XP_032233570.1
OG0011247	XP_022793428.1	XP_032225549.2
OG0011248	XP_022807917.1	XP_048582491.1
OG0011249	XP_022796222.1	XP_048582743.1
OG0011250	XP_022808804.1	XP_048581060.1
OG0011251	XP_022786819.1	XP_001633418.3
OG0011252	XP_022789750.1	XP_048582888.1
OG0011254	XP_022802101.1	XP_001642136.2
OG0011256	XP_022789757.1	XP_032228106.1
OG0011257	XP_022785785.1	XP_032242311.2
OG0011258	XP_022785792.1	XP_001636708.1
OG0011259	XP_022801017.1	XP_048583028.1
OG0011260	XP_022788874.1	XP_048583040.1
OG0011261	XP_022790410.1	XP_001641222.1
OG0011262	XP_022790864.1	XP_001634816.2
OG0011263	XP_022778741.1	XP_032233036.1
OG0011264	XP_022782179.1	XP_001636010.2
OG0011266	XP_022792520.1	XP_032230905.2
OG0011269	XP_022804935.1	XP_032235190.1
OG0011270	XP_022809550.1	XP_032228601.2
OG0011273	XP_022807124.1	XP_048590222.1
OG0011274	XP_022804132.1	XP_032228629.2
OG0011275	XP_022807127.1	XP_001626122.1
OG0011276	XP_022784356.1	XP_048585978.1
OG0011277	XP_022802781.1	XP_001631210.2
OG0011278	XP_022788052.1	XP_001630230.2
OG0011280	XP_022807677.1	XP_048585870.1
OG0011281	XP_022803089.1	XP_048586550.1
OG0011283	XP_022784943.1	XP_032231806.2
OG0011284	XP_022782431.1	XP_032232897.2
OG0011285	XP_022786722.1	XP_001621766.2
