Orthogroup	spis_longest_isoform_marker	aip_longest_isoforms
OG0011838	XP_022793300.1	XP_020900972.1
OG0011840	XP_022788355.1	XP_020900975.1
OG0011841	XP_022806033.1	XP_020900978.1
OG0011842	XP_022783959.1	XP_020900988.1
OG0011843	XP_022806234.1	XP_020900994.1
OG0011844	XP_022796784.1	XP_020900999.1
OG0011845	XP_022800855.1	XP_020901037.1
OG0011846	XP_022784228.1	XP_020901071.1
OG0011847	XP_022783786.1	XP_020901098.1
OG0011848	XP_022783848.1	XP_020901099.1
OG0011849	XP_022798402.1, XP_022806973.1	XP_020901121.1
OG0011850	XP_022783780.1	XP_020901124.1
OG0011851	XP_022783845.1	XP_020901138.1
OG0011852	XP_022805396.1	XP_020901158.1
OG0011853	XP_022798653.1	XP_020901165.1
OG0011854	XP_022782673.1	XP_020901171.1
OG0011856	XP_022805381.1	XP_020901178.2
OG0011857	XP_022800852.1	XP_020901184.2
OG0011858	XP_022781728.1	XP_020901210.1
OG0011860	XP_022783887.1	XP_020901216.1
OG0011861	XP_022809293.1	XP_020901219.1
OG0011862	XP_022790889.1	XP_020901244.1
OG0011863	XP_022799543.1	XP_020901248.1
OG0011865	XP_022803134.1	XP_020901314.1
OG0011866	XP_022782742.1	XP_020901335.1
OG0011867	XP_022810269.1	XP_020901336.1
OG0011868	XP_022790207.1	XP_020901349.1
OG0011869	XP_022783213.1	XP_020901355.1
OG0011870	XP_022799988.1	XP_020901358.1
OG0011871	XP_022800030.1	XP_020901360.2
OG0011872	XP_022783201.1	XP_020901365.1
OG0011873	XP_022790222.1	XP_020901376.1
OG0011874	XP_022788428.1	XP_020901383.1
OG0011875	XP_022783537.1	XP_020901400.1
OG0011876	XP_022790193.1	XP_020901403.1
OG0011877	XP_022781995.1	XP_020901408.1
OG0011878	XP_022780224.1	XP_020901411.1
OG0011879	XP_022794569.1	XP_020901415.1
OG0011880	XP_022794890.1	XP_020901420.1
OG0011881	XP_022780579.1	XP_020901422.1
OG0011882	XP_022800006.1	XP_020901435.1
OG0011883	XP_022778945.1	XP_020901436.1
OG0011884	XP_022799992.1	XP_020901453.1
OG0011885	XP_022783531.1	XP_020901460.2
OG0011886	XP_022781977.1	XP_020901468.1
OG0011887	XP_022778962.1	XP_020901471.1
OG0011889	XP_022793802.1	XP_020901480.1
OG0011890	XP_022806881.1	XP_020901495.1
OG0011891	XP_022788429.1	XP_020901501.1
OG0011892	XP_022784141.1	XP_020901503.1
OG0011893	XP_022780053.1	XP_020901537.1
OG0011894	XP_022800267.1	XP_020901539.2
OG0011895	XP_022795786.1	XP_020901542.1
OG0011896	XP_022800283.1	XP_020901545.1
OG0011897	XP_022795705.1	XP_020901571.2
OG0011898	XP_022791308.1	XP_020901574.1
OG0011899	XP_022804849.1	XP_020901588.1
OG0011900	XP_022791314.1	XP_020901590.1
OG0011901	XP_022780990.1	XP_020901602.1
OG0011902	XP_022809565.1	XP_020901608.1
OG0011904	XP_022801681.1	XP_020901636.1
OG0011905	XP_022804352.1	XP_020901645.2
OG0011906	XP_022782929.1	XP_020901648.1
OG0011907	XP_022785307.1	XP_020901651.1
OG0011908	XP_022800172.1	XP_020901676.1
OG0011909	XP_022797866.1	XP_020901677.1
OG0011910	XP_022808500.1	XP_020901688.1
OG0011911	XP_022805073.1	XP_020901690.1
OG0011912	XP_022784605.1	XP_020901721.1
OG0011913	XP_022791444.1	XP_020901726.1
OG0011914	XP_022786542.1	XP_020901734.1
OG0011915	XP_022798902.1	XP_020901735.1
OG0011916	XP_022788405.1	XP_020901739.1
OG0011917	XP_022783559.1	XP_020901746.1
OG0011918	XP_022805875.1	XP_020901761.1
OG0011919	XP_022787789.1	XP_020901764.1
OG0011920	XP_022798903.1	XP_020901770.1
OG0011921	XP_022779643.1	XP_020901790.1
OG0011926	XP_022787811.1	XP_020901827.1
OG0011927	XP_022786240.1	XP_020901834.1
OG0011928	XP_022804216.1	XP_020901843.1
OG0011929	XP_022786248.1	XP_020901850.1
OG0011930	XP_022777906.1	XP_020901853.1
OG0011931	XP_022799981.1	XP_020901876.2
OG0011932	XP_022786297.1	XP_020901892.1
OG0011933	XP_022786282.1	XP_020901895.1
OG0011934	XP_022807053.1	XP_020901909.1
OG0011935	XP_022809591.1	XP_020901916.1
OG0011937	XP_022780108.1	XP_020901922.1
OG0011938	XP_022792863.1	XP_020901956.1
OG0011939	XP_022800434.1	XP_020901960.1
OG0011940	XP_022792861.1	XP_020901963.1
OG0011941	XP_022803500.1	XP_020901965.1
OG0011942	XP_022779043.1	XP_020901968.1
OG0011943	XP_022794050.1	XP_020901978.1
OG0011944	XP_022787976.1	XP_020901990.1
OG0011945	XP_022806299.1	XP_020901997.1
OG0011946	XP_022785757.1	XP_020901998.1
OG0011947	XP_022795349.1	XP_020902009.1
OG0011948	XP_022783367.1	XP_020902013.1
OG0011949	XP_022795384.1	XP_020902020.1
OG0011950	XP_022794051.1	XP_020902026.1
OG0011951	XP_022807590.1	XP_020902029.1
OG0011952	XP_022781121.1	XP_020902035.1
OG0011953	XP_022787944.1	XP_020902049.1
OG0011954	XP_022787911.1	XP_020902058.1
OG0011955	XP_022781181.1	XP_020902068.1
OG0011956	XP_022787991.1	XP_020902100.2
OG0011957	XP_022805181.1	XP_020902106.1
OG0011961	XP_022779045.1	XP_020902133.1
OG0011962	XP_022796633.1	XP_020902142.1
OG0011963	XP_022796627.1	XP_020902143.1
OG0011964	XP_022798846.1	XP_020902193.1
OG0011965	XP_022790748.1	XP_020902194.1
OG0011966	XP_022781542.1	XP_020902197.1
OG0011967	XP_022798885.1	XP_020902202.1
OG0011968	XP_022787649.1	XP_020902204.1
OG0011969	XP_022802068.1	XP_020902205.1
OG0011972	XP_022790134.1	XP_020902249.1
OG0011974	XP_022785465.1	XP_020902254.1
OG0011975	XP_022790098.1	XP_020902256.1
OG0011976	XP_022781419.1	XP_020902259.1
OG0011977	XP_022797269.1	XP_020902278.1
OG0011978	XP_022797239.1	XP_020902290.2
OG0011979	XP_022781373.1	XP_020902297.1
OG0011981	XP_022804406.1	XP_020902324.1
OG0011982	XP_022795789.1	XP_020902333.1
OG0011983	XP_022789305.1	XP_020902340.1
OG0011984	XP_022802137.1	XP_020902363.1
OG0011985	XP_022802667.1	XP_020902368.1
OG0011986	XP_022802131.1	XP_020902394.1
OG0011987	XP_022799790.1	XP_020902418.1
OG0011988	XP_022790282.1	XP_020902444.1
OG0011989	XP_022793853.1	XP_020902482.1
OG0011990	XP_022785907.1	XP_020902489.1
OG0011991	XP_022807320.1	XP_020902499.1
OG0011992	XP_022787526.1	XP_020902501.1
OG0011993	XP_022783765.1	XP_020902504.1
OG0011994	XP_022798237.1	XP_020902509.1
OG0011995	XP_022807665.1	XP_020902513.2
OG0011998	XP_022782474.1	XP_020902542.1
OG0011999	XP_022796156.1	XP_020902566.1
OG0012000	XP_022793601.1	XP_020902583.1
OG0012001	XP_022797641.1	XP_020902588.1
OG0012002	XP_022790911.1	XP_020902589.1
OG0012003	XP_022791758.1	XP_020902590.1
OG0012004	XP_022793603.1	XP_020902596.1
OG0012005	XP_022794464.1	XP_020902603.1
OG0012006	XP_022785650.1	XP_020902606.1
OG0012007	XP_022793119.1	XP_020902629.1
OG0012008	XP_022803361.1	XP_020902634.1
OG0012009	XP_022790286.1	XP_020902638.1
OG0012011	XP_022796188.1	XP_020902640.1
OG0012014	XP_022801770.1	XP_020902652.1
OG0012015	XP_022805195.1	XP_020902673.1
OG0012017	XP_022798483.1	XP_020902678.1
OG0012018	XP_022805882.1	XP_020902682.1
OG0012019	XP_022780708.1	XP_020902690.1
OG0012020	XP_022780707.1	XP_020902691.1
OG0012021	XP_022780710.1	XP_020902695.1
OG0012022	XP_022780783.1	XP_020902717.1
OG0012023	XP_022779854.1	XP_020902721.1
OG0012024	XP_022802604.1	XP_020902732.1
OG0012025	XP_022806490.1	XP_020902747.1
OG0012027	XP_022780747.1	XP_020902757.1
OG0012028	XP_022780240.1	XP_020902796.1
OG0012029	XP_022780788.1	XP_020902804.1
OG0012030	XP_022780795.1	XP_020902810.1
OG0012031	XP_022779840.1	XP_020902827.1
OG0012032	XP_022790628.1	XP_020902848.1
OG0012033	XP_022780003.1	XP_020902858.1
OG0012034	XP_022799417.1	XP_020902871.1
OG0012035	XP_022783903.1	XP_020902886.1
OG0012036	XP_022800007.1	XP_020902891.1
OG0012037	XP_022793064.1	XP_020902893.1
OG0012038	XP_022789712.1	XP_020902894.1
OG0012039	XP_022801019.1	XP_020902899.1
OG0012040	XP_022798664.1	XP_020902900.1
OG0012041	XP_022793075.1	XP_020902905.1
OG0012043	XP_022786365.1	XP_020902962.1
OG0012044	XP_022800660.1	XP_020902978.1, XP_020906350.1
OG0012045	XP_022800661.1	XP_020902979.1
OG0012046	XP_022784221.1	XP_020902988.1
OG0012047	XP_022786316.1	XP_020903000.1
OG0012048	XP_022792650.1	XP_020903004.1
OG0012049	XP_022800304.1	XP_020903009.1
OG0012050	XP_022806003.1	XP_020903024.2
OG0012051	XP_022779694.1	XP_020903054.1
OG0012052	XP_022782116.1	XP_020903058.1
OG0012053	XP_022779738.1	XP_020903061.1
OG0012054	XP_022791729.1	XP_020903068.1
OG0012055	XP_022803467.1	XP_020903074.1
OG0012056	XP_022789977.1	XP_020903077.1
OG0012057	XP_022779611.1	XP_020913572.1, XP_020903081.1
OG0012058	XP_022789069.1	XP_020903082.1
OG0012059	XP_022779601.1	XP_020903083.1
OG0012060	XP_022791703.1	XP_020903086.1
OG0012061	XP_022779562.1	XP_020903087.1
OG0012062	XP_022803468.1	XP_020903093.1
OG0012063	XP_022781045.1	XP_020903097.1
OG0012064	XP_022787111.1	XP_020903126.1
OG0012065	XP_022810395.1	XP_020903142.1
OG0012066	XP_022793878.1	XP_020903143.1
OG0012067	XP_022805019.1	XP_020903147.1
OG0012068	XP_022781919.1	XP_020903154.1
OG0012069	XP_022803580.1	XP_020903155.1
OG0012070	XP_022780272.1	XP_020903177.1
OG0012071	XP_022780611.1	XP_020903184.2
OG0012072	XP_022805870.1	XP_020903205.1
OG0012073	XP_022808629.1	XP_020903224.1
OG0012074	XP_022808622.1	XP_020903227.1
OG0012075	XP_022786164.1	XP_020903228.1
OG0012076	XP_022808623.1	XP_020903236.1
OG0012077	XP_022805889.1	XP_020903243.2
OG0012078	XP_022786494.1	XP_020903245.1
OG0012079	XP_022803848.1	XP_020903264.1
OG0012080	XP_022801171.1	XP_020903274.1
OG0012081	XP_022789601.1	XP_020903315.1
OG0012082	XP_022784784.1	XP_020903320.1
OG0012083	XP_022799552.1	XP_020903341.1
OG0012084	XP_022799591.1	XP_020903351.1
OG0012085	XP_022793515.1	XP_020903354.1
OG0012086	XP_022794633.1	XP_020903378.1
OG0012087	XP_022799451.1	XP_020903397.1
OG0012088	XP_022794627.1	XP_020903400.1
OG0012089	XP_022789726.1	XP_020903452.1
OG0012091	XP_022798178.1	XP_020903472.1
OG0012092	XP_022795971.1	XP_020903481.1
OG0012093	XP_022808770.1	XP_020903483.1
OG0012094	XP_022808774.1	XP_020903484.1
OG0012095	XP_022797931.1	XP_020903529.1
OG0012097	XP_022800455.1	XP_020903549.1
OG0012098	XP_022779156.1	XP_020903593.1
OG0012099	XP_022786592.1	XP_020903598.1
OG0012100	XP_022798297.1	XP_020903601.1
OG0012101	XP_022790859.1	XP_020903613.1
OG0012102	XP_022798135.1	XP_020903627.1
OG0012103	XP_022797307.1	XP_020903657.1
OG0012104	XP_022779110.1	XP_020903664.1
OG0012105	XP_022793156.1	XP_020903691.1
OG0012106	XP_022791229.1	XP_020903699.1
OG0012107	XP_022805362.1	XP_020903702.1
OG0012108	XP_022779143.1	XP_020903704.1
OG0012109	XP_022777836.1	XP_020903746.2
OG0012110	XP_022782509.1	XP_020903779.1
OG0012112	XP_022782311.1	XP_020903808.1
OG0012113	XP_022782320.1	XP_020903812.1
OG0012114	XP_022781994.1	XP_020903813.1
OG0012115	XP_022782310.1	XP_020903827.1
OG0012116	XP_022782380.1	XP_020903828.1
OG0012117	XP_022805944.1, XP_022794385.1	XP_020903879.2
OG0012118	XP_022800680.1	XP_020907343.1, XP_020903880.2
OG0012119	XP_022784343.1	XP_020903887.1, XP_020904342.1
OG0012121	XP_022799406.1	XP_020903905.1
OG0012123	XP_022789240.1	XP_020903927.1
OG0012124	XP_022789195.1	XP_020903936.1
OG0012125	XP_022789253.1	XP_020903948.2
OG0012127	XP_022789216.1	XP_020903962.1
OG0012132	XP_022782899.1	XP_020904037.1
OG0012133	XP_022808838.1	XP_020904052.1
OG0012134	XP_022790871.1	XP_020904058.1
OG0012136	XP_022783462.1	XP_020904124.1
OG0012137	XP_022793599.1	XP_020904141.1
OG0012138	XP_022801179.1	XP_020904150.1
OG0012139	XP_022793565.1	XP_020904155.1
OG0012140	XP_022791658.1	XP_020904157.1
OG0012141	XP_022793267.1	XP_020904168.1
OG0012142	XP_022781160.1	XP_020904179.2
OG0012143	XP_022797948.1	XP_020904184.1
OG0012144	XP_022788207.1	XP_020904186.1
OG0012145	XP_022796436.1	XP_020904194.1
OG0012146	XP_022781096.1	XP_020904213.1
OG0012147	XP_022785849.1	XP_020904214.2
OG0012148	XP_022793063.1	XP_020904242.1
OG0012149	XP_022791611.1	XP_020904264.2
OG0012150	XP_022786766.1	XP_020904268.1
OG0012151	XP_022780263.1	XP_020904273.1
OG0012152	XP_022782318.1	XP_020904280.1
OG0012153	XP_022790355.1	XP_020904284.1
OG0012154	XP_022788757.1, XP_022789703.1	XP_020904289.1
OG0012156	XP_022781736.1	XP_020904303.1
OG0012157	XP_022778939.1	XP_020904307.2
OG0012158	XP_022778949.1	XP_020904311.1
OG0012159	XP_022781726.1	XP_020904315.1
OG0012160	XP_022780622.1	XP_020904319.1
OG0012161	XP_022782347.1	XP_020904322.1
OG0012162	XP_022781752.1	XP_020904329.1
OG0012163	XP_022781721.1	XP_020904331.1
OG0012164	XP_022781686.1	XP_020904333.1
OG0012165	XP_022789851.1	XP_020904349.1
OG0012166	XP_022790263.1	XP_020904364.1
OG0012167	XP_022783757.1	XP_020904373.1
OG0012168	XP_022801762.1	XP_020904374.1
OG0012169	XP_022800371.1	XP_020904377.1
OG0012170	XP_022797642.1	XP_020904388.1
OG0012173	XP_022794492.1	XP_020904418.2
OG0012174	XP_022783858.1	XP_020904430.1
OG0012175	XP_022786526.1	XP_020904434.1
OG0012176	XP_022791193.1	XP_020904441.1
OG0012177	XP_022780717.1	XP_020904443.1
OG0012178	XP_022780701.1	XP_020904458.1
OG0012180	XP_022780835.1	XP_020904473.1
OG0012181	XP_022780791.1	XP_020904485.1
OG0012182	XP_022789256.1, XP_022788722.1	XP_020904502.1
OG0012183	XP_022785176.1	XP_020904537.1
OG0012185	XP_022779200.1	XP_020904577.1
OG0012186	XP_022786882.1	XP_020904585.1
OG0012187	XP_022805590.1	XP_020904625.1
OG0012188	XP_022804709.1	XP_020904635.1
OG0012189	XP_022808069.1	XP_020904638.1
OG0012191	XP_022794070.1	XP_020904642.1
OG0012192	XP_022780250.1	XP_020904654.1
OG0012193	XP_022780339.1	XP_020904663.1
OG0012194	XP_022781041.1	XP_020904679.1
OG0012195	XP_022794775.1	XP_020904685.1
OG0012196	XP_022781123.1	XP_020904707.1
OG0012197	XP_022797358.1	XP_020904728.1
OG0012198	XP_022791493.1	XP_020904741.1
OG0012199	XP_022781895.1	XP_020904775.1
OG0012200	XP_022796902.1	XP_020904782.1
OG0012201	XP_022802561.1	XP_020904784.1
OG0012203	XP_022799312.1	XP_020904801.2
OG0012204	XP_022780430.1	XP_020904803.1
OG0012205	XP_022799332.1	XP_020904806.1
OG0012206	XP_022802634.1	XP_028517340.1, XP_020904816.1
OG0012207	XP_022784995.1	XP_020904818.1
OG0012208	XP_022784354.1	XP_020904822.1
OG0012209	XP_022795504.1	XP_020904829.1
OG0012211	XP_022781927.1	XP_020904848.1
OG0012212	XP_022780410.1	XP_020904865.1
OG0012213	XP_022802867.1	XP_020904880.1
OG0012214	XP_022781907.1	XP_020904882.1
OG0012215	XP_022781876.1	XP_020904884.2
OG0012216	XP_022785584.1	XP_020904887.1
OG0012217	XP_022797786.1	XP_020904891.1
OG0012218	XP_022780408.1	XP_020904922.1
OG0012219	XP_022788942.1	XP_020904936.2
OG0012220	XP_022801111.1	XP_020904944.1
OG0012221	XP_022796179.1	XP_020904945.1
OG0012222	XP_022797769.1	XP_020904961.1
OG0012223	XP_022801971.1	XP_020904974.2
OG0012224	XP_022780953.1	XP_020904980.1
OG0012225	XP_022798906.1	XP_020904995.1
OG0012227	XP_022794908.1	XP_020905026.1
OG0012228	XP_022779394.1	XP_020905029.1
OG0012229	XP_022779440.1	XP_020905032.1
OG0012231	XP_022780869.1	XP_020905087.1
OG0012233	XP_022785932.1	XP_020905124.1
OG0012234	XP_022798693.1	XP_020905133.1
OG0012237	XP_022788219.1	XP_020905177.1
OG0012238	XP_022788217.1	XP_020905179.1
OG0012239	XP_022799488.1	XP_020905185.1
OG0012240	XP_022797926.1	XP_020905204.1
OG0012241	XP_022793174.1	XP_020905208.1
OG0012243	XP_022778925.1	XP_020905229.1
OG0012244	XP_022793370.1	XP_020905237.1
OG0012245	XP_022788243.1	XP_020905238.1
OG0012246	XP_022784634.1	XP_020905239.1
OG0012247	XP_022794296.1	XP_020905242.1
OG0012249	XP_022788266.1	XP_020905254.1
OG0012250	XP_022788205.1	XP_020905255.1
OG0012251	XP_022801330.1	XP_020905256.1
OG0012252	XP_022788204.1	XP_020905258.1
OG0012253	XP_022795352.1	XP_020905262.1
OG0012254	XP_022801434.1	XP_020905269.1
OG0012255	XP_022786105.1	XP_020905274.1
OG0012256	XP_022793214.1	XP_020905287.1
OG0012257	XP_022785722.1	XP_020905291.1
OG0012258	XP_022786124.1	XP_020905297.1
OG0012259	XP_022788229.1	XP_020905326.2
OG0012260	XP_022787333.1	XP_020905354.1
OG0012261	XP_022802881.1	XP_020905373.1
OG0012262	XP_022802364.1	XP_020905401.1
OG0012263	XP_022780162.1	XP_020905407.1
OG0012265	XP_022807309.1, XP_022795758.1	XP_020905424.2
OG0012266	XP_022788493.1	XP_020905436.1
OG0012267	XP_022786762.1	XP_020905442.1
OG0012268	XP_022805214.1	XP_020905485.1
OG0012269	XP_022807541.1	XP_020905491.1
OG0012270	XP_022792622.1	XP_020905494.1
OG0012272	XP_022797136.1	XP_020905520.1
OG0012273	XP_022786601.1	XP_020905536.1
OG0012274	XP_022797111.1	XP_020905539.1
OG0012275	XP_022809335.1	XP_020905543.1
OG0012276	XP_022797110.1	XP_020905549.1
OG0012277	XP_022781932.1	XP_020905564.1
OG0012278	XP_022781956.1	XP_020905565.1
OG0012279	XP_022782801.1	XP_020905571.1
OG0012280	XP_022796483.1	XP_020905588.1
OG0012281	XP_022786824.1	XP_020905593.1
OG0012282	XP_022796477.1	XP_020905595.1
OG0012283	XP_022798612.1	XP_020905613.1
OG0012284	XP_022788081.1	XP_020905616.1
OG0012285	XP_022777619.1	XP_020905651.1
OG0012286	XP_022791148.1	XP_020905652.1
OG0012287	XP_022800188.1	XP_020905665.1
OG0012288	XP_022801667.1	XP_020905668.2
OG0012289	XP_022784346.1	XP_020905691.1
OG0012290	XP_022806428.1	XP_020905693.1
OG0012291	XP_022804529.1	XP_020905700.1
OG0012292	XP_022808754.1, XP_022777505.1	XP_020905741.1
OG0012293	XP_022786682.1	XP_020905742.1
OG0012294	XP_022784125.1	XP_020905753.1
OG0012295	XP_022796370.1	XP_020905757.1
OG0012296	XP_022805509.1	XP_020905758.1
OG0012297	XP_022782823.1	XP_020905764.1
OG0012298	XP_022800786.1	XP_020905765.2
OG0012299	XP_022799394.1	XP_020905766.1
OG0012300	XP_022800528.1	XP_020905772.1
OG0012301	XP_022800510.1	XP_020905776.1
OG0012302	XP_022803700.1	XP_020905803.1
OG0012303	XP_022787074.1	XP_020905855.1
OG0012304	XP_022787092.1	XP_020905856.1
OG0012305	XP_022782759.1	XP_020905858.1
OG0012306	XP_022785777.1	XP_020905864.2
OG0012307	XP_022790793.1	XP_020905919.1
OG0012308	XP_022796022.1	XP_020905954.1
OG0012309	XP_022785196.1	XP_020905970.1
OG0012311	XP_022798837.1	XP_020906013.1
OG0012312	XP_022785287.1	XP_020906014.1
OG0012313	XP_022789952.1	XP_020906020.1
OG0012314	XP_022800597.1	XP_020906031.1
OG0012315	XP_022790582.1	XP_020906063.2
OG0012316	XP_022788670.1	XP_020906084.1
OG0012317	XP_022791556.1	XP_020906087.1
OG0012318	XP_022791555.1	XP_020906093.1
OG0012319	XP_022805841.1	XP_020906102.1
OG0012320	XP_022790262.1	XP_020906111.1
OG0012321	XP_022789439.1	XP_020906125.1
OG0012322	XP_022789460.1	XP_020906129.1
OG0012323	XP_022785239.1	XP_020906157.1
OG0012324	XP_022798147.1	XP_020906163.1
OG0012325	XP_022785250.1	XP_020906165.2
OG0012326	XP_022782290.1	XP_020906176.1
OG0012327	XP_022807367.1	XP_020906181.1
OG0012328	XP_022807368.1	XP_020906182.1
OG0012330	XP_022786595.1	XP_020906214.1
OG0012331	XP_022786622.1	XP_020906217.1
OG0012333	XP_022805737.1	XP_020906284.1
OG0012335	XP_022793596.1	XP_020906290.1
OG0012336	XP_022793585.1	XP_020906299.1
OG0012338	XP_022783471.1	XP_020906317.1
OG0012340	XP_022794309.1	XP_020906382.1
OG0012342	XP_022789984.1	XP_020906460.1
OG0012343	XP_022791306.1	XP_020906466.1
OG0012344	XP_022791329.1	XP_020906473.1
OG0012345	XP_022794204.1	XP_020906479.1
OG0012346	XP_022781057.1	XP_020906483.1
OG0012347	XP_022802233.1	XP_020906491.1
OG0012348	XP_022782023.1	XP_020906495.2
OG0012349	XP_022788199.1	XP_020906526.1
OG0012350	XP_022783000.1	XP_020906544.1
OG0012353	XP_022786471.1	XP_020906607.1
OG0012354	XP_022790141.1	XP_020906623.1
OG0012355	XP_022786435.1	XP_020906641.1
OG0012356	XP_022782798.1	XP_020906647.1
OG0012357	XP_022803148.1	XP_020906648.2
OG0012358	XP_022783179.1	XP_020906649.1
OG0012359	XP_022796789.1	XP_020906652.1
OG0012360	XP_022802759.1	XP_020906672.1
OG0012361	XP_022793363.1	XP_020906685.1
OG0012362	XP_022786392.1	XP_020906693.1
OG0012363	XP_022795263.1	XP_020906695.2
OG0012364	XP_022806516.1	XP_020906727.1
OG0012365	XP_022797645.1	XP_020906752.1
OG0012366	XP_022787853.1	XP_020906754.1
OG0012367	XP_022797640.1	XP_020906786.1
OG0012368	XP_022778184.1	XP_028516620.1, XP_020906798.1
OG0012369	XP_022793762.1	XP_020906834.1
OG0012370	XP_022779774.1, XP_022779785.1	XP_020906838.1
OG0012371	XP_022801956.1	XP_020906839.1
OG0012372	XP_022787331.1	XP_020906843.1
OG0012373	XP_022800599.1	XP_020906866.1
OG0012374	XP_022793740.1	XP_020906876.1
OG0012376	XP_022782467.1	XP_020906883.1
OG0012377	XP_022798807.1	XP_020906895.1
OG0012378	XP_022789932.1	XP_020906916.1
OG0012379	XP_022804258.1	XP_020906928.1
OG0012380	XP_022795206.1	XP_020906933.1
OG0012381	XP_022785677.1	XP_020906942.1
OG0012382	XP_022785676.1	XP_020906963.1
OG0012383	XP_022785644.1	XP_020906972.1
OG0012384	XP_022785711.1	XP_020906973.1
OG0012385	XP_022785697.1	XP_020906974.1
OG0012386	XP_022799243.1	XP_020906978.1
OG0012387	XP_022803815.1	XP_020907044.1
OG0012389	XP_022796869.1	XP_020907050.1
OG0012390	XP_022799395.1	XP_020907063.1
OG0012391	XP_022793586.1	XP_020907100.1
OG0012392	XP_022794462.1	XP_020907114.1
OG0012393	XP_022785343.1	XP_020907115.1
OG0012394	XP_022778238.1	XP_020907132.1
OG0012395	XP_022784593.1	XP_020907143.1
OG0012396	XP_022800814.1	XP_020907154.2
OG0012398	XP_022804113.1	XP_020907158.1
OG0012399	XP_022782838.1	XP_020907161.1
OG0012400	XP_022783468.1	XP_020907201.1
OG0012401	XP_022796541.1	XP_020907221.1
OG0012402	XP_022805110.1	XP_020907228.1
OG0012403	XP_022796545.1	XP_020907241.1
OG0012404	XP_022796555.1	XP_020907249.1
OG0012405	XP_022784476.1	XP_020907251.1
OG0012407	XP_022793540.1	XP_020907273.1
OG0012408	XP_022784416.1	XP_020907279.2
OG0012409	XP_022804121.1	XP_020907284.1
OG0012411	XP_022802572.1	XP_020907313.1
OG0012412	XP_022799628.1	XP_020907342.1
OG0012413	XP_022799619.1	XP_020907363.1
OG0012414	XP_022779157.1	XP_020907381.1
OG0012415	XP_022797582.1	XP_020907385.2
OG0012416	XP_022795584.1	XP_020907420.1
