gene.ID	PFAM	gene_name	total.UMIs	X..UMIs	median.fc	tf	cell_type
Spis_XP_022797846_1	AAA_11/AAA_11/AAA_12/RNB/AAA_11/AAA_12/	helicase_with_zinc_finger_2	3	0.31	2.01	no	neuron_13
Spis_XP_022800545_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_1	4	0.15	2.01	no	neuron_13
Spis_XP_022803015_1		uncharacterized protein LOC111340433	2	0.62	2.01	no	neuron_13
Spis_XP_022806337_1	C12orf66_like/	chromosome_12_open_reading_frame_66	3	1.09	2.01	no	neuron_13
Spis_XP_022779135_1	HMG_box_2/Maelstrom/	HMGbox_Sox.MAEL	3	0.87	2	yes	neuron_13
Spis_XP_022779924_1	RRM_1/RRM_1/	RRM.HG1.22:HNRNPA0/HNRNPA1/HNRNPA1L2/HNRNPA1P48/HNRNPA2B1/HNRNPA3	4	0.19	2	no	neuron_13
Spis_XP_022781439_1	Pkinase/	Pkinase.HG68.1:MOS	2	0.42	2	no	neuron_13
Spis_XP_022784547_1	Shal-type/BTB_2/Ion_trans/DUF3399/	ion-NaKCa.HG13.1:KCND1/KCND2/KCND3	2	0.46	2	no	neuron_13
Spis_XP_022791047_1	Kelch_5/Kelch_4/Kelch_3/Kelch_4/	kelch_domain_containing_3	4	0.77	2	no	neuron_13
Spis_XP_022794306_1		myb-like protein X	9	0.13	2	no	neuron_13
Spis_XP_022794598_1	WD40/WD40/WD40/WD40/WD40/WD40/	WD_repeat_domain_86	2	0.25	2	no	neuron_13
Spis_XP_022797434_1	EFTUD2/GTP_EFTU/GTP_EFTU_D2/EFG_III/EFG_IV/EFG_C/	elongation_factor_Tu_GTP_binding_domain_containing_2	4	0.65	2	no	neuron_13
Spis_XP_022803967_1	OCIA/	uncharacterized protein LOC111341273	2	0.64	2	no	neuron_13
Spis_XP_022809953_1		uncharacterized protein LOC111346969	2	0.62	2	no	neuron_13
Spis_XP_022807394_1	Cupin_8/	CupinJmjC.HG1.17:like:HIF1AN:likeclu:18	105	16.67	9.14	no	neuron_14
Spis_XP_022792148_1	Trypsin/	chymotrypsinogen_B2	89	8.65	8.01	no	neuron_14
Spis_XP_022796525_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.47:like:GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/GABRR1/GABRR2/GABRR3:likeclu:14/15	147	49.83	7.99	no	neuron_14
Spis_XP_022780388_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_ISL1/LIM_ISL2	82	8.84	5.8	yes	neuron_14
Spis_XP_022780538_1		uncharacterized protein LOC111321827	222	34.31	5.72	no	neuron_14
Spis_XP_022786995_1		uncharacterized protein LOC111327149	48	20.43	4.38	no	neuron_14
Spis_XP_022790919_1	7tm_2/	GPCR-secretin.HG1.3:like:ADGRD1/ADGRD2/ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:5/14/35/44/45/46/47/72/73	47	50	3.97	no	neuron_14
Spis_XP_022797363_1	Propep_M14/Peptidase_M14/	carboxypeptidase_A2	46	1.96	3.9	no	neuron_14
Spis_XP_022807058_1	LRR_8/LRR_8/7tm_1/	GPCR-rhodopsin.HG57.1:FSHR/LHCGR/TSHR	43	3.4	3.83	no	neuron_14
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	71	0.82	3.75	no	neuron_14
Spis_XP_022784214_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/	ion-NaKCa.HG18.0:CACNA1G/CACNA1H/CACNA1I	37	1.5	3.63	no	neuron_14
Spis_XP_022796139_1	Ank_2/	transient_receptor_potential_cation_channel_subfamily_A_member_1	35	11.82	3.45	no	neuron_14
Spis_XP_022785645_1	GSHPx/	glutathione_peroxidase_5	29	5.46	3.38	no	neuron_14
Spis_XP_022790907_1	7tm_2/	GPCR-secretin.HG1.3:like:ADGRD1/ADGRD2/ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:5/14/35/44/45/46/47/72/73	38	45.24	3.36	no	neuron_14
Spis_XP_022779353_1		LWamide neuropeptides-like isoform X1	114	35.51	3.23	no	neuron_14
Spis_XP_022799249_1	Trypsin/	chymotrypsin_like_elastase_3B	26	4.33	3.13	no	neuron_14
Spis_XP_022786421_1	PAN_1/	uncharacterized protein LOC111326645	40	31.75	3.05	no	neuron_14
Spis_XP_022788930_1	SMP_C2CD2L/C2/C1_1/	Synaptotagmin.HG5.1:RGS3	39	2.01	3.05	no	neuron_14
Spis_XP_022784057_1	Ank_2/Ank_2/Ank_2/Ank/Ank_4/Ank_2/Ank_2/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	26	5.31	3.01	no	neuron_14
Spis_XP_022785537_1	Pkinase_Tyr/	Pkinase.HG71.0:like:KSR1/KSR2:likeclu:1	26	6.68	2.9	no	neuron_14
Spis_XP_022802964_1	REJ/GPS/PLAT/PKD_channel/	ion-NaKCa.HG2.14:PKD1L3/PKDREJ	22	24.72	2.87	no	neuron_14
Spis_XP_022782808_1	7tm_1/	GPCR-rhodopsin.HG26.0:GPR148	27	33.75	2.81	no	neuron_14
Spis_XP_022796055_1	7tm_1/	GPCR-rhodopsin.HG11.5:like:GPR176:likeclu:1	31	4.53	2.81	no	neuron_14
Spis_XP_022791463_1	RCC1/RCC1/RCC1/RCC1/RCC1/RCC1/	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1	63	3.9	2.79	no	neuron_14
Spis_XP_022790892_1	7tm_2/	GPCR-secretin.HG1.3:like:ADGRD1/ADGRD2/ADGRE1/ADGRE2/ADGRE3/ADGRE5/ADGRL1/ADGRL2/ADGRL3/ADGRL4/CELSR1/CELSR2/CELSR3:likeclu:5/14/35/44/45/46/47/72/73	20	60.61	2.78	no	neuron_14
Spis_XP_022803726_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_LHX1/LIM_LHX3/LIM_LHX4	24	11.37	2.76	yes	neuron_14
Spis_XP_022789822_1	Patched/	Patched.HG2.1:NA	24	3.28	2.64	no	neuron_14
Spis_XP_022803051_1	Death/DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	27	2.63	2.55	no	neuron_14
Spis_XP_022793389_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	22	1.54	2.52	no	neuron_14
Spis_XP_022788369_1	Anoct_dimer/Anoctamin/	anoctamin_7	25	2.38	2.51	no	neuron_14
Spis_XP_022808401_1	EGF_CA/EGF_CA/	uromodulin	23	1.66	2.51	no	neuron_14
Spis2727_1			22	6.92	2.49	no	neuron_14
Spis8274_1			82	58.57	2.49	no	neuron_14
Spis_XP_022804409_1	ANF_receptor/	ANF_receptor.HG2.2:like:GABBR1/GABBR2:likeclu:6/12	24	11.01	2.46	no	neuron_14
Spis_XP_022789474_1	Trypsin/	transmembrane_serine_protease_11D	18	4.05	2.44	no	neuron_14
Spis_XP_022790918_1		uncharacterized protein LOC111330345	22	50	2.44	no	neuron_14
Spis_XP_022806976_1	LRR_8/7tm_1/Pkinase/	GPCR-rhodopsin.HG20.4:RXFP1/RXFP2	25	15.53	2.4	no	neuron_14
Spis_XP_022780503_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	20	0.83	2.35	no	neuron_14
Spis_XP_022790669_1		uncharacterized protein LOC111330131 isoform X1	25	7.76	2.33	no	neuron_14
Spis_XP_022794886_1	C1_1/C1_1/C2/Pkinase/Pkinase_C/	Synaptotagmin.HG5.4:PRKCA/PRKCB/PRKCG	30	1.16	2.32	no	neuron_14
Spis_XP_022805101_1	CLN3/	CLN3_lysosomal_endosomal_transmembrane_protein_battenin	20	4.59	2.31	no	neuron_14
Spis_XP_022785172_1	Pkinase/Myosin_head/IQ/IQ/IQ/IQ/IQ/	Myosin.HG2.1:MYO16/MYO3A/MYO3B	20	2.07	2.29	no	neuron_14
Spis_XP_022786579_1	Synapsin/Synapsin_C/	Synapsin.HG1.0:SYN1/SYN2/SYN3	21	2.3	2.29	no	neuron_14
Spis_XP_022788581_1		uncharacterized protein LOC111328421	67	0.48	2.28	no	neuron_14
Spis_XP_022788696_1	Y_phosphatase/	Y_phosphatase.HG6.0:PTPRN/PTPRN2	27	1.22	2.25	no	neuron_14
Spis_XP_022798520_1	SMP_LBD/C2/C2/C2/	Synaptotagmin.HG7.0:like:ESYT1/ESYT2/ESYT3:likeclu:1	22	1.3	2.25	no	neuron_14
Spis_XP_022798873_1	Tubulin/Tubulin_C/	tubulin_alpha_1a	15	12.2	2.25	no	neuron_14
Spis_XP_022793483_1	WD40/WD40/WD40/WD40/WD40/WD40/WD40/	G_protein_subunit_beta_2	43	1.01	2.24	no	neuron_14
Spis_XP_022800545_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_1	28	1.06	2.24	no	neuron_14
Spis_XP_022779888_1	PDEase_I/	phosphodiesterase_3A	23	1.56	2.23	no	neuron_14
Spis_XP_022792017_1	SEA/EGF_CA/	uromodulin_like_1	21	1.13	2.22	no	neuron_14
Spis_XP_022798084_1		uncharacterized protein LOC111336290	22	1.47	2.2	no	neuron_14
Spis_XP_022790299_1	Phosphodiest/	ectonucleotide_pyrophosphatase_phosphodiesterase_family_member_5	14	8.64	2.16	no	neuron_14
Spis_XP_022790424_1	Tetraspanin/	CD151_molecule_Raph_blood_group_	13	2.27	2.16	no	neuron_14
Spis_XP_022779877_1	CAP/CAP/CAP/CAP/CAP/	GLI_pathogenesis_related_2	15	1.16	2.15	no	neuron_14
Spis_XP_022798445_1	RGS/	RGS.HG1.8:like:RGS17/RGS19/RGS20:likeclu:9	16	2.88	2.15	no	neuron_14
Spis_XP_022810272_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/	ion-NaKCa.HG9.3:SCN10A/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN7A/SCN8A/SCN9A	20	1.5	2.15	no	neuron_14
Spis_XP_022780982_1	Homeodomain/	Homeodomains.like:PRD_NOBOX	16	6.53	2.13	yes	neuron_14
Spis_XP_022792177_1		uncharacterized protein LOC111331343	16	1.21	2.13	no	neuron_14
Spis_XP_022795331_1	T-box/	T-box.TBX15/TBX18/TBX20/TBX22	12	3.18	2.13	yes	neuron_14
Spis_XP_022792789_1	RBB1NT/ARID/Tudor-knot/	ARID_BRIGHT.ARID4A/ARID4B	32	1.23	2.12	yes	neuron_14
Spis_XP_022798114_1	WAP/Thyroglobulin_1/Thyroglobulin_1/Trypsin/	hepsin	21	3.48	2.11	no	neuron_14
Spis_XP_022793690_1		uncharacterized protein LOC111332593	16	4.34	2.08	no	neuron_14
Spis_XP_022791650_1	7tm_1/	GPCR-rhodopsin.HG17.0:like:OPN1LW/OPN1MW/OPN1MW2/OPN1MW3/OPN1SW/OPN3/OPN4/OPN5/RGR/RHO/RRH:likeclu:1/2/5/6/7/9	12	12.24	2.06	no	neuron_14
Spis_XP_022792444_1	Reticulon/	reticulon_4	16	2.94	2.06	no	neuron_14
Spis_XP_022789818_1	AA_permease_2/AA_permease_C/	solute_carrier_family_7_member_2	16	1.74	2.03	no	neuron_14
Spis_XP_022786521_1	PTPlike_phytase/PTPlike_phytase/	phosphatase_domain_containing_paladin_1	14	1.04	2.02	no	neuron_14
Spis_XP_022777736_1		uncharacterized protein LOC111319181	26	0.78	2.01	no	neuron_14
Spis_XP_022786297_1		LOW QUALITY PROTEIN: uncharacterized protein LOC111326553	22	0.94	2.01	no	neuron_14
Spis_XP_022805062_1	RRM_7/CEBP_ZZ/	RRM.HG36.0:CPEB2/CPEB3/CPEB4	15	2.35	2	no	neuron_14
Spis_XP_022790329_1	Ependymin/	uncharacterized protein LOC111329834	3816	78.24	86.59	no	gland_1
Spis_XP_022794354_1		uncharacterized protein LOC111333102	1202	66.15	28.99	no	gland_1
Spis_XP_022786365_1	Astacin/	meprin_A_subunit_beta	438	41.71	12.32	no	gland_1
Spis_XP_022807872_1	CUB/	tolloid_like_1	329	62.19	11.99	no	gland_1
Spis_XP_022799181_1	UPAR_LY6/UPAR_LY6/	uncharacterized skeletal organic matrix protein 2-like isoform X1	248	68.13	10.07	no	gland_1
Spis_XP_022807866_1	CUB/CUB/CUB/	bone_morphogenetic_protein_1	228	75	9.69	no	gland_1
Spis_XP_022780833_1		acid_phosphatase_3	93	36.47	5.67	no	gland_1
Spis_XP_022791269_1	SIX1_SD/Homeodomain/	Homeodomains.SINE_SIX1/SINE_SIX2	87	58	4.79	yes	gland_1
Spis_XP_022792803_1	Ig_3/I-set/Ig_3/Ig_3/Ig_3/Ig_3/I-set/fn3/fn3/fn3/fn3/I-set/	fibronectin.HG11.2:DSCAM/DSCAML1	83	8.24	4.56	no	gland_1
Spis_XP_022799183_1		uncharacterized protein LOC111337196 isoform X1	80	39.41	4.42	no	gland_1
Spis_XP_022780503_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	70	2.9	4.24	no	gland_1
Spis_XP_022788643_1		uncharacterized protein LOC111328468	64	28.07	4.02	no	gland_1
Spis_XP_022793344_1		YTH domain-containing protein 1-like isoform X3	64	7.8	3.91	no	gland_1
Spis_XP_022802289_1	Pep_M12B_propep/Reprolysin/ADAM_CR_2/TSP_1/ADAM_spacer1/TSP1_ADAMTS/TSP1_ADAMTS/	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_12	63	5.08	3.54	no	gland_1
Spis_XP_022780388_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_ISL1/LIM_ISL2	59	6.36	3.32	yes	gland_1
Spis_XP_022801709_1	RFX_DNA_binding/	RFX.RFX4/RFX6/RFX8	36	13.48	3.09	yes	gland_1
Spis_XP_022781406_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.13:like:GABBR1/GABBR2:likeclu:17/23	39	17.73	3.04	no	gland_1
Spis_XP_022798432_1	An_peroxidase/	peroxidasin	51	5.28	3.03	no	gland_1
Spis_XP_022805523_1		uncharacterized protein LOC111342687	48	3.51	2.99	no	gland_1
Spis_XP_022800420_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_6	43	2.86	2.96	no	gland_1
Spis_XP_022779314_1	CHGN/	Fringe.HG2.0:CHPF2/CHSY1/CHSY3	39	6.38	2.84	no	gland_1
Spis_XP_022779747_1	PP2C_2/	uncharacterized protein LOC111321197 isoform X4	67	2.2	2.74	no	gland_1
Spis_XP_022787445_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.14:like:GABBR1/GABBR2:likeclu:17/23	34	6.07	2.58	no	gland_1
Spis_XP_022807546_1		uncharacterized protein LOC111344568	30	56.6	2.56	no	gland_1
Spis_XP_022795331_1	T-box/	T-box.TBX15/TBX18/TBX20/TBX22	26	6.9	2.44	yes	gland_1
Spis_XP_022800594_1		transmembrane_protein_163	28	8.7	2.41	no	gland_1
Spis_XP_022779978_1	Ets/	Ets.AC020909/EHF/ELF3/ELF5/SPI1/SPIB/SPIC	129	1.54	2.39	yes	gland_1
Spis_XP_022800233_1	Ifi-6-16/	interferon alpha-inducible protein 27-like protein 1	55	1.88	2.37	no	gland_1
Spis_XP_022805131_1	LRR_8/LRR_8/EGF_CA/EGF_3/fn3/Pkinase_Tyr/	fibronectin.HG2.16:like:AXL/MERTK/ROS1/TEK/TIE1/TYRO3/VSIG10L2:likeclu:13/15/17/18	24	20.17	2.36	no	gland_1
Spis_XP_022800065_1	GPS/7tm_2/	GPCR-secretin.HG1.5:ADGRD2	28	1.88	2.32	no	gland_1
Spis_XP_022797545_1	PAS/PAS_11/HIF-1a_CTAD/	hypoxia_inducible_factor_1_subunit_alpha	289	1.21	2.29	no	gland_1
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	62	0.72	2.28	no	gland_1
Spis_XP_022803168_1	Ras/	calcium_release_activated_channel_regulator_2A	32	4.45	2.25	no	gland_1
Spis_XP_022798712_1	Tubulin/Tubulin_C/	tubulin_alpha_1a	21	10.66	2.14	no	gland_1
Spis_XP_022786521_1	PTPlike_phytase/PTPlike_phytase/	phosphatase_domain_containing_paladin_1	25	1.86	2.06	no	gland_1
Spis_XP_022786340_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_5	41	1.59	2.03	no	gland_1
Spis_XP_022796349_1		uncharacterized protein LOC111334796	20	3.21	2.03	no	gland_1
Spis_XP_022795625_1	Ion_trans_2/	ion-glutamate.HG2.19:NA	20	5.08	2	no	gland_1
Spis_XP_022795935_1	EGF/EGF_CA/EGF/EGF_CA/hEGF/EGF_CA/EGF/EGF_CA/EGF/EGF_CA/EGF/EGF_CA/EGF/EGF/EGF/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF/EGF_CA/EGF_CA/hEGF/EGF_CA/EGF_CA/	oncoprotein_induced_transcript_3	215	44.7	40.63	no	gland_2
Spis_XP_022782172_1	Gal_Lectin/Gal_Lectin/Gal_Lectin/Gal_Lectin/	eva_1_homolog_C	162	19.64	28.02	no	gland_2
Spis_XP_022798497_1		uncharacterized protein LOC111336639	94	70.68	17.89	no	gland_2
Spis_XP_022781196_1		uncharacterized protein LOC111322387 isoform X4	54	13.5	13.14	no	gland_2
Spis_XP_022800008_1	PLAT/PKD_channel/	ion-NaKCa.HG2.18:like:PKD1L3/PKDREJ:likeclu:14	97	1.3	11.33	no	gland_2
Spis_XP_022798459_1	An_peroxidase/	peroxidasin	47	5.71	10.26	no	gland_2
Spis_XP_022793586_1		uncharacterized protein LOC111332502	40	43.48	9.72	no	gland_2
Spis20505_1			18	5.83	5.62	no	gland_2
Spis_XP_022798541_1		cysteine_rich_transmembrane_BMP_regulator_1	14	6.7	4.66	no	gland_2
Spis_XP_022810483_1		uncharacterized protein LOC111347509	14	2.33	4.63	no	gland_2
Spis_XP_022791301_1	DM/DMA/	Doublesex_DM.like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTC2	15	8.24	4.61	yes	gland_2
Spis_XP_022791511_1	PAN_1/Lectin_C/	Lectin_C.HG10.4:NA	14	8.54	4.47	no	gland_2
Spis_XP_022810066_1	GAIN/GPS/7tm_2/	GPCR-secretin.HG7.0:NA	13	7.14	4.22	no	gland_2
Spis_XP_022800024_1	ILEI/Methyltransf_FA/Lectin_C/WSC/PKD/PKD/REJ/	Lectin_C.HG3.2:like:CD93/CD248/THBD:likeclu:1	16	0.86	4.14	no	gland_2
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	26	0.3	4.04	no	gland_2
Spis_XP_022780552_1	SH3_9/SH3_2/SH3_9/	RIMSbp.HG1.7:RIMBP2/RIMBP3/RIMBP3B/RIMBP3C/TSPOAP1	29	0.95	3.73	no	gland_2
Spis_XP_022793852_1	fn3/fn3/fn3/Ion_trans_2/	ion-glutamate.HG2.20:NA	15	0.76	3.7	no	gland_2
Spis_XP_022809365_1	7tm_2/	GPCR-secretin.HG7.0:NA	11	6.75	3.67	no	gland_2
Spis_XP_022809858_1	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/TSP_1/F5_F8_type_C/F5_F8_type_C/	EGF_like_repeats_and_discoidin_domains_3	12	3.17	3.61	no	gland_2
Spis_XP_022791509_1	PAN_1/fn2/	fibronectin.HG4.8:like:ELSPBP1:likeclu:0	11	1.85	3.44	no	gland_2
Spis_XP_022797070_1		uncharacterized protein LOC111335441	10	3.55	3.29	no	gland_2
Spis_XP_022803366_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/	ion-glutamate.HG1.5:like:GRIA1/GRIA2/GRIA3/GRIA4/GRID1/GRID2/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5:likeclu:23/25/27	11	1.99	3.19	no	gland_2
Spis_XP_022792844_1	EF-hand_7/	calmodulin_like_6	11	0.74	3.17	no	gland_2
Spis_XP_022798838_1		uncharacterized protein LOC111336924	9	8.04	3.12	no	gland_2
Spis_XP_022784379_1	PAS_9/Ion_trans/cNMP_binding/	ion-NaKCa.HG10.0:AL590132/KCNH1/KCNH5	10	1.26	3	no	gland_2
Spis_XP_022797242_1		sporulation-specific protein 15-like	13	0.58	2.98	no	gland_2
Spis_XP_022800023_1	REJ/	sperm receptor for egg jelly-like	10	0.83	2.94	no	gland_2
Spis_XP_022804680_1	Lipase/	pancreatic_lipase	7	4.05	2.94	no	gland_2
Spis_XP_022786845_1		uncharacterized protein LOC111327025	10	3.3	2.92	no	gland_2
Spis_XP_022783832_1		proline-rich transmembrane protein 4-like	8	2.84	2.86	no	gland_2
Spis_XP_022790685_1	Astacin/TSP_1/MAM/	meprin_A_subunit_beta	9	2.52	2.81	no	gland_2
Spis_XP_022801036_1	PLAT/	polycystin_1_like_2_gene_pseudogene_	7	7.37	2.81	no	gland_2
Spis_XP_022784487_1	Ets/	Ets.like:AC020909/EHF/ELF1/ELF2/ELF3/ELF4/ELF5/ETV6/ETV7/SPDEF/SPI1/SPIB/SPIC	14	0.48	2.8	yes	gland_2
Spis_XP_022786297_1		LOW QUALITY PROTEIN: uncharacterized protein LOC111326553	11	0.47	2.75	no	gland_2
Spis_XP_022792275_1	7tm_1/	GPCR-rhodopsin.HG97.0:NA	7	2.18	2.74	no	gland_2
Spis_XP_022806845_1		collectin-12-like isoform X2	18	0.47	2.68	no	gland_2
Spis_XP_022790198_1	ANF_receptor/NCD3G/7tm_3/	GPCR-glutamate.HG1.0:CASR/GPRC6A/TAS1R1/TAS1R2/TAS1R3	8	2.08	2.64	no	gland_2
Spis_XP_022777832_1	7tm_2/	GPCR-secretin.HG7.0:NA	6	8.33	2.63	no	gland_2
Spis_XP_022781200_1		uncharacterized protein LOC111322388	6	3.06	2.63	no	gland_2
Spis_XP_022786178_1	7tm_1/	GPCR-rhodopsin.HG16.17:NA	7	8.97	2.55	no	gland_2
Spis_XP_022787680_1	ShK/	uncharacterized protein LOC111327703	8	0.68	2.48	no	gland_2
Spis_XP_022806070_1		general_transcription_factor_IIIC_subunit_2	11	0.4	2.47	no	gland_2
Spis_XP_022800002_1	LMF1/LMF1/	lipase_maturation_factor_1	8	2.85	2.43	no	gland_2
Spis_XP_022790329_1	Ependymin/	uncharacterized protein LOC111329834	11	0.23	2.42	no	gland_2
Spis_XP_022808745_1	Ig_3/Ig_3/I-set/Pkinase_Tyr/	NCam.HG6.0:NA	8	0.83	2.41	no	gland_2
Spis_XP_022809897_1	TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	8	0.5	2.41	no	gland_2
Spis_XP_022777979_1		uncharacterized protein LOC111319483, partial	7	0.66	2.4	no	gland_2
Spis_XP_022796139_1	Ank_2/	transient_receptor_potential_cation_channel_subfamily_A_member_1	8	2.7	2.39	no	gland_2
Spis_XP_022804400_1	Lipase/	pancreatic_lipase_related_protein_1	5	4.81	2.33	no	gland_2
Spis_XP_022810056_1	7tm_2/	GPCR-secretin.HG7.0:NA	5	11.9	2.33	no	gland_2
Spis_XP_022795475_1	DUF5523/CC2D2AN-C2/	coiled_coil_and_C2_domain_containing_2A	6	1.15	2.31	no	gland_2
Spis_XP_022796391_1	AAA_5/	ring_finger_protein_213	10	0.53	2.31	no	gland_2
Spis_XP_022793850_1		uncharacterized protein LOC111332701	6	0.32	2.3	no	gland_2
Spis_XP_022805829_1		calcium_binding_protein_4	8	1.39	2.27	no	gland_2
Spis_XP_022802873_1	DERM/	hemagglutinin/amebocyte aggregation factor-like	5	8.2	2.2	no	gland_2
Spis_XP_022790757_1	Ank_4/Ank_2/Ank/Death/	ankyrin_repeat_domain_52	7	0.56	2.18	no	gland_2
Spis_XP_022786492_1	EF-hand_9/KASH_CCD/MRVI1/	lymphoid_restricted_membrane_protein	5	1.29	2.17	no	gland_2
Spis_XP_022789989_1	Kinesin/	kinesin_family_member_15	6	0.68	2.17	no	gland_2
Spis_XP_022793389_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	7	0.49	2.17	no	gland_2
Spis_XP_022777835_1	BEN/	uncharacterized protein LOC111319298	4	2.78	2.15	no	gland_2
Spis_XP_022782360_1	EF-hand_7/EF-hand_7/	calmodulin_like_6	5	2.46	2.15	no	gland_2
Spis_XP_022787852_1		uncharacterized protein LOC111327829	4	2.9	2.15	no	gland_2
Spis_XP_022789941_1	Fer4_12/Radical_SAM/	radical_S_adenosyl_methionine_domain_containing_2	4	2.53	2.15	no	gland_2
Spis_XP_022797902_1		uncharacterized protein LOC111336134	4	3.92	2.15	no	gland_2
Spis_XP_022803080_1	TSP_1/TSP_1/TSP_1/TSP_1/	hemicentin_1	4	5.33	2.15	no	gland_2
Spis_XP_022783838_1	Bcl-2/	BCL2_family_apoptosis_regulator_BOK	5	0.85	2.14	no	gland_2
Spis_XP_022802615_1	PRKG1_interact/	protein_phosphatase_1_regulatory_subunit_12B	13	0.38	2.14	no	gland_2
Spis_XP_022787803_1	Topoisom_I_N/Topoisom_I/Topo_C_assoc/	DNA_topoisomerase_I	12	0.47	2.13	no	gland_2
Spis_XP_022809321_1	7tm_1/	GPCR-rhodopsin.HG18.1:NA	6	0.72	2.13	no	gland_2
Spis_XP_022786122_1	GPS/7tm_2/	GPCR-secretin.HG1.16:like:ADGRD1:likeclu:14	5	1.01	2.12	no	gland_2
Spis_XP_022786790_1	zf-CHY/zf-C3HC4_2/	ring_finger_and_CHY_zinc_finger_domain_containing_1	6	0.85	2.12	no	gland_2
Spis_XP_022795627_1	CUB/Ig_3/Ion_trans_2/	ion-NaKCa.HG3.6:NA	5	0.38	2.12	no	gland_2
Spis_XP_022805476_1	ANF_receptor/NCD3G/7tm_3/	GPCR-glutamate.HG1.39:like:GPRC5A/GPRC5B/GPRC5C/GPRC5D/GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8:likeclu:33	6	1.97	2.12	no	gland_2
Spis_XP_022805361_1		vascular endothelial growth factor C-like isoform X2	11	0.61	2.11	no	gland_2
Spis_XP_022783223_1	F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/fn3/fn3/I-set/Ig_3/I-set/Ig_3/	neuropilin_1	7	0.5	2.1	no	gland_2
Spis_XP_022793248_1		protein bfr2-like	6	0.5	2.09	no	gland_2
Spis_XP_022783915_1		uncharacterized protein LOC111324582	5	0.6	2.08	no	gland_2
Spis_XP_022780912_1	Abhydrolase_1/	LOW QUALITY PROTEIN: serine O-succinyltransferase-like	6	0.73	2.07	no	gland_2
Spis_XP_022793290_1	PH/Oxysterol_BP/	oxysterol_binding_protein_like_9	7	0.64	2.06	no	gland_2
