Orthogroup	aip_longest_isoforms	nvec_longest_isoform
OG0012329	XP_020906186.1	XP_048576757.1
OG0012330	XP_020906214.1	XP_032229125.1
OG0012331	XP_020906217.1	XP_032229122.2
OG0012333	XP_020906284.1	XP_048586774.1
OG0012335	XP_020906290.1	XP_032239894.2
OG0012336	XP_020906299.1	XP_001628284.1
OG0012337	XP_028518457.1, XP_020906313.1	XP_048585445.1
OG0012338	XP_020906317.1	XP_032240780.1
OG0012340	XP_020906382.1	XP_032225892.1
OG0012342	XP_020906460.1	XP_032225435.2
OG0012343	XP_020906466.1	XP_032230560.1
OG0012344	XP_020906473.1	XP_032238789.2
OG0012347	XP_020906491.1	XP_032236272.2
OG0012348	XP_020906495.2	XP_032221981.1
OG0012349	XP_020906526.1	XP_032239981.2
OG0012350	XP_020906544.1	XP_032223572.1
OG0012351	XP_020906564.1	XP_001623904.1
OG0012352	XP_020906605.1	XP_001639221.1
OG0012353	XP_020906607.1	XP_032228045.2
OG0012354	XP_020906623.1	XP_048587017.1
OG0012355	XP_020906641.1	XP_001635381.1
OG0012356	XP_020906647.1	XP_048586961.1
OG0012357	XP_020906648.2	XP_048586997.1
OG0012358	XP_020906649.1	XP_001637159.3
OG0012359	XP_020906652.1	XP_032229934.1
OG0012360	XP_020906672.1	XP_001636378.3
OG0012361	XP_020906685.1	XP_032239625.2
OG0012362	XP_020906693.1	XP_048587063.1
OG0012363	XP_020906695.2	XP_032230097.2
OG0012364	XP_020906727.1	XP_001639251.1
OG0012365	XP_020906752.1	XP_048587144.1
OG0012366	XP_020906754.1	XP_001636355.2
OG0012367	XP_020906786.1	XP_048587517.1
OG0012369	XP_020906834.1	XP_032233842.1
OG0012371	XP_020906839.1	XP_032233809.2
OG0012372	XP_020906843.1	XP_032233889.1
OG0012373	XP_020906866.1	XP_032231552.1
OG0012374	XP_020906876.1	XP_032233793.2
OG0012376	XP_020906883.1	XP_048579894.1
OG0012377	XP_020906895.1	XP_032222803.1
OG0012378	XP_020906916.1	XP_032220163.2
OG0012379	XP_020906928.1	XP_001623397.2
OG0012380	XP_020906933.1	XP_001636453.2
OG0012381	XP_020906942.1	XP_001624754.2
OG0012382	XP_020906963.1	XP_001639734.3
OG0012383	XP_020906972.1	XP_032233012.2
OG0012384	XP_020906973.1	XP_001634787.3
OG0012385	XP_020906974.1	XP_001634852.3
OG0012386	XP_020906978.1	XP_001634855.2
OG0012387	XP_020907044.1	XP_032237922.2
OG0012388	XP_020908171.1, XP_020907049.1	XP_048587325.1
OG0012389	XP_020907050.1	XP_032235347.1
OG0012390	XP_020907063.1	XP_001623171.2
OG0012391	XP_020907100.1	XP_032239972.2
OG0012392	XP_020907114.1	XP_001635923.2
OG0012393	XP_020907115.1	XP_032222218.1
OG0012395	XP_020907143.1	XP_032226936.1
OG0012396	XP_020907154.2	XP_032221728.2
OG0012398	XP_020907158.1	XP_032228066.2
OG0012399	XP_020907161.1	XP_032220664.1
OG0012400	XP_020907201.1	XP_001634583.1
OG0012401	XP_020907221.1	XP_032218843.1
OG0012402	XP_020907228.1	XP_001640162.1
OG0012403	XP_020907241.1	XP_032218887.1
OG0012404	XP_020907249.1	XP_048588098.1
OG0012405	XP_020907251.1	XP_001636412.3
OG0012407	XP_020907273.1	XP_032243306.2
OG0012408	XP_020907279.2	XP_001636410.3
OG0012409	XP_020907284.1	XP_032219848.2
OG0012410	XP_020907308.2	XP_048588112.1, XP_032230114.2
OG0012411	XP_020907313.1	XP_001625019.2
OG0012412	XP_020907342.1	XP_032223587.1
OG0012413	XP_020907363.1	XP_032230634.2
OG0012414	XP_020907381.1	XP_048588824.1
OG0012415	XP_020907385.2	XP_048580187.1
OG0012416	XP_020907420.1	XP_048587897.1
OG0012417	XP_020907437.1	XP_032241488.2
OG0012418	XP_020907440.1	XP_001634967.2
OG0012419	XP_020907441.1	XP_001637932.2
OG0012420	XP_020907459.1	XP_048584610.1
OG0012421	XP_020907461.1	XP_001631812.1
OG0012422	XP_020907466.1	XP_048584688.1
OG0012423	XP_020907474.1	XP_048584687.1
OG0012424	XP_020907490.1	XP_032222722.2
OG0012425	XP_020907503.1	XP_032222565.2
OG0012426	XP_020907564.1	XP_032237789.1
OG0012427	XP_028514530.1, XP_020907585.1	XP_048579984.1
OG0012428	XP_020907588.1	XP_032236561.1
OG0012429	XP_020907599.1	XP_001637626.2
OG0012430	XP_020907632.2	XP_032241050.2, XP_032241059.2
OG0012431	XP_020907641.1	XP_032241211.2
OG0012432	XP_020907663.1	XP_001637251.2
OG0012433	XP_020907673.1	XP_001632739.1
OG0012434	XP_020907686.1	XP_032231351.2
OG0012435	XP_020907690.1	XP_032221666.2
OG0012436	XP_020907699.1	XP_001636162.1
OG0012437	XP_020907703.1	XP_001627691.1
OG0012439	XP_020907710.1	XP_032221669.1
OG0012440	XP_020907757.1	XP_048582698.1
OG0012441	XP_020907770.1	XP_032218433.2
OG0012442	XP_020907783.1	XP_032231396.2
OG0012443	XP_020907802.1	XP_032231412.1
OG0012444	XP_020907806.1	XP_001629115.2
OG0012445	XP_020907829.1	XP_032231213.2
OG0012446	XP_020907841.1	XP_032218009.2
OG0012447	XP_020907852.1	XP_032225984.2
OG0012448	XP_020907875.1	XP_001630386.2
OG0012449	XP_020907879.1	XP_048577700.1
OG0012450	XP_020907920.1	XP_001626550.2, XP_001637622.1
OG0012451	XP_020907933.1	XP_048584530.1
OG0012452	XP_020907978.1	XP_048589004.1
OG0012454	XP_020907999.1	XP_001626162.2
OG0012455	XP_020908008.1	XP_001626176.2
OG0012457	XP_020908031.1	XP_032234288.1
OG0012458	XP_020908042.1	XP_048585061.1
OG0012459	XP_020908048.1	XP_048588904.1
OG0012460	XP_020908772.1, XP_020908051.1	XP_032243172.2
OG0012461	XP_020908061.1	XP_032232454.1
OG0012462	XP_020908072.1	XP_032236940.2
OG0012463	XP_020908073.1	XP_001622346.3
OG0012464	XP_020908080.1	XP_048588831.1
OG0012465	XP_020908087.1	XP_032236104.1
OG0012466	XP_020908092.1	XP_001635602.2
OG0012467	XP_020908113.1	XP_032234293.2
OG0012468	XP_020908117.1	XP_048588713.1
OG0012469	XP_020908143.1	XP_001623813.1
OG0012470	XP_020908183.1	XP_032242045.1
OG0012471	XP_020908184.1	XP_001634638.3
OG0012472	XP_020908199.2	XP_032225974.2
OG0012473	XP_020908204.1	XP_032225975.1
OG0012474	XP_020908213.1	XP_001637800.1
OG0012475	XP_020908214.1	XP_048584053.1
OG0012476	XP_020908246.1	XP_032223011.1
OG0012477	XP_020908250.1	XP_001630046.1
OG0012478	XP_020908251.1	XP_032233363.2
OG0012480	XP_020908266.1	XP_001634774.2
OG0012481	XP_020908267.1	XP_032240074.2
OG0012482	XP_020908274.1	XP_048585127.1
OG0012483	XP_020908299.1	XP_032221596.2
OG0012484	XP_020908319.1	XP_001636324.1
OG0012485	XP_020908323.1	XP_001647521.2
OG0012486	XP_020908332.1	XP_048580085.1
OG0012487	XP_020908353.1	XP_001624490.2
OG0012488	XP_020908360.1	XP_048588917.1
OG0012489	XP_020908417.1	XP_048580192.1
OG0012490	XP_020908420.1	XP_001635489.1
OG0012491	XP_028517086.1, XP_020908425.1	XP_001635402.2
OG0012493	XP_028519752.1, XP_020908456.1	XP_032225183.2
OG0012494	XP_020908458.1	XP_032235289.2
OG0012495	XP_020908459.1	XP_048589476.1
OG0012496	XP_020908537.1	XP_032233991.1
OG0012497	XP_020908539.1	XP_032238115.2
OG0012498	XP_020908542.1	XP_048581585.1
OG0012499	XP_020908560.1	XP_048587424.1
OG0012500	XP_020908568.1	XP_032237325.1
OG0012501	XP_020914968.1, XP_020908578.1	XP_001633039.2
OG0012502	XP_020908620.1	XP_001632987.2
OG0012503	XP_020908625.1	XP_001635041.3
OG0012504	XP_020908642.1	XP_032222229.2
OG0012505	XP_020908646.1	XP_032235042.1
OG0012506	XP_020908650.1	XP_032235358.1
OG0012507	XP_020908654.1	XP_032235357.1
OG0012508	XP_020908664.1	XP_032230827.1
OG0012510	XP_020908677.2	XP_001633591.2
OG0012511	XP_020908694.1	XP_001627594.3
OG0012512	XP_020908696.1	XP_001636909.3
OG0012513	XP_020908697.1	XP_032221103.2
OG0012514	XP_020908718.1	XP_048575665.1
OG0012515	XP_020908784.2	XP_032230489.2
OG0012516	XP_020908801.1	XP_001628418.1
OG0012517	XP_020908807.1	XP_001628419.1
OG0012518	XP_020908839.1	XP_001632744.2
OG0012519	XP_020908842.1	XP_001638119.1
OG0012520	XP_020908852.1	XP_032231422.2
OG0012521	XP_020908855.1	XP_048588756.1
OG0012522	XP_020908868.1	XP_032217712.2
OG0012524	XP_020908933.1, XP_020908950.2	XP_001631429.2
OG0012525	XP_020908965.1	XP_001627062.2
OG0012526	XP_020908966.1	XP_032222630.2
OG0012527	XP_020908967.2	XP_001641375.2
OG0012528	XP_020908979.1	XP_032222631.1
OG0012529	XP_020908990.1	XP_048585589.1, XP_048584519.1
OG0012530	XP_020909004.1	XP_001630503.2
OG0012531	XP_020909021.1	XP_032231875.2
OG0012532	XP_020909028.1	XP_032240346.1
OG0012534	XP_020909071.1	XP_032220942.2
OG0012536	XP_020909102.2	XP_001639063.3
OG0012538	XP_020909106.1	XP_048585425.1
OG0012539	XP_020909112.1	XP_001640743.2
OG0012540	XP_020909122.1	XP_001623650.2
OG0012542	XP_020909143.1	XP_001636667.1
OG0012543	XP_020909175.1	XP_032241288.2, XP_001635765.2
OG0012544	XP_020909186.1, XP_020909185.1	XP_001630789.2
OG0012545	XP_020909189.1	XP_001637491.1
OG0012546	XP_020909207.1	XP_032238357.2
OG0012547	XP_020909212.1	XP_032237193.2
OG0012548	XP_020909214.1	XP_001632342.3
OG0012549	XP_020909216.1	XP_032217718.1
OG0012551	XP_020909220.1	XP_032225788.1
OG0012552	XP_020909222.1	XP_001622863.1
OG0012553	XP_020909233.1	XP_032219611.1
OG0012554	XP_020909236.1	XP_032237183.2
OG0012555	XP_020909257.1	XP_048586543.1
OG0012556	XP_020909265.1	XP_001640616.2
OG0012557	XP_020909267.1	XP_032221649.1
OG0012558	XP_020909270.1	XP_032237210.2
OG0012559	XP_020909276.1	XP_032232513.2
OG0012560	XP_020909300.1	XP_032240447.2
OG0012561	XP_020909301.1	XP_001632324.1
OG0012562	XP_020909312.1	XP_032219630.2
OG0012563	XP_020909314.1	XP_032224633.2
OG0012564	XP_020909327.1	XP_032232053.2
OG0012565	XP_020909330.1	XP_032228193.2
OG0012566	XP_020909339.1	XP_048586321.1
OG0012567	XP_020909340.1	XP_001632302.2
OG0012568	XP_020909343.1	XP_032221805.2
OG0012569	XP_020909361.1	XP_001624168.1
OG0012570	XP_020909372.1	XP_001628806.2
OG0012571	XP_020909376.1	XP_032219849.2
OG0012572	XP_020910913.2, XP_020909381.1	XP_048585795.1
OG0012573	XP_020909406.1	XP_001621765.2
OG0012574	XP_020909419.1	XP_032243012.1
OG0012575	XP_020909422.1	XP_048582619.1
OG0012576	XP_020909434.1	XP_001636011.2
OG0012577	XP_020909447.1	XP_001628920.2
OG0012579	XP_020909485.1	XP_048577708.1
OG0012581	XP_020909503.1	XP_032241627.1
OG0012582	XP_020909522.1	XP_032234300.2
OG0012583	XP_020909529.1	XP_001627143.2
OG0012584	XP_020909534.1	XP_032230700.2
OG0012585	XP_020909550.1	XP_032220116.1
OG0012586	XP_020909556.1	XP_032241950.1
OG0012588	XP_020909571.1	XP_001626870.3
OG0012589	XP_020909582.1	XP_032219352.2
OG0012590	XP_020909600.1	XP_001631351.3
OG0012591	XP_020909602.1	XP_001627295.2
OG0012592	XP_020909605.1	XP_001641977.2
OG0012593	XP_020909609.1	XP_048582399.1
OG0012594	XP_020909610.1	XP_032238525.2
OG0012595	XP_020909640.1	XP_032236790.1
OG0012597	XP_020909657.1	XP_048582382.1
OG0012600	XP_020909683.1	XP_001631472.1
OG0012601	XP_020909684.1	XP_001639628.2
OG0012602	XP_020909690.1	XP_048582102.1, XP_032234883.1
OG0012603	XP_020909693.1	XP_048582490.1
OG0012604	XP_020909701.1	XP_032242268.2
OG0012606	XP_020909714.2	XP_001639607.2
OG0012607	XP_020909715.1	XP_001639510.1
OG0012608	XP_020909716.1	XP_032230885.1
OG0012610	XP_020909720.1	XP_048581836.1, XP_032241759.1
OG0012612	XP_020909735.1	XP_001641839.3
OG0012613	XP_020909738.2	XP_032236155.1
OG0012615	XP_020909763.1	XP_001624120.1
OG0012617	XP_020909770.1	XP_048578589.1
OG0012618	XP_020909794.1	XP_048578302.1
OG0012620	XP_020909818.1	XP_048578552.1
OG0012621	XP_020909828.1	XP_032226875.2
OG0012622	XP_020909851.1	XP_032230648.1
OG0012624	XP_020909866.1	XP_048578664.1
OG0012625	XP_020909884.1	XP_001638970.2
OG0012626	XP_020909910.1	XP_001631287.2
OG0012627	XP_020909926.1, XP_028513989.1	XP_048580694.1
OG0012628	XP_020909936.1	XP_032241252.2
OG0012629	XP_020909952.1	XP_032229259.1
OG0012630	XP_020909993.2	XP_048582512.1
OG0012631	XP_020910017.1	XP_001627512.3
OG0012632	XP_020910027.1	XP_048589251.1
OG0012634	XP_020910038.1	XP_048589593.1
OG0012635	XP_020910042.1	XP_032223123.1
OG0012636	XP_020910046.1	XP_032234265.1
OG0012637	XP_020910063.1	XP_032223088.1
OG0012638	XP_020910064.1	XP_048589786.1
OG0012640	XP_020910081.1	XP_001626733.2
OG0012641	XP_020910084.1	XP_001639190.2
OG0012642	XP_020910105.1	XP_001629929.1
OG0012645	XP_020910126.1	XP_048581497.1
OG0012646	XP_020910180.1	XP_048589281.1
OG0012647	XP_020910181.1	XP_032235667.2
OG0012648	XP_020910208.1	XP_001627452.2
OG0012649	XP_020910214.1	XP_048589810.1
OG0012650	XP_020910253.1	XP_032242132.1
OG0012651	XP_020910271.1	XP_032225824.1
OG0012652	XP_020910287.1	XP_048576802.1
OG0012653	XP_028514342.1, XP_020910306.1	XP_048583126.1
OG0012655	XP_020910343.1	XP_032235229.2
OG0012656	XP_020910347.1	XP_032235389.1
OG0012657	XP_020910363.1	XP_032234854.1
OG0012658	XP_028518643.1, XP_020910428.1	XP_032231485.1
OG0012659	XP_020910436.1	XP_032231188.2
OG0012660	XP_020910507.1	XP_032234229.1
OG0012661	XP_020910508.1	XP_032241784.2
OG0012662	XP_020910512.1	XP_001622421.2
OG0012664	XP_020910546.1	XP_001637666.2
OG0012665	XP_020910576.1	XP_048577483.1
OG0012666	XP_020910584.1	XP_001636742.2
OG0012667	XP_020910601.1	XP_048577495.1
OG0012668	XP_020910606.1	XP_001630792.2
OG0012669	XP_020910621.1	XP_048577463.1
OG0012670	XP_020910622.1	XP_032234811.2
OG0012671	XP_020910623.1	XP_048578242.1
OG0012672	XP_020910635.1	XP_032227849.2
OG0012673	XP_020910665.1	XP_032219673.2
OG0012674	XP_020910674.1	XP_001625326.3
OG0012675	XP_020910680.1	XP_001638346.2
OG0012676	XP_020910683.1	XP_001625308.1
OG0012677	XP_020910686.1	XP_001625303.1
OG0012678	XP_020910702.1	XP_001639288.2
OG0012679	XP_020910715.1	XP_001622902.2
OG0012680	XP_020910729.1	XP_032227877.2
OG0012681	XP_020910764.1	XP_048577147.1
OG0012682	XP_020910768.1	XP_001625068.2
OG0012685	XP_020910786.1	XP_001641380.2
OG0012687	XP_020910796.1	XP_032237511.1
OG0012689	XP_020910804.1	XP_001638056.3
OG0012690	XP_020910810.1	XP_032238797.1
OG0012693	XP_020910890.1	XP_048589647.1
OG0012694	XP_020910894.1	XP_048582586.1
OG0012695	XP_020910940.1	XP_032236005.2
OG0012696	XP_020910948.1	XP_001626687.3
OG0012697	XP_020910974.1	XP_032221578.1
OG0012698	XP_020910980.1	XP_032231792.2
OG0012699	XP_020910999.1, XP_020910994.1	XP_048576582.1
OG0012700	XP_020910996.1	XP_001637987.2
OG0012701	XP_020911023.1	XP_001623924.2
OG0012702	XP_020911024.1	XP_001623930.1
OG0012703	XP_020911031.1	XP_001627536.1
OG0012704	XP_020911059.1	XP_032239252.2
OG0012705	XP_020911061.1	XP_032218494.2
OG0012706	XP_020911095.1	XP_048584847.1
OG0012707	XP_020911108.1	XP_032223598.1, XP_032239683.1
OG0012708	XP_020911157.1	XP_048589278.1
OG0012709	XP_020911162.1	XP_001639141.2
OG0012710	XP_020911164.1	XP_048589346.1
OG0012711	XP_020911167.1	XP_032237030.1
OG0012712	XP_020911170.1	XP_032219926.1
OG0012713	XP_020911177.1	XP_001633799.2
OG0012714	XP_020911180.1	XP_032238984.1
OG0012715	XP_020911213.1	XP_048577823.1
OG0012717	XP_020911221.2	XP_001625600.3
OG0012719	XP_020911269.1	XP_001622915.2
OG0012720	XP_020911273.1	XP_001630771.2
OG0012721	XP_020911291.1	XP_001641644.2
OG0012722	XP_020911351.1	XP_001630373.2
OG0012723	XP_020911377.1	XP_032240391.2
OG0012724	XP_020911385.1	XP_048586368.1
OG0012726	XP_020911401.1	XP_048589714.1
OG0012727	XP_020911404.1, XP_028517998.1	XP_001639184.2
OG0012728	XP_020911405.1	XP_032219942.1
OG0012729	XP_020911420.1	XP_048587857.1
OG0012730	XP_020911423.1	XP_048587657.1
OG0012731	XP_020911435.1	XP_032241576.2
OG0012732	XP_020911445.1	XP_032219682.1
OG0012733	XP_020911446.2	XP_032241561.1
OG0012734	XP_020911451.2	XP_048585859.1
OG0012736	XP_020911473.1	XP_001622928.2
OG0012737	XP_020911475.1	XP_032241586.2
OG0012738	XP_020911482.1	XP_001635998.2
OG0012741	XP_020911515.1	XP_032235567.2
OG0012742	XP_020911572.2	XP_048589995.1
OG0012745	XP_020911589.2	XP_048590108.1
OG0012746	XP_020911600.1	XP_048590013.1
OG0012747	XP_020911602.1	XP_048590111.1
OG0012748	XP_020911606.1	XP_032225604.2
OG0012749	XP_020911614.1	XP_048590109.1
OG0012750	XP_020911620.1	XP_001623879.1
OG0012752	XP_020911649.1	XP_001625322.1
OG0012753	XP_020911650.1	XP_048590379.1
OG0012754	XP_020911681.1	XP_001632874.3
OG0012756	XP_020911707.1	XP_032242161.1
OG0012757	XP_020911729.1	XP_032237799.1
OG0012758	XP_020911734.1	XP_001641768.2
OG0012759	XP_020911762.2	XP_001626716.3
OG0012760	XP_020911765.1	XP_001639097.1
OG0012761	XP_020911779.1	XP_001641664.1
OG0012762	XP_020911812.2	XP_032221162.1
OG0012763	XP_020911823.1	XP_032230406.1
OG0012764	XP_020911834.1	XP_001626885.1
OG0012765	XP_020911845.1	XP_001637110.1
OG0012766	XP_020911847.2	XP_032230843.2
OG0012768	XP_020911865.1	XP_032230086.1
OG0012769	XP_020911891.1	XP_001634996.2
OG0012770	XP_020911928.1	XP_032225321.2
OG0012771	XP_020911932.1	XP_032222324.2
OG0012772	XP_020911933.1	XP_032218870.2
OG0012773	XP_028514891.1, XP_020912015.1	XP_048585914.1
OG0012774	XP_020912038.1	XP_001639403.3
OG0012775	XP_020912039.1	XP_048576548.1
OG0012776	XP_020912040.1	XP_048577423.1
OG0012777	XP_020912041.1	XP_048576645.1
OG0012778	XP_020912042.1	XP_032233183.2
OG0012779	XP_020912044.1	XP_001629141.3
OG0012780	XP_020912045.2	XP_048580824.1
OG0012781	XP_020912047.2	XP_048576828.1
OG0012782	XP_020912063.1	XP_048580780.1
OG0012783	XP_020912065.1	XP_001638015.2
OG0012785	XP_020912080.1	XP_001639453.3
OG0012786	XP_020912081.1	XP_048577168.1
OG0012787	XP_020912090.2	XP_048585438.1
OG0012788	XP_020912091.1	XP_032220264.1
OG0012791	XP_020912144.2	XP_048578347.1
OG0012792	XP_020912183.1	XP_048577466.1
OG0012793	XP_020912194.1	XP_001625976.2
OG0012795	XP_020912211.1	XP_032239244.2
OG0012796	XP_020912224.1	XP_048577583.1
OG0012797	XP_020912236.1	XP_032229412.1
OG0012798	XP_020912255.1	XP_048577962.1
OG0012799	XP_020912269.1	XP_001623706.2
OG0012800	XP_020912275.1	XP_032226689.2
OG0012801	XP_020912276.1	XP_032239272.1
OG0012802	XP_020912285.1	XP_001628453.3
OG0012803	XP_020912297.1	XP_001626375.3
OG0012804	XP_020912298.1	XP_032231233.2
OG0012805	XP_020912300.1	XP_032231266.1
OG0012807	XP_020912306.1	XP_001629052.1
OG0012808	XP_020912309.1	XP_048575992.1
OG0012809	XP_020912311.1	XP_032221563.2
OG0012810	XP_020912337.1	XP_032228386.2
OG0012811	XP_020912344.1	XP_001637397.2
OG0012812	XP_020912391.2	XP_048575635.1
OG0012813	XP_020912399.1	XP_001640218.2
OG0012814	XP_020912405.1	XP_032233107.2
OG0012815	XP_020912432.1	XP_001637579.3
OG0012816	XP_020912440.1	XP_032232993.1
OG0012817	XP_020912442.1	XP_032234420.1
OG0012818	XP_020912450.2	XP_001630106.2
OG0012819	XP_020912461.1	XP_032222116.1
OG0012820	XP_020912469.1	XP_001630086.1
OG0012821	XP_020912471.1	XP_048580477.1, XP_001629573.2
OG0012822	XP_020912500.1	XP_048576696.1
OG0012823	XP_020912522.1	XP_001638602.3
OG0012824	XP_020912538.1	XP_032230284.1
OG0012825	XP_020912540.1	XP_001639303.1
OG0012826	XP_020912542.1	XP_001626766.1
OG0012827	XP_020912544.1	XP_032240899.1
OG0012829	XP_020912577.1	XP_001626767.2
OG0012830	XP_020912643.1	XP_001622866.2
OG0012831	XP_020912646.1	XP_032225778.1
OG0012832	XP_020912663.1	XP_032229709.1
OG0012833	XP_020912679.1	XP_032241736.2
OG0012834	XP_020912680.1	XP_048585387.1
OG0012835	XP_020912686.1	XP_001623803.3
OG0012836	XP_020912687.2	XP_001624730.3
OG0012837	XP_020912688.1	XP_001635264.3
OG0012838	XP_020912706.2	XP_001626218.2
OG0012839	XP_020912724.1	XP_032219266.2
OG0012840	XP_020912770.1	XP_001623980.2
OG0012841	XP_020912779.1	XP_001626526.1
OG0012842	XP_028518431.1, XP_020912780.1	XP_048590315.1
OG0012843	XP_020912781.1	XP_048590005.1
OG0012845	XP_020912840.1	XP_001640674.3
OG0012848	XP_020912885.1	XP_001640692.2
OG0012849	XP_020912891.1	XP_048583079.1
OG0012850	XP_020912896.1	XP_001640407.2
OG0012851	XP_028513090.1, XP_020912899.1	XP_048587366.1
OG0012852	XP_020912900.1	XP_048582259.1
OG0012853	XP_020912905.1	XP_001627275.1
OG0012854	XP_020912906.1	XP_032241858.2
OG0012855	XP_020912911.1	XP_048582197.1
OG0012857	XP_020912978.1	XP_001626867.1
OG0012858	XP_020913028.1	XP_032222929.1
OG0012859	XP_020913031.1	XP_048586656.1
OG0012860	XP_020913033.1	XP_032242569.1
OG0012861	XP_020913040.1	XP_032239796.1
OG0012862	XP_020913045.1	XP_001629451.2
OG0012863	XP_020913046.1	XP_001629450.1
OG0012865	XP_020913048.1	XP_032218315.1
OG0012866	XP_020913088.2	XP_001629357.2
OG0012867	XP_020913094.1	XP_032222953.1
OG0012869	XP_020913157.1	XP_001632542.3, XP_001635453.2
OG0012870	XP_020913168.1	XP_032239123.2
OG0012871	XP_020913176.1	XP_032233601.2
OG0012872	XP_020913178.1	XP_032242336.2
OG0012873	XP_020913182.1	XP_001632351.3
OG0012875	XP_020913193.1	XP_048587057.1
OG0012877	XP_020913230.1	XP_032236130.1
OG0012878	XP_020913247.1	XP_048587713.1
OG0012879	XP_020913250.1	XP_032242344.1
OG0012880	XP_020913251.1	XP_001640438.2
OG0012881	XP_020913285.1	XP_001636971.3
OG0012882	XP_020913339.1	XP_032220599.1
OG0012883	XP_020913347.1	XP_032220646.1
OG0012884	XP_020913366.1	XP_048585621.1
OG0012886	XP_020913395.1	XP_048583405.1, XP_032230812.2
OG0012887	XP_020913441.1	XP_048587205.1
OG0012888	XP_020913462.1, XP_020913449.1	XP_032235852.2
OG0012889	XP_020913465.1	XP_048588704.1
OG0012891	XP_020913480.1	XP_032241001.2
OG0012892	XP_020913485.1	XP_032232490.2
OG0012893	XP_020913489.1	XP_032235979.1
OG0012894	XP_020913490.1	XP_001631307.2
OG0012895	XP_020913494.1	XP_048589009.1
OG0012896	XP_020913496.1	XP_048576489.1
OG0012897	XP_020913508.1	XP_032240944.2
OG0012898	XP_020913512.1	XP_001632979.3
OG0012899	XP_020913515.1	XP_001622493.2
OG0012900	XP_020913521.1	XP_032238845.1
OG0012901	XP_020913527.2	XP_048585935.1
OG0012902	XP_020913541.1	XP_048588785.1, XP_032227568.1
OG0012903	XP_020913583.1, XP_028517065.1	XP_032228384.2
OG0012905	XP_020913602.1	XP_032231164.1
OG0012906	XP_020913608.1	XP_001635196.1
OG0012907	XP_020913625.1	XP_032240709.1
OG0012908	XP_020913646.1	XP_001633593.2
