Orthogroup	aip_longest_isoforms	xenia_longest_isoforms
OG0008890	XP_020913576.1	Xe_013869-T1
OG0008891	XP_020913586.1	Xe_009752-T1
OG0008893	XP_020913598.1	Xe_013270-T1
OG0008894	XP_020913604.1	Xe_013109-T1
OG0008895	XP_020913605.1	Xe_013626-T1
OG0008896	XP_020913610.1	Xe_013317-T1
OG0008897	XP_020913611.1	Xe_013901-T1
OG0008898	XP_020913612.1	Xe_013842-T1
OG0008899	XP_020913613.1	Xe_013843-T1
OG0008900	XP_020913623.1	Xe_002742-T1
OG0008901	XP_020913627.1	Xe_013638-T1
OG0008902	XP_020913639.1	Xe_012614-T1
OG0008903	XP_020913649.1	Xe_013900-T1
OG0008905	XP_020913654.1	Xe_013023-T1
OG0008906	XP_020913655.1	Xe_013903-T1
OG0008907	XP_020913660.1	Xe_013844-T1
OG0008908	XP_020913664.1	Xe_004045-T1
OG0008909	XP_020913670.1	Xe_013962-T2
OG0008910	XP_020913684.1	Xe_013625-T1
OG0008911	XP_020913699.1	Xe_012763-T1
OG0008912	XP_020913702.1	Xe_001332-T1
OG0008914	XP_020913708.1	Xe_019888-T1
OG0008916	XP_020913723.1	Xe_007407-T1
OG0008917	XP_020913724.1	Xe_007408-T1
OG0008918	XP_020913728.1	Xe_007967-T1
OG0008919	XP_020913730.1	Xe_007797-T1
OG0008920	XP_020913732.1	Xe_007846-T1
OG0008921	XP_020913744.1	Xe_012577-T1
OG0008922	XP_020913750.1	Xe_007435-T1
OG0008923	XP_020913764.1	Xe_007517-T1
OG0008924	XP_020913774.1	Xe_012875-T1
OG0008925	XP_020913775.2	Xe_018725-T1
OG0008927	XP_020913785.1	Xe_008331-T1
OG0008928	XP_020913793.1	Xe_012567-T1
OG0008930	XP_020913804.1	Xe_012874-T1
OG0008932	XP_020913825.1	Xe_013056-T1
OG0008933	XP_020913827.1	Xe_003127-T1
OG0008934	XP_020913832.1	Xe_021419-T1
OG0008935	XP_020913834.1	Xe_013789-T1
OG0008936	XP_020913836.1	Xe_014174-T1
OG0008937	XP_020913839.2	Xe_012730-T1
OG0008938	XP_020913840.1	Xe_013883-T1
OG0008939	XP_020913843.1	Xe_013904-T1
OG0008940	XP_020913850.1	Xe_013602-T1
OG0008941	XP_020913851.1	Xe_012613-T1
OG0008942	XP_020913852.1	Xe_024470-T1
OG0008943	XP_020913855.1	Xe_006284-T1
OG0008944	XP_020913863.1	Xe_012545-T1
OG0008945	XP_020913871.1	Xe_013892-T1
OG0008946	XP_020913873.1	Xe_013685-T1
OG0008947	XP_020913877.1	Xe_013529-T1
OG0008948	XP_020913878.1	Xe_013091-T1
OG0008949	XP_020913879.1	Xe_025643-T1
OG0008950	XP_020913880.1	Xe_013840-T1
OG0008951	XP_020913886.1	Xe_013760-T1
OG0008952	XP_020913887.1	Xe_013092-T1
OG0008953	XP_020913891.1	Xe_013090-T1
OG0008954	XP_020913892.1	Xe_013183-T1
OG0008955	XP_020913901.1	Xe_013992-T1
OG0008958	XP_020913909.1	Xe_013403-T1
OG0008959	XP_020913910.1	Xe_013088-T1
OG0008961	XP_020913916.1	Xe_013772-T1
OG0008962	XP_020913924.1	Xe_013651-T1
OG0008963	XP_020913926.1	Xe_013884-T1
OG0008964	XP_020913928.1	Xe_013885-T1
OG0008965	XP_020913939.1, XP_028515612.1, XP_028518763.1	Xe_027765-T1
OG0008967	XP_020913966.1	Xe_012729-T1
OG0008968	XP_020913975.1	Xe_014218-T1
OG0008969	XP_020913982.1	Xe_016148-T1
OG0008970	XP_020913984.1	Xe_016147-T1
OG0008972	XP_020914001.1	Xe_015406-T1
OG0008973	XP_020914003.1	Xe_012556-T1
OG0008974	XP_020914012.1	Xe_015775-T1
OG0008975	XP_020914013.1	Xe_016076-T1
OG0008976	XP_020914016.1	Xe_016080-T1
OG0008977	XP_020914018.2	Xe_016075-T1
OG0008978	XP_020914026.1	Xe_016073-T1
OG0008979	XP_020914030.1	Xe_015840-T1
OG0008981	XP_020914040.1	Xe_015843-T1
OG0008982	XP_020914046.1	Xe_015749-T1
OG0008983	XP_020914047.1	Xe_015841-T1
OG0008985	XP_020914050.1	Xe_016104-T1
OG0008986	XP_020914053.1	Xe_015405-T1
OG0008988	XP_020914057.1	Xe_016134-T1
OG0008989	XP_020914084.1	Xe_013864-T1
OG0008991	XP_020914107.2	Xe_012585-T1
OG0008992	XP_020914134.1	Xe_011462-T1
OG0008993	XP_020914135.1	Xe_012525-T1
OG0008994	XP_020914138.1	Xe_011300-T1
OG0008995	XP_020914139.1	Xe_011452-T1
OG0008996	XP_020914140.1	Xe_010942-T1
OG0008997	XP_020914143.1	Xe_016581-T1
OG0008998	XP_020914146.1	Xe_011647-T1
OG0008999	XP_020914150.2	Xe_017551-T1
OG0009000	XP_020914151.1	Xe_017550-T1
OG0009001	XP_020914152.1	Xe_020691-T1
OG0009002	XP_020914153.1	Xe_011364-T1
OG0009003	XP_020914155.1	Xe_018328-T1
OG0009004	XP_020914156.1	Xe_018672-T1
OG0009005	XP_020914157.1	Xe_010944-T1
OG0009006	XP_020914160.1	Xe_011238-T1
OG0009007	XP_020914164.1	Xe_020686-T1
OG0009008	XP_020914168.1	Xe_011323-T2
OG0009009	XP_020914171.1	Xe_011463-T1
OG0009010	XP_020914172.1	Xe_012907-T1
OG0009011	XP_020914173.1	Xe_011336-T1
OG0009012	XP_020914174.1	Xe_011190-T1
OG0009013	XP_020914176.1	Xe_016533-T1
OG0009015	XP_020914183.1	Xe_012726-T1
OG0009016	XP_020914188.1	Xe_018232-T1
OG0009017	XP_020914191.1	Xe_016503-T1
OG0009018	XP_020914193.1	Xe_018040-T1
OG0009019	XP_020914195.1	Xe_012886-T1
OG0009020	XP_020914199.1	Xe_011301-T1
OG0009021	XP_020914200.1	Xe_011325-T1
OG0009023	XP_020914207.1	Xe_010395-T1
OG0009024	XP_020914212.1	Xe_012130-T1
OG0009025	XP_020914213.1	Xe_010814-T1
OG0009026	XP_020914215.2	Xe_019405-T1
OG0009027	XP_020914242.1	Xe_003334-T1
OG0009028	XP_020914245.1	Xe_016517-T1
OG0009029	XP_020914246.1	Xe_016518-T1
OG0009030	XP_020914247.2	Xe_018662-T1
OG0009031	XP_020914249.1	Xe_011008-T1
OG0009032	XP_020914252.1	Xe_011517-T1
OG0009033	XP_020914254.1	Xe_011516-T1
OG0009034	XP_020914256.1	Xe_011453-T1
OG0009035	XP_020914257.1	Xe_011454-T1
OG0009036	XP_020914260.1	Xe_011448-T1
OG0009037	XP_020914262.1	Xe_011375-T1
OG0009038	XP_020914271.2	Xe_018722-T1
OG0009039	XP_020914272.1	Xe_018554-T1
OG0009041	XP_020914277.1	Xe_018716-T1
OG0009042	XP_020914303.1	Xe_002204-T1
OG0009043	XP_020914308.1	Xe_006056-T1, Xe_006061-T1, Xe_006047-T1
OG0009044	XP_020914311.1	Xe_002254-T1
OG0009046	XP_020914313.1	Xe_002222-T1
OG0009047	XP_020914315.1	Xe_002850-T1
OG0009048	XP_020914316.1	Xe_002184-T1
OG0009049	XP_020914332.1	Xe_023389-T1
OG0009050	XP_020914340.1	Xe_002088-T1
OG0009051	XP_020914341.1	Xe_003167-T1
OG0009052	XP_020914344.1	Xe_003071-T1
OG0009053	XP_020914350.2	Xe_002151-T2
OG0009054	XP_020914351.1	Xe_002952-T1
OG0009055	XP_020914353.1	Xe_007931-T1
OG0009056	XP_020914357.1	Xe_002956-T1
OG0009057	XP_020914363.1	Xe_003151-T1
OG0009058	XP_020914367.1	Xe_002199-T1
OG0009059	XP_020914368.1	Xe_003019-T1
OG0009061	XP_020914413.1	Xe_002094-T1
OG0009062	XP_020914418.1	Xe_003137-T1
OG0009063	XP_020914422.1	Xe_003174-T1
OG0009064	XP_020914424.1, XP_020914446.1	Xe_004592-T2
OG0009065	XP_020914428.1	Xe_003131-T1
OG0009066	XP_020914432.2	Xe_001887-T1
OG0009067	XP_020914435.1	Xe_001727-T1
OG0009068	XP_020914439.1	Xe_002013-T1
OG0009069	XP_020914440.1	Xe_002037-T1
OG0009070	XP_020914453.1	Xe_001723-T1
OG0009071	XP_020914455.1	Xe_002012-T1
OG0009072	XP_020914471.2	Xe_015372-T1, Xe_020430-T1, Xe_017966-T1
OG0009073	XP_020914476.1	Xe_003064-T1
OG0009074	XP_020914477.1	Xe_003066-T1
OG0009075	XP_020914478.1	Xe_003067-T1
OG0009077	XP_020914484.1	Xe_003108-T1
OG0009078	XP_020914486.1	Xe_001730-T1
OG0009079	XP_020914489.1	Xe_002975-T1
OG0009080	XP_020914491.1	Xe_001729-T1
OG0009081	XP_020914528.1	Xe_012665-T1
OG0009082	XP_020914532.1	Xe_023639-T3
OG0009083	XP_020914533.1	Xe_011760-T1
OG0009084	XP_020914534.1	Xe_012548-T1
OG0009085	XP_020914535.1	Xe_012547-T1
OG0009086	XP_020914536.1	Xe_012647-T1
OG0009087	XP_020914545.1	Xe_012892-T1
OG0009088	XP_020914571.1	Xe_012675-T1
OG0009089	XP_020914599.1	Xe_012565-T1
OG0009090	XP_020914602.1	Xe_012893-T1
OG0009092	XP_020914633.1	Xe_005132-T1
OG0009093	XP_020914636.1	Xe_020668-T1
OG0009094	XP_020914640.1	Xe_020587-T1
OG0009095	XP_020914657.1	Xe_004903-T1
OG0009096	XP_020914666.1	Xe_004803-T1
OG0009097	XP_020914667.1	Xe_004609-T1
OG0009098	XP_020914668.1	Xe_004957-T1
OG0009099	XP_020914669.1	Xe_012193-T1
OG0009100	XP_020914671.1	Xe_004728-T1
OG0009101	XP_020914672.1	Xe_004727-T1
OG0009102	XP_020914679.1	Xe_004960-T1
OG0009103	XP_020914680.1	Xe_004790-T1
OG0009104	XP_020914682.1	Xe_020713-T2
OG0009105	XP_020914690.1	Xe_020921-T1
OG0009106	XP_020914697.2	Xe_005029-T1
OG0009107	XP_020914722.1	Xe_004737-T1
OG0009108	XP_020914729.1	Xe_004707-T1
OG0009109	XP_020914731.1	Xe_004503-T1
OG0009110	XP_020914740.1	Xe_015817-T1
OG0009111	XP_020914743.1	Xe_004925-T1
OG0009112	XP_020914744.1	Xe_004533-T1
OG0009113	XP_020914748.1	Xe_004989-T1
OG0009114	XP_020914754.1	Xe_020589-T1
OG0009115	XP_020914755.1	Xe_004726-T1
OG0009116	XP_020914760.1	Xe_005129-T1
OG0009117	XP_020914767.1	Xe_020608-T1
OG0009118	XP_020914768.1	Xe_011484-T1
OG0009119	XP_020914771.1	Xe_008298-T1
OG0009120	XP_020914772.1	Xe_005064-T1
OG0009121	XP_020914776.1	Xe_009785-T1
OG0009122	XP_020914780.1	Xe_005065-T1
OG0009123	XP_020914783.1	Xe_008333-T1
OG0009124	XP_020914784.1	Xe_004643-T1
OG0009125	XP_020914785.1	Xe_004642-T1
OG0009126	XP_020914786.1	Xe_004641-T1
OG0009127	XP_020914787.1	Xe_020623-T1
OG0009128	XP_020914792.1	Xe_004480-T1
OG0009129	XP_020914795.1	Xe_007879-T1
OG0009130	XP_020914797.1	Xe_004819-T1
OG0009132	XP_020914801.1	Xe_019256-T1
OG0009133	XP_020914803.1	Xe_004724-T1
OG0009134	XP_020914805.1	Xe_005130-T1
OG0009135	XP_020914806.1	Xe_008332-T1
OG0009136	XP_020914807.1	Xe_022289-T1
OG0009137	XP_020914813.1	Xe_019261-T2
OG0009138	XP_020914814.1	Xe_020972-T1
OG0009139	XP_020914816.1	Xe_004920-T1
OG0009140	XP_020914817.1	Xe_008299-T1
OG0009141	XP_020914818.1	Xe_004708-T1
OG0009142	XP_020914819.1	Xe_004780-T1
OG0009143	XP_020914821.1	Xe_004924-T1
OG0009144	XP_020914822.1	Xe_004391-T1
OG0009145	XP_020914823.1	Xe_000237-T1
OG0009146	XP_020914828.1	Xe_004789-T1
OG0009147	XP_020914829.1	Xe_005126-T1
OG0009148	XP_020914832.1	Xe_005039-T1
OG0009149	XP_020914833.1	Xe_005038-T1
OG0009150	XP_020914834.1	Xe_005037-T1
OG0009151	XP_020914837.1	Xe_007904-T1
OG0009152	XP_020914838.1	Xe_001958-T1
OG0009153	XP_020914839.1	Xe_004996-T1
OG0009154	XP_020914840.1	Xe_019339-T1
OG0009155	XP_020914842.1	Xe_004987-T1
OG0009156	XP_020914843.1	Xe_004884-T1
OG0009157	XP_020914844.1	Xe_020592-T1
OG0009158	XP_020914845.1	Xe_020582-T1
OG0009159	XP_020914847.1	Xe_020591-T1
OG0009160	XP_020914848.1	Xe_004913-T1
OG0009161	XP_020914851.1	Xe_004961-T1
OG0009162	XP_020914853.1	Xe_008206-T1
OG0009163	XP_020914864.1	Xe_009754-T1
OG0009164	XP_020914866.1	Xe_016003-T1
OG0009165	XP_020914867.1	Xe_020583-T1
OG0009166	XP_020914869.1	Xe_020970-T1
OG0009167	XP_020914876.1	Xe_004640-T1
OG0009168	XP_020914880.1	Xe_019284-T1
OG0009169	XP_020914885.1	Xe_008259-T1
OG0009171	XP_020914892.1	Xe_005020-T1
OG0009172	XP_020914897.1	Xe_007964-T1
OG0009173	XP_020914912.1	Xe_004532-T1
OG0009174	XP_020914926.1	Xe_026019-T1
OG0009175	XP_020914928.1	Xe_026022-T1
OG0009176	XP_020914931.1	Xe_014465-T1
OG0009177	XP_020914944.1	Xe_022766-T1
OG0009178	XP_020914959.1	Xe_009675-T1
OG0009179	XP_020914980.1	Xe_013035-T1
OG0009180	XP_020914988.1	Xe_027530-T1, Xe_023095-T1, Xe_018157-T1
OG0009181	XP_020914990.1	Xe_008269-T1
OG0009182	XP_020915005.1	Xe_014816-T1
OG0009183	XP_020915010.1	Xe_014738-T1
OG0009185	XP_020915016.1	Xe_015565-T1
OG0009186	XP_020915024.1	Xe_014778-T1
OG0009187	XP_020915025.1	Xe_014024-T1
OG0009188	XP_020915026.1	Xe_014438-T1
OG0009189	XP_020915027.1	Xe_014031-T1
OG0009190	XP_020915028.1	Xe_014437-T1
OG0009191	XP_020915029.1	Xe_015525-T1
OG0009192	XP_020915030.1	Xe_016143-T1
OG0009193	XP_020915032.1	Xe_014391-T1
OG0009194	XP_020915035.1	Xe_014435-T1
OG0009196	XP_020915046.1	Xe_014442-T1
OG0009197	XP_020915048.1	Xe_014443-T1
OG0009198	XP_020915049.1	Xe_014436-T1
OG0009199	XP_020915050.1	Xe_014220-T2
OG0009200	XP_020915051.1	Xe_000825-T1
OG0009201	XP_020915057.1	Xe_014799-T1
OG0009203	XP_020915083.1	Xe_002794-T1
OG0009204	XP_020915085.1	Xe_008026-T1
OG0009205	XP_020915086.1	Xe_014779-T1
OG0009206	XP_020915105.1	Xe_014172-T1
OG0009207	XP_020915108.1	Xe_014176-T1
OG0009208	XP_020915109.1	Xe_014028-T1
OG0009209	XP_020915112.1	Xe_014030-T1
OG0009210	XP_020915137.1	Xe_012482-T1
OG0009211	XP_020915138.2	Xe_011816-T1
OG0009212	XP_020915141.1	Xe_011904-T1
OG0009213	XP_020915142.1	Xe_012481-T1
OG0009214	XP_020915144.1	Xe_012083-T1
OG0009216	XP_020915147.1	Xe_012537-T1
OG0009217	XP_020915151.1	Xe_012271-T1
OG0009218	XP_020915154.1	Xe_012155-T1
OG0009219	XP_020915156.1	Xe_012014-T1
OG0009220	XP_020915164.1	Xe_001083-T1
OG0009221	XP_020915171.1	Xe_011937-T1
OG0009222	XP_020915190.1	Xe_008063-T1
OG0009223	XP_020915200.1	Xe_012486-T1
OG0009224	XP_020915218.1	Xe_008294-T1
OG0009225	XP_020915219.1	Xe_001244-T1
OG0009227	XP_020915222.1	Xe_000920-T1
OG0009228	XP_020915231.1	Xe_012140-T1
OG0009229	XP_020915233.1	Xe_011868-T1
OG0009230	XP_020915234.1	Xe_028946-T1
OG0009231	XP_020915240.1	Xe_005251-T1
OG0009232	XP_020915248.1	Xe_012536-T1
OG0009233	XP_020915254.1	Xe_011852-T2
OG0009234	XP_020915255.1	Xe_011903-T1
OG0009235	XP_020915261.1	Xe_012175-T1
OG0009236	XP_020915268.1	Xe_008300-T1
OG0009237	XP_020915272.1	Xe_012322-T1
OG0009238	XP_020915279.1	Xe_007887-T1
OG0009239	XP_020915301.1	Xe_007886-T1
OG0009241	XP_020915318.1	Xe_012035-T1
OG0009242	XP_020915322.1	Xe_012356-T1
OG0009243	XP_020915336.1	Xe_012440-T1
OG0009244	XP_020915345.1, XP_020915339.1	Xe_012282-T1
OG0009245	XP_020915349.1	Xe_011716-T1
OG0009246	XP_020915354.1	Xe_025197-T1, Xe_009230-T1
OG0009247	XP_020915363.1	Xe_021528-T1
OG0009248	XP_020915366.1	Xe_009832-T1
OG0009249	XP_020915370.1	Xe_008329-T1
OG0009250	XP_020915393.1	Xe_007449-T1
OG0009251	XP_020915413.1	Xe_008189-T1
OG0009252	XP_020915424.1	Xe_007949-T1
OG0009254	XP_020915453.1	Xe_008301-T1
OG0009255	XP_020915464.1	Xe_007482-T1
OG0009256	XP_020915465.1	Xe_000551-T1
OG0009257	XP_020915468.1	Xe_013798-T1
OG0009258	XP_020915481.1	Xe_008079-T1
OG0009259	XP_020915507.1	Xe_005224-T1
OG0009261	XP_020915510.1	Xe_007447-T1
OG0009262	XP_020915513.1	Xe_005644-T1
OG0009263	XP_020915520.1	Xe_005592-T1
OG0009264	XP_020915521.1	Xe_015769-T1
OG0009265	XP_020915522.1	Xe_005590-T1
OG0009266	XP_020915525.1	Xe_007869-T1
OG0009267	XP_020915530.1	Xe_005627-T1
OG0009268	XP_020915532.1	Xe_007181-T1
OG0009271	XP_020915539.1	Xe_005626-T1
OG0009272	XP_020915540.1	Xe_005723-T1
OG0009273	XP_020915546.1	Xe_021568-T1
OG0009274	XP_020915547.1	Xe_005724-T1
OG0009275	XP_020915550.1	Xe_005588-T1
OG0009276	XP_020915552.1	Xe_005308-T1
OG0009277	XP_020915553.1	Xe_015542-T1
OG0009278	XP_020915554.1	Xe_005314-T1
OG0009279	XP_020915555.1	Xe_005313-T1
OG0009281	XP_020915559.2	Xe_005612-T1
OG0009282	XP_020915566.1	Xe_005527-T1
OG0009283	XP_020915567.2	Xe_006823-T1
OG0009284	XP_020915571.1	Xe_006695-T1
OG0009285	XP_020915573.1	Xe_005265-T1
OG0009287	XP_020915596.1	Xe_005589-T1
OG0009288	XP_020915599.1	Xe_005740-T1
OG0009289	XP_020915600.1	Xe_005320-T1
OG0009290	XP_020915603.1	Xe_001769-T1
OG0009291	XP_020915604.1	Xe_005739-T1
OG0009292	XP_020915606.1	Xe_005734-T1
OG0009293	XP_020915610.1	Xe_011755-T1
OG0009294	XP_020915611.1	Xe_005701-T1
OG0009295	XP_020915615.1	Xe_028503-T1
OG0009296	XP_020915618.1	Xe_005699-T1
OG0009297	XP_020915620.1	Xe_005743-T1
OG0009298	XP_020915621.2	Xe_028504-T1
OG0009299	XP_020915622.1	Xe_005700-T1
OG0009300	XP_020915624.1	Xe_005245-T1
OG0009301	XP_020915628.1	Xe_007466-T1
OG0009302	XP_020915634.1	Xe_023814-T1
OG0009303	XP_020915638.1	Xe_005276-T1
OG0009304	XP_020915660.1	Xe_016566-T1
OG0009305	XP_020915665.1	Xe_017169-T1
OG0009306	XP_020915679.1	Xe_016483-T1
OG0009307	XP_020915691.1	Xe_018284-T1
OG0009311	XP_020915742.1	Xe_001044-T1
OG0009312	XP_020915744.1	Xe_000622-T1
OG0009313	XP_020915745.1	Xe_000621-T1
OG0009314	XP_020915747.1	Xe_000824-T1
OG0009315	XP_020915749.1	Xe_008263-T1
OG0009316	XP_020915756.1	Xe_000686-T1
OG0009318	XP_020915764.1	Xe_001374-T1
OG0009320	XP_028519206.1, XP_020915769.2	Xe_001074-T1
OG0009321	XP_020915777.1	Xe_000572-T1
OG0009322	XP_020915785.1	Xe_007970-T1
OG0009323	XP_020915792.1	Xe_000508-T1
OG0009324	XP_020915794.1	Xe_000394-T1
OG0009325	XP_020915796.1	Xe_001075-T1
OG0009327	XP_020915800.1	Xe_000679-T1
OG0009328	XP_020915802.1	Xe_000521-T1
OG0009329	XP_020915806.1	Xe_007481-T1
OG0009330	XP_020915807.1	Xe_000681-T1
OG0009331	XP_020915812.1	Xe_000463-T1
OG0009332	XP_020915816.2	Xe_000688-T1
OG0009333	XP_020915819.1	Xe_001045-T1
OG0009334	XP_020915823.1	Xe_007912-T2
OG0009335	XP_020915842.1	Xe_021395-T1
OG0009336	XP_020915847.1	Xe_004782-T1
OG0009337	XP_020915851.1	Xe_004447-T1
OG0009338	XP_020915854.1	Xe_004525-T1
OG0009339	XP_020915862.1	Xe_000305-T1
OG0009340	XP_020915867.1	Xe_005018-T1
OG0009341	XP_020915868.1	Xe_007902-T1
OG0009342	XP_020915874.1	Xe_004422-T1
OG0009343	XP_020915875.1	Xe_020780-T1
OG0009344	XP_020915876.1	Xe_005019-T1
OG0009345	XP_020915903.1	Xe_015718-T1
OG0009346	XP_020915904.1	Xe_020776-T1
OG0009348	XP_020915908.1	Xe_004389-T1
OG0009349	XP_020915911.1	Xe_004830-T1
OG0009350	XP_020915912.1	Xe_004931-T1
OG0009351	XP_020915917.1	Xe_004420-T3
OG0009352	XP_020915919.1	Xe_018611-T1, Xe_018614-T1
OG0009353	XP_020915929.1	Xe_004464-T1
OG0009354	XP_020915930.1	Xe_004465-T1
OG0009355	XP_020915931.1	Xe_004526-T1
OG0009358	XP_020915969.1	Xe_002242-T1
OG0009359	XP_020915977.1	Xe_009673-T1
OG0009360	XP_020915981.1	Xe_002330-T1
OG0009361	XP_020915995.2	Xe_002345-T1
OG0009362	XP_020915999.1	Xe_003082-T1
OG0009363	XP_020916005.1	Xe_002089-T1
OG0009364	XP_020916006.1	Xe_002042-T1
OG0009365	XP_020916007.1	Xe_002243-T1
OG0009366	XP_020916013.1	Xe_003166-T1
OG0009367	XP_020916021.1	Xe_002950-T2
OG0009368	XP_020916024.1	Xe_002041-T1
OG0009369	XP_020916027.2	Xe_004859-T1
OG0009370	XP_020916035.1	Xe_002158-T1
OG0009371	XP_020916040.1	Xe_002316-T1
OG0009372	XP_020916042.1	Xe_002181-T1
OG0009373	XP_020916050.2	Xe_002362-T1
OG0009374	XP_020916051.1	Xe_002142-T1
OG0009375	XP_020916060.1	Xe_003104-T1
OG0009376	XP_020916070.1	Xe_001972-T1
OG0009377	XP_020916074.1	Xe_001971-T1
OG0009378	XP_020916080.1	Xe_002071-T1
OG0009379	XP_020916083.1	Xe_002962-T1
OG0009380	XP_020916084.1	Xe_002963-T1
OG0009381	XP_020916090.1	Xe_002074-T1
OG0009382	XP_020916092.1	Xe_002323-T1
OG0009384	XP_020916100.1	Xe_002238-T1
OG0009385	XP_020916102.1	Xe_002073-T1
OG0009387	XP_020916127.1	Xe_002011-T1
OG0009388	XP_020916129.1	Xe_002076-T1
OG0009389	XP_020916133.1	Xe_003177-T1
OG0009390	XP_020916134.1	Xe_002043-T1
OG0009391	XP_020916135.1	Xe_003043-T1
OG0009392	XP_020916138.1	Xe_003042-T1
OG0009393	XP_020916141.1	Xe_003175-T1
OG0009394	XP_020916144.1	Xe_002961-T1
OG0009395	XP_020916146.1	Xe_003079-T1
OG0009396	XP_020916148.1	Xe_002267-T1
OG0009397	XP_020916150.1	Xe_002269-T1
OG0009398	XP_020916151.1	Xe_002236-T1
OG0009399	XP_020916154.1	Xe_002360-T1
OG0009400	XP_020916157.1	Xe_002912-T1
OG0009402	XP_020916161.2	Xe_023240-T1
OG0009403	XP_020916164.1	Xe_003111-T1
OG0009404	XP_020916165.1	Xe_002263-T1
OG0009405	XP_020916168.1	Xe_003106-T1
OG0009406	XP_020916176.1	Xe_002156-T1
OG0009407	XP_020916177.1	Xe_002182-T1
OG0009409	XP_020916191.1	Xe_002911-T1
OG0009410	XP_020916194.1	Xe_028846-T1
OG0009411	XP_020916200.2	Xe_016478-T1
OG0009413	XP_020916222.1	Xe_013928-T1
OG0009414	XP_020916227.1	Xe_028845-T1
OG0009415	XP_020916229.1	Xe_003100-T1
OG0009416	XP_020916231.1	Xe_002291-T1
OG0009417	XP_020916244.1	Xe_008248-T1
OG0009418	XP_020916248.1	Xe_007487-T1
OG0009419	XP_020916251.1	Xe_020551-T1
OG0009421	XP_020916254.1	Xe_009724-T1
OG0009422	XP_020916259.1	Xe_007874-T1
OG0009423	XP_020916266.1	Xe_008072-T2
OG0009424	XP_020916267.1	Xe_008344-T1
OG0009426	XP_020916273.1	Xe_007404-T1
OG0009427	XP_020916289.1	Xe_007992-T1
OG0009428	XP_020916303.1	Xe_008800-T1
OG0009429	XP_020916306.1	Xe_008862-T1
OG0009430	XP_020916311.2	Xe_008974-T1
OG0009431	XP_020916314.1	Xe_008027-T1
OG0009432	XP_020916321.1	Xe_005271-T1
OG0009434	XP_020916332.1	Xe_015712-T1, Xe_015714-T1, Xe_015710-T1
OG0009435	XP_020916348.2	Xe_012561-T1
OG0009436	XP_020916377.1	Xe_012603-T1
OG0009437	XP_020916399.1	Xe_012291-T1
OG0009438	XP_020916403.1	Xe_016490-T1
OG0009439	XP_020916404.1	Xe_014775-T1
OG0009440	XP_020916405.1	Xe_018280-T1
OG0009441	XP_020916407.1	Xe_016384-T1
OG0009442	XP_020916408.1	Xe_016409-T1
OG0009443	XP_020916412.1	Xe_018719-T1
OG0009444	XP_020916413.1	Xe_020497-T1
OG0009445	XP_020916416.1	Xe_018641-T1
OG0009446	XP_020916419.1	Xe_018630-T1
OG0009447	XP_020916431.1	Xe_018479-T1
OG0009448	XP_020916448.1	Xe_025940-T1
OG0009449	XP_020916452.1	Xe_008803-T1
OG0009450	XP_020916453.1	Xe_022079-T1
OG0009451	XP_020916454.1	Xe_018230-T1
OG0009452	XP_020916461.1	Xe_016510-T1
OG0009453	XP_020916463.1	Xe_020501-T1
OG0009454	XP_020916464.1	Xe_017693-T1
OG0009455	XP_020916465.1	Xe_018539-T1
OG0009456	XP_020916469.1	Xe_001331-T1
OG0009457	XP_020916470.1	Xe_024033-T1
OG0009458	XP_020916471.1	Xe_018537-T1
OG0009459	XP_020916483.1	Xe_020785-T2
OG0009460	XP_020916484.1	Xe_020466-T1
OG0009461	XP_020916485.1	Xe_018538-T1
OG0009462	XP_020916486.1	Xe_020465-T1
OG0009463	XP_020916491.1	Xe_018558-T1
OG0009464	XP_020916492.1	Xe_029016-T1
OG0009465	XP_020916493.1	Xe_018480-T1
OG0009466	XP_020916502.1	Xe_020715-T1
OG0009467	XP_020916543.1	Xe_008557-T1
OG0009468	XP_020916557.1	Xe_008593-T1
OG0009469	XP_020916565.1	Xe_008116-T1
OG0009470	XP_020916580.1	Xe_009352-T1
OG0009471	XP_020916582.1	Xe_008533-T1
OG0009472	XP_020916587.1	Xe_007925-T1
OG0009473	XP_020916591.1	Xe_021402-T1
OG0009474	XP_020916598.1	Xe_009817-T1
OG0009475	XP_020916618.1	Xe_012598-T1
OG0009476	XP_020916622.1	Xe_012564-T1
OG0009477	XP_020916627.1	Xe_012600-T1
OG0009478	XP_020916637.1	Xe_012563-T1
OG0009479	XP_020916638.1	Xe_016708-T1
OG0009480	XP_020916669.1	Xe_000175-T1
OG0009481	XP_020916670.1	Xe_004509-T1
OG0009482	XP_020916672.1	Xe_000227-T1
OG0009483	XP_020916676.1	Xe_005006-T1
OG0009484	XP_020916679.1	Xe_004807-T1
OG0009485	XP_020916682.1	Xe_004606-T1
OG0009486	XP_020916690.1	Xe_005053-T1
OG0009487	XP_020916694.1	Xe_012601-T1
OG0009489	XP_020916699.1	Xe_004947-T1
OG0009490	XP_020916704.1	Xe_022132-T1
OG0009491	XP_020916707.1	Xe_004507-T1
OG0009492	XP_020916730.1	Xe_000378-T1
OG0009493	XP_020916735.1	Xe_021561-T1
OG0009494	XP_020916745.2	Xe_021715-T1
OG0009495	XP_020916746.1	Xe_011499-T1
OG0009496	XP_020916749.1	Xe_014735-T1
OG0009497	XP_020916750.1	Xe_021717-T1
