Orthogroup	nvec_longest_isoform	xenia_longest_isoforms
OG0009720	XP_001636578.2	Xe_015362-T1
OG0009721	XP_032237798.1	Xe_011520-T1
OG0009722	XP_001628088.2	Xe_012572-T1
OG0009723	XP_001629486.2	Xe_000883-T1
OG0009725	XP_032239055.1	Xe_013347-T1
OG0009726	XP_032222791.1	Xe_001049-T1
OG0009727	XP_048580821.1	Xe_000745-T1
OG0009728	XP_032232192.2	Xe_000581-T1
OG0009729	XP_032243154.2	Xe_001078-T1
OG0009730	XP_048587868.1	Xe_000748-T1
OG0009731	XP_048587869.1	Xe_009701-T1
OG0009732	XP_048585821.1	Xe_001123-T1
OG0009733	XP_048581112.1	Xe_000543-T1
OG0009734	XP_032242658.2	Xe_009756-T1
OG0009735	XP_001632685.1	Xe_000685-T1
OG0009736	XP_001632649.1	Xe_000991-T1
OG0009737	XP_048581145.1	Xe_000462-T1
OG0009738	XP_001637209.1	Xe_010171-T1
OG0009739	XP_001636042.2	Xe_001384-T1
OG0009740	XP_032241161.1	Xe_000586-T1
OG0009741	XP_001639122.2	Xe_014379-T1
OG0009743	XP_032227769.2	Xe_000470-T1
OG0009744	XP_001641634.1	Xe_009990-T1
OG0009745	XP_032221182.2	Xe_010052-T1
OG0009746	XP_032221333.1	Xe_000817-T2
OG0009747	XP_032232073.2	Xe_000769-T1
OG0009748	XP_001636433.2	Xe_000367-T1
OG0009749	XP_001628146.2	Xe_000840-T1
OG0009750	XP_001638957.3	Xe_000927-T1
OG0009751	XP_001639030.2	Xe_000851-T1
OG0009752	XP_032219689.2	Xe_000563-T1
OG0009753	XP_032230078.1	Xe_000570-T1
OG0009754	XP_048587907.1	Xe_000794-T1
OG0009755	XP_032218741.2	Xe_001158-T1
OG0009756	XP_032218745.2	Xe_001154-T1
OG0009757	XP_001638711.2	Xe_011209-T1
OG0009758	XP_032237820.2	Xe_015007-T1
OG0009759	XP_048583200.1	Xe_010172-T1
OG0009760	XP_032234707.1	Xe_000671-T1
OG0009761	XP_048585575.1	Xe_000526-T1
OG0009762	XP_032233474.1	Xe_021179-T1
OG0009763	XP_032218743.2	Xe_001159-T1
OG0009764	XP_048584347.1	Xe_010053-T1
OG0009765	XP_048584388.1	Xe_000781-T1
OG0009766	XP_048581354.1	Xe_000756-T1
OG0009768	XP_032243131.2	Xe_000504-T1
OG0009769	XP_001637903.2	Xe_009782-T1
OG0009770	XP_001638916.3	Xe_012515-T1
OG0009771	XP_032237103.2	Xe_012249-T1
OG0009772	XP_032237086.2	Xe_002405-T1
OG0009773	XP_001633505.2	Xe_022312-T1
OG0009774	XP_048590067.1	Xe_002500-T1
OG0009775	XP_001641440.1	Xe_010122-T1
OG0009776	XP_032221924.2	Xe_013096-T1
OG0009778	XP_032223638.2	Xe_013204-T1
OG0009779	XP_032222610.2	Xe_013606-T1
OG0009780	XP_032222850.1	Xe_010123-T1
OG0009781	XP_032222773.1	Xe_028917-T1
OG0009782	XP_032219089.1	Xe_002370-T1
OG0009783	XP_048586756.1	Xe_011946-T1
OG0009784	XP_048584845.1	Xe_013266-T1
OG0009785	XP_001635052.3	Xe_000969-T1
OG0009786	XP_001626461.1	Xe_007806-T1
OG0009787	XP_032223310.2	Xe_021658-T1
OG0009788	XP_032238168.1	Xe_011620-T1
OG0009789	XP_048583213.1	Xe_003573-T1
OG0009790	XP_001625627.3	Xe_011439-T1
OG0009791	XP_032232507.2	Xe_011930-T1
OG0009792	XP_001638843.1	Xe_012142-T1
OG0009793	XP_048586266.1	Xe_011831-T1
OG0009794	XP_032232499.1	Xe_011953-T1
OG0009795	XP_048585862.1	Xe_012099-T1
OG0009796	XP_032224946.2	Xe_007395-T1
OG0009797	XP_048587109.1	Xe_007463-T1
OG0009798	XP_048586821.1	Xe_007500-T1
OG0009799	XP_032241891.1	Xe_007844-T1
OG0009800	XP_048578693.1	Xe_008517-T1
OG0009801	XP_001631797.2	Xe_008429-T1
OG0009802	XP_048578743.1	Xe_008141-T1
OG0009803	XP_032237782.2	Xe_008472-T1
OG0009804	XP_048578999.1	Xe_008473-T1
OG0009805	XP_032222162.1	Xe_000869-T1
OG0009806	XP_048580361.1	Xe_000888-T1
OG0009807	XP_048577163.1	Xe_006992-T1
OG0009808	XP_032226483.2	Xe_006696-T1
OG0009809	XP_048576908.1	Xe_002307-T1
OG0009810	XP_032229467.1	Xe_006862-T1
OG0009811	XP_001640987.1	Xe_021863-T1
OG0009812	XP_048580181.1	Xe_022040-T1
OG0009814	XP_032222753.2	Xe_021556-T1
OG0009815	XP_032218250.1	Xe_021952-T1
OG0009816	XP_032241390.1	Xe_021578-T1
OG0009817	XP_032219182.2	Xe_006290-T1
OG0009818	XP_032240119.2	Xe_013176-T1
OG0009819	XP_048584523.1	Xe_013863-T1
OG0009820	XP_048590389.1	Xe_002392-T1
OG0009821	XP_032232796.2	Xe_002872-T1
OG0009822	XP_048582009.1	Xe_010182-T1
OG0009823	XP_032239169.2	Xe_005123-T1
OG0009824	XP_048582408.1	Xe_004385-T1
OG0009825	XP_001625973.2	Xe_009790-T1
OG0009828	XP_048582640.1	Xe_019442-T1
OG0009829	XP_032233978.2	Xe_004374-T2
OG0009830	XP_048582134.1	Xe_000212-T1
OG0009832	XP_048578756.1	Xe_008603-T1
OG0009833	XP_048578306.1	Xe_008477-T1
OG0009834	XP_048578805.1	Xe_008379-T1
OG0009835	XP_048579097.1	Xe_008500-T1
OG0009836	XP_048578901.1	Xe_008455-T1
OG0009837	XP_001633869.2	Xe_021710-T1
OG0009838	XP_032238672.2	Xe_012985-T1
OG0009839	XP_032239255.2	Xe_007109-T1
OG0009840	XP_048576821.1	Xe_005357-T1
OG0009841	XP_032241198.2	Xe_010175-T1
OG0009842	XP_048579224.1	Xe_021281-T1
OG0009843	XP_048585655.1	Xe_011830-T1
OG0009844	XP_048586310.1	Xe_011822-T1
OG0009845	XP_048586452.1	Xe_012152-T1
OG0009846	XP_001641284.2	Xe_017535-T1
OG0009847	XP_048578770.1	Xe_005496-T1
OG0009848	XP_001628775.3	Xe_005581-T1
OG0009849	XP_048577200.1	Xe_005519-T1
OG0009850	XP_048580906.1	Xe_021644-T1
OG0009851	XP_001638605.2	Xe_029087-T1
OG0009852	XP_001625266.3	Xe_021672-T1
OG0009853	XP_032237902.1	Xe_022266-T1
OG0009854	XP_001627201.1	Xe_022336-T1
OG0009855	XP_001631455.3	Xe_000190-T1
OG0009856	XP_048582774.1	Xe_019810-T1
OG0009857	XP_048582153.1	Xe_004408-T1
OG0009858	XP_032228855.1	Xe_004983-T1
OG0009859	XP_048582328.1	Xe_000184-T2
OG0009860	XP_032242292.1	Xe_004886-T1
OG0009861	XP_048585508.1	Xe_013532-T1
OG0009862	XP_032230598.2	Xe_001157-T1
OG0009863	XP_048585687.1	Xe_001202-T1
OG0009864	XP_001626123.3	Xe_002597-T1
OG0009865	XP_032229588.1	Xe_002738-T1
OG0009866	XP_001638344.1	Xe_002713-T1
OG0009867	XP_032228211.1	Xe_012095-T2
OG0009868	XP_032224631.1	Xe_028950-T1
OG0009870	XP_048589178.1	Xe_005423-T1
OG0009871	XP_032218129.1	Xe_015606-T1
OG0009872	XP_048589285.1	Xe_015968-T1
OG0009873	XP_032233478.1	Xe_001116-T1
OG0009874	XP_032242660.1	Xe_008582-T1
OG0009875	XP_032229505.2	Xe_001117-T1
OG0009876	XP_032231017.2	Xe_026011-T1
OG0009877	XP_032236963.2	Xe_018728-T1
OG0009878	XP_048580858.1	Xe_020660-T1
OG0009879	XP_048588549.1	Xe_015758-T1
OG0009880	XP_048588524.1	Xe_014414-T1
OG0009881	XP_048588640.1	Xe_015579-T1
OG0009882	XP_032239666.2	Xe_012667-T2
OG0009883	XP_048590387.1	Xe_002884-T1
OG0009884	XP_048590307.1	Xe_002579-T1
OG0009885	XP_032232352.1	Xe_002789-T1
OG0009886	XP_048590060.1	Xe_002890-T1
OG0009887	XP_001637541.2	Xe_002763-T1
OG0009888	XP_048590232.1	Xe_002379-T1
OG0009889	XP_032234030.2	Xe_008030-T1
OG0009890	XP_001630909.2	Xe_011040-T1
OG0009891	XP_001630413.3	Xe_010658-T1
OG0009892	XP_048577748.1	Xe_010657-T1
OG0009893	XP_048577552.1	Xe_019786-T1
OG0009894	XP_048582468.1	Xe_022049-T1
OG0009896	XP_001639608.3	Xe_004812-T1
OG0009897	XP_032241177.1	Xe_009433-T1
OG0009898	XP_048580040.1	Xe_010066-T1
OG0009899	XP_048589758.1	Xe_015720-T1
OG0009901	XP_048578598.1	Xe_003085-T1
OG0009902	XP_048580262.1	Xe_025090-T1
OG0009903	XP_001633977.2	Xe_011398-T1
OG0009904	XP_001631922.3	Xe_004517-T1
OG0009906	XP_048581795.1	Xe_021264-T1
OG0009907	XP_032227126.2	Xe_005052-T1
OG0009908	XP_001633411.3	Xe_005087-T1
OG0009909	XP_032238516.1	Xe_005098-T1
OG0009910	XP_032239119.1	Xe_004698-T1
OG0009911	XP_048582352.1	Xe_005096-T1
OG0009912	XP_032219728.2	Xe_001048-T1
OG0009913	XP_001631765.2	Xe_019333-T1
OG0009915	XP_032219048.2	Xe_002756-T1
OG0009916	XP_001622696.2	Xe_002842-T1
OG0009917	XP_048590713.1	Xe_002598-T1
OG0009918	XP_001625858.1	Xe_002718-T2
OG0009919	XP_032219934.1	Xe_002720-T1
OG0009920	XP_032221235.2	Xe_001065-T1
OG0009921	XP_048588416.1	Xe_001072-T1
OG0009922	XP_032226356.1	Xe_011306-T1
OG0009923	XP_032228039.1	Xe_008012-T1
OG0009925	XP_048587033.1	Xe_008774-T1
OG0009926	XP_032243064.2	Xe_000989-T1
OG0009927	XP_032222674.2	Xe_019836-T1
OG0009929	XP_032232066.2	Xe_001161-T1
OG0009930	XP_032232329.2	Xe_002468-T1
OG0009931	XP_032232335.2	Xe_002465-T1
OG0009932	XP_048585253.1	Xe_023560-T1
OG0009935	XP_032228367.2	Xe_005685-T1
OG0009936	XP_032238148.2	Xe_011424-T1
OG0009937	XP_048577493.1	Xe_011335-T1
OG0009939	XP_048577770.1	Xe_010523-T1
OG0009940	XP_048577508.1	Xe_011433-T1
OG0009941	XP_032221817.2	Xe_012506-T1
OG0009942	XP_048586006.1	Xe_011792-T1
OG0009943	XP_001635053.2	Xe_012468-T1
OG0009944	XP_048586446.1	Xe_004050-T1
OG0009945	XP_048586355.1	Xe_012233-T1
OG0009946	XP_032225779.2	Xe_012197-T1
OG0009947	XP_032238404.1	Xe_012191-T1
OG0009948	XP_048585706.1	Xe_011836-T1
OG0009949	XP_032233152.2	Xe_022083-T1
OG0009950	XP_032218255.2	Xe_009989-T1
OG0009951	XP_048586302.1	Xe_011922-T1
OG0009952	XP_048585696.1	Xe_012353-T1
OG0009953	XP_048586441.1	Xe_012232-T1
OG0009954	XP_032240468.2	Xe_012126-T1
OG0009956	XP_048577249.1	Xe_010923-T1
OG0009957	XP_001624438.2	Xe_013115-T1
OG0009958	XP_001629332.1	Xe_022142-T1
OG0009959	XP_048585592.1	Xe_013221-T1
OG0009960	XP_048585352.1	Xe_013782-T1
OG0009961	XP_048577984.1	Xe_008456-T1
OG0009962	XP_001640730.3	Xe_013830-T1
OG0009964	XP_032220222.1	Xe_005361-T1
OG0009965	XP_032218491.2	Xe_014264-T1
OG0009966	XP_032221437.2	Xe_012326-T1
OG0009967	XP_048588848.1	Xe_014801-T1
OG0009968	XP_048588141.1	Xe_014733-T1
OG0009970	XP_001628718.1	Xe_002681-T1
OG0009971	XP_001628734.1	Xe_002815-T1
OG0009972	XP_048590284.1	Xe_002799-T1
OG0009973	XP_048590181.1	Xe_002812-T1
OG0009974	XP_001640877.2	Xe_013990-T1
OG0009975	XP_048580525.1	Xe_028970-T1
OG0009976	XP_001626835.2	Xe_003063-T1
OG0009978	XP_001639881.3	Xe_021694-T1
OG0009979	XP_032219218.1	Xe_022263-T1
OG0009980	XP_048581400.1	Xe_022291-T1
OG0009981	XP_032220326.2	Xe_000223-T1
OG0009982	XP_032242295.2	Xe_004649-T1
OG0009983	XP_048577027.1	Xe_006119-T1
OG0009984	XP_032235949.1	Xe_005355-T1
OG0009985	XP_048576525.1	Xe_005649-T1
OG0009986	XP_032220199.2	Xe_006928-T1
OG0009987	XP_048580080.1	Xe_000464-T1
OG0009988	XP_001638944.1	Xe_004041-T1
OG0009989	XP_001637213.3	Xe_022318-T1
OG0009990	XP_048582529.1	Xe_004044-T1
OG0009991	XP_032234663.2	Xe_003370-T1
OG0009992	XP_048585384.1	Xe_000393-T1
OG0009993	XP_048585642.1	Xe_001231-T1
OG0009994	XP_032219683.2	Xe_003604-T1
OG0009995	XP_048583016.1	Xe_004033-T1
OG0009996	XP_048584498.1	Xe_013522-T1
OG0009997	XP_001640835.3	Xe_013162-T1
OG0009998	XP_048583531.1	Xe_003017-T1
OG0009999	XP_032221243.2	Xe_003239-T1
OG0010000	XP_048590056.1	Xe_002369-T1
OG0010001	XP_048590672.1	Xe_002487-T1
OG0010002	XP_032221336.2	Xe_003915-T1
OG0010003	XP_032233325.2	Xe_002846-T1
OG0010004	XP_001628546.2	Xe_002953-T1
OG0010005	XP_032242981.1	Xe_012645-T1
OG0010006	XP_048590014.1	Xe_002520-T1
OG0010007	XP_032236432.1	Xe_012913-T1
OG0010009	XP_048578066.1	Xe_011636-T1
OG0010010	XP_048577785.1	Xe_011033-T2
OG0010011	XP_048577778.1	Xe_011035-T1
OG0010012	XP_048577831.1	Xe_011523-T1
OG0010014	XP_032234672.2	Xe_000818-T1
OG0010015	XP_001637442.3	Xe_000535-T1
OG0010016	XP_001641121.3	Xe_001120-T1
OG0010017	XP_048581159.1	Xe_021698-T2
OG0010018	XP_032239955.2	Xe_028953-T1
OG0010019	XP_001641163.3	Xe_021476-T1
OG0010021	XP_048578087.1	Xe_022256-T1
OG0010022	XP_001631101.2	Xe_003268-T1
OG0010023	XP_048590688.1	Xe_002699-T1
OG0010024	XP_048581654.1	Xe_020905-T1
OG0010025	XP_001640073.2	Xe_016586-T1
OG0010026	XP_048580635.1	Xe_020658-T1
OG0010028	XP_048575901.1	Xe_018452-T1
OG0010030	XP_032230152.2	Xe_007430-T1
OG0010031	XP_048579830.1	Xe_004669-T1
OG0010032	XP_048587173.1	Xe_008326-T1
OG0010033	XP_032232175.2	Xe_003414-T1
OG0010034	XP_048578674.1	Xe_008137-T1
OG0010035	XP_001638601.3	Xe_020495-T1
OG0010036	XP_032223507.1	Xe_020448-T1
OG0010037	XP_001632000.2	Xe_012621-T1
OG0010038	XP_048588996.1	Xe_014325-T1
OG0010039	XP_048587937.1	Xe_014077-T1
OG0010040	XP_048587942.1	Xe_014125-T1
OG0010041	XP_032236885.2	Xe_001368-T1
OG0010042	XP_048579166.1	Xe_021988-T1
OG0010043	XP_001640984.1	Xe_022257-T1
OG0010044	XP_048580372.1	Xe_021972-T1
OG0010045	XP_001629045.1	Xe_018749-T1
OG0010046	XP_032233111.1	Xe_018440-T1
OG0010048	XP_001628335.2	Xe_002462-T1
OG0010049	XP_032220741.1	Xe_023073-T1
OG0010050	XP_048584499.1	Xe_024785-T1
OG0010051	XP_001624596.3	Xe_023249-T1
OG0010052	XP_001641183.3	Xe_023288-T1
OG0010053	XP_048585515.1	Xe_007461-T1
OG0010054	XP_048584477.1	Xe_026421-T1
OG0010055	XP_048585519.1	Xe_001951-T1
OG0010056	XP_032234553.1	Xe_011740-T1
OG0010057	XP_048577474.1	Xe_026125-T1
OG0010058	XP_048585066.1	Xe_000984-T1
OG0010059	XP_001628237.2	Xe_012295-T1
OG0010060	XP_001626599.1	Xe_001141-T1
OG0010061	XP_048589262.1	Xe_015551-T1
OG0010062	XP_048583420.1	Xe_002322-T1
OG0010063	XP_001626359.2	Xe_013902-T1
OG0010064	XP_048585596.1	Xe_025884-T1
OG0010065	XP_048584758.1	Xe_013040-T1
OG0010066	XP_048576487.1	Xe_006978-T1
OG0010067	XP_048575917.1	Xe_025936-T1
OG0010068	XP_032228239.1	Xe_021745-T1
OG0010069	XP_032233742.1	Xe_021096-T1
OG0010070	XP_001634432.2	Xe_021750-T1
OG0010071	XP_032240100.2	Xe_013027-T1
OG0010072	XP_048585223.1	Xe_013659-T1
OG0010073	XP_048577806.1	Xe_011604-T1
OG0010074	XP_048589322.1	Xe_015545-T1
OG0010075	XP_032234334.1	Xe_012640-T1
OG0010076	XP_048589798.1	Xe_014219-T1
OG0010077	XP_032223641.1	Xe_018747-T1
OG0010078	XP_048575865.1	Xe_016608-T1
OG0010079	XP_048581537.1	Xe_012569-T1
OG0010081	XP_048580652.1	Xe_012681-T1
OG0010082	XP_001633922.2	Xe_012933-T1
OG0010083	XP_001638394.3	Xe_004747-T1
OG0010084	XP_048590625.1	Xe_002544-T1
OG0010085	XP_048575729.1	Xe_016575-T1
OG0010086	XP_032238874.2	Xe_008213-T1
OG0010087	XP_001631657.1	Xe_020967-T1
OG0010088	XP_032232316.1	Xe_002640-T1
OG0010089	XP_048577327.1	Xe_015944-T1
OG0010090	XP_048577857.1	Xe_011405-T1
OG0010091	XP_001624266.3	Xe_011261-T1
OG0010092	XP_048577805.1	Xe_011607-T1
OG0010093	XP_032234990.2	Xe_008495-T1
OG0010094	XP_032217771.2	Xe_003918-T1
OG0010095	XP_032232311.2	Xe_003410-T1
OG0010096	XP_048580762.1	Xe_012909-T1
OG0010097	XP_032228558.1	Xe_012616-T1
OG0010098	XP_032238026.2	Xe_003329-T1
OG0010099	XP_032228067.2	Xe_003755-T1
OG0010100	XP_032223594.1	Xe_000266-T1
OG0010101	XP_048576347.1	Xe_017359-T1
OG0010102	XP_001622894.3	Xe_008314-T1
OG0010103	XP_048577851.1	Xe_010731-T1
OG0010104	XP_048575768.1	Xe_018737-T1
OG0010105	XP_048579137.1, XP_048586165.1	Xe_028962-T1
OG0010106	XP_032222090.1	Xe_013930-T1
OG0010107	XP_032227074.1	Xe_016485-T1
OG0010108	XP_001637118.3	Xe_020554-T1
OG0010110	XP_032234413.2	Xe_016515-T1
OG0010111	XP_032221173.2	Xe_018590-T1
OG0010112	XP_048577080.1	Xe_005548-T1
OG0010114	XP_032241551.2	Xe_003323-T1
OG0010115	XP_048585615.1	Xe_004035-T1
OG0010116	XP_048586776.1	Xe_003257-T1
OG0010117	XP_032217879.2	Xe_002664-T1
OG0010118	XP_048585643.1	Xe_000966-T1
OG0010119	XP_032240440.2	Xe_012431-T1
OG0010120	XP_032234934.2	Xe_002553-T1
OG0010122	XP_048590140.1	Xe_002517-T1
OG0010123	XP_048586395.1	Xe_011769-T1
OG0010124	XP_032227232.1	Xe_012334-T1
OG0010125	XP_032240408.1	Xe_011902-T1
OG0010126	XP_032239001.2	Xe_015929-T1
OG0010127	XP_048589749.1	Xe_015738-T1
OG0010128	XP_032234354.2	Xe_014642-T1
OG0010129	XP_048590318.1	Xe_002642-T1
OG0010130	XP_001636558.1	Xe_016002-T1
OG0010131	XP_048589809.1	Xe_015888-T1
OG0010132	XP_001628960.1	Xe_013985-T1
OG0010133	XP_048582330.1	Xe_021530-T1
OG0010134	XP_032233592.1	Xe_020030-T1
OG0010135	XP_032239294.2	Xe_011465-T1
OG0010136	XP_048580455.1	Xe_021913-T1
OG0010137	XP_048577432.1	Xe_011322-T1
OG0010138	XP_032229074.1	Xe_014010-T1
OG0010139	XP_048588639.1	Xe_015639-T1
OG0010140	XP_032225516.2	Xe_016354-T1
OG0010141	XP_032238584.1	Xe_009853-T1
OG0010142	XP_048588670.1	Xe_015751-T1
OG0010143	XP_001636966.3	Xe_018649-T1
OG0010144	XP_001635592.2	Xe_014327-T1
OG0010145	XP_032231439.2	Xe_015587-T1
OG0010146	XP_048587945.1	Xe_014610-T1
OG0010147	XP_032239840.1	Xe_009308-T1
OG0010148	XP_048575341.1	Xe_018726-T1
OG0010149	XP_048588173.1	Xe_014277-T1
OG0010150	XP_032218350.1	Xe_021869-T1
OG0010151	XP_032223537.2	Xe_008164-T1
OG0010152	XP_001631786.1	Xe_008113-T1
OG0010153	XP_001635744.2	Xe_008386-T1
OG0010154	XP_048578985.1	Xe_008170-T1
OG0010155	XP_032237785.2	Xe_008542-T1
OG0010156	XP_048578946.1	Xe_021857-T1
OG0010157	XP_032237721.2	Xe_008434-T1
OG0010158	XP_032234947.2	Xe_008126-T1
OG0010159	XP_048578386.1	Xe_008584-T1
OG0010161	XP_048582530.1	Xe_020755-T1
OG0010162	XP_048585256.1	Xe_024264-T1
OG0010163	XP_032241042.1	Xe_014655-T1
OG0010164	XP_048590413.1	Xe_002482-T1
OG0010165	XP_048590320.1	Xe_002505-T1
OG0010166	XP_048580816.1	Xe_021940-T1
OG0010167	XP_048577548.1	Xe_011337-T1
OG0010168	XP_048575420.1	Xe_016584-T1
OG0010169	XP_032240671.2	Xe_024500-T1
OG0010170	XP_032238617.2	Xe_012989-T1
OG0010171	XP_001631640.3	Xe_012752-T1
OG0010172	XP_032230763.2	Xe_012986-T1
OG0010173	XP_032242365.1	Xe_000250-T1
OG0010174	XP_048582029.1	Xe_004831-T1
OG0010175	XP_032234719.1	Xe_000814-T1
OG0010176	XP_032230477.1	Xe_014097-T1
OG0010177	XP_048588251.1	Xe_014146-T1
OG0010178	XP_032231100.2	Xe_014201-T1
OG0010179	XP_032231119.1	Xe_014203-T1
OG0010180	XP_048588507.1	Xe_014151-T1
OG0010181	XP_048587943.1	Xe_014635-T1
OG0010182	XP_048579315.1	Xe_003369-T1
OG0010183	XP_032234311.2	Xe_014634-T1
OG0010184	XP_032225930.2, XP_048578166.1	Xe_000404-T1
OG0010185	XP_032222395.1	Xe_009819-T1
OG0010186	XP_032239539.1	Xe_024951-T1
OG0010187	XP_001629622.1	Xe_009809-T1
OG0010189	XP_001641216.2	Xe_002484-T1
OG0010190	XP_048584572.1	Xe_022788-T1
OG0010191	XP_032227916.2	Xe_022807-T1
OG0010192	XP_032217824.2	Xe_002824-T1
OG0010193	XP_001634920.2	Xe_002688-T1
OG0010194	XP_032242990.2	Xe_021661-T1
OG0010196	XP_048577958.1	Xe_010664-T1
OG0010197	XP_001638797.3	Xe_011606-T1
OG0010198	XP_048577841.1	Xe_011488-T1
OG0010199	XP_032235223.2	Xe_014132-T1
OG0010200	XP_048589295.1	Xe_014446-T1
OG0010201	XP_001623176.3	Xe_021888-T1
OG0010202	XP_001632899.3	Xe_020917-T1
OG0010203	XP_048585298.1	Xe_024456-T1
OG0010204	XP_032239746.2	Xe_003333-T1
OG0010205	XP_048580666.1	Xe_012584-T1
OG0010206	XP_048581369.1	Xe_003331-T1
OG0010207	XP_048587569.1	Xe_007941-T1
OG0010208	XP_032240911.1	Xe_007938-T1
OG0010209	XP_001636362.3	Xe_007942-T1
OG0010211	XP_032239987.2	Xe_008498-T1
OG0010213	XP_048581447.1	Xe_022287-T1
OG0010214	XP_001635884.3	Xe_009590-T1
OG0010215	XP_001635487.1	Xe_007911-T1
OG0010216	XP_048584102.1	Xe_012954-T1
OG0010217	XP_032227959.2	Xe_002327-T1
OG0010218	XP_001632487.3	Xe_016212-T1
OG0010219	XP_048580640.1	Xe_004281-T1
OG0010220	XP_032217744.1	Xe_003911-T1
OG0010221	XP_048583828.1	Xe_002943-T1
OG0010222	XP_048583242.1	Xe_002224-T1
OG0010223	XP_048583756.1	Xe_022802-T1
OG0010224	XP_048583861.1	Xe_002935-T1
OG0010225	XP_048584225.1	Xe_002278-T1
OG0010226	XP_001628252.2	Xe_001939-T1
OG0010227	XP_048588109.1	Xe_014913-T1
OG0010229	XP_001623846.3	Xe_008156-T1
OG0010231	XP_001626799.1	Xe_014797-T1
OG0010232	XP_048589298.1	Xe_015004-T1
OG0010233	XP_032223089.2	Xe_016070-T1
OG0010234	XP_001641840.2	Xe_015722-T1
OG0010235	XP_048589171.1	Xe_015152-T1
OG0010236	XP_032223008.2	Xe_015672-T1
OG0010237	XP_048589297.1	Xe_014553-T1
OG0010239	XP_048575661.1	Xe_018608-T1
OG0010240	XP_032236959.2	Xe_022158-T1
OG0010241	XP_032218241.1	Xe_009485-T1
OG0010242	XP_001641487.3	Xe_021865-T1
OG0010243	XP_048581179.1	Xe_022324-T1
OG0010244	XP_032236378.1	Xe_022376-T1
OG0010246	XP_032238176.2	Xe_011679-T1
OG0010247	XP_048586548.1	Xe_013131-T1
OG0010248	XP_001636145.2	Xe_012225-T1
OG0010249	XP_032237107.1	Xe_012020-T1
OG0010250	XP_048581881.1	Xe_004646-T1
OG0010251	XP_032220436.2	Xe_004463-T1
OG0010252	XP_032237812.2	Xe_015075-T1
OG0010253	XP_048587533.1	Xe_007865-T1
OG0010254	XP_001627278.1	Xe_000289-T1
OG0010255	XP_048581390.1, XP_048590135.1	Xe_029008-T1
OG0010256	XP_032219376.2	Xe_001330-T1
OG0010257	XP_032236902.2	Xe_014827-T1
OG0010258	XP_048580645.1	Xe_022333-T1
OG0010259	XP_032221187.2	Xe_016524-T1
OG0010260	XP_048587415.1	Xe_000625-T1
OG0010261	XP_048586686.1	Xe_000972-T1
OG0010262	XP_048587506.1	Xe_008347-T1
OG0010263	XP_032229098.1	Xe_001183-T1
OG0010264	XP_048578531.1	Xe_008665-T1
OG0010265	XP_048587429.1	Xe_007909-T1
OG0010266	XP_048575309.1	Xe_016422-T1
OG0010267	XP_001632077.2	Xe_004697-T1
OG0010268	XP_048583362.1	Xe_002144-T1
OG0010269	XP_032219776.2	Xe_003235-T1
OG0010271	XP_048576939.1	Xe_005278-T1
OG0010272	XP_001627003.2	Xe_005380-T1
OG0010274	XP_048578501.1	Xe_008436-T1
OG0010275	XP_048584293.1	Xe_003519-T1
OG0010276	XP_001632631.1	Xe_003611-T1
OG0010277	XP_032234594.2	Xe_007470-T1
OG0010278	XP_032220055.2	Xe_008076-T1
OG0010279	XP_032235565.2	Xe_008191-T1
OG0010280	XP_048579558.1	Xe_028887-T1
OG0010281	XP_032232599.2	Xe_007455-T2
OG0010282	XP_001635340.3	Xe_007465-T1
OG0010283	XP_032221277.2	Xe_003280-T1
OG0010284	XP_048586926.1	Xe_022150-T1
OG0010285	XP_032242531.2	Xe_010632-T1, Xe_009443-T1
OG0010286	XP_048580013.1	Xe_022230-T1
OG0010287	XP_048585374.1	Xe_027494-T1
OG0010289	XP_032237278.2	Xe_014256-T1
OG0010290	XP_032223093.1	Xe_014087-T1
OG0010291	XP_032237484.2	Xe_014083-T1
OG0010292	XP_048580364.1	Xe_000916-T1
OG0010293	XP_032242023.1	Xe_003572-T1
OG0010295	XP_001630287.2	Xe_003639-T1
OG0010296	XP_048584398.1	Xe_003485-T2
OG0010297	XP_001638219.1	Xe_003556-T1
OG0010299	XP_048577047.1	Xe_005487-T1
OG0010300	XP_048578461.1	Xe_008225-T1
OG0010301	XP_001630477.1	Xe_008150-T1
OG0010302	XP_001632410.2	Xe_013163-T1
OG0010303	XP_048580301.1	Xe_009365-T1
OG0010304	XP_032231350.2	Xe_012158-T1
OG0010305	XP_001634696.1	Xe_008096-T1
OG0010306	XP_032220298.1	Xe_005247-T1
OG0010307	XP_048576521.1	Xe_005249-T1
OG0010308	XP_048576967.1	Xe_005629-T1
OG0010309	XP_048577448.1	Xe_021259-T1
OG0010311	XP_048578832.1	Xe_008177-T1
OG0010312	XP_032225234.2	Xe_014650-T1
OG0010313	XP_048588114.1	Xe_014272-T1
OG0010314	XP_001626154.2	Xe_015373-T1
OG0010315	XP_048588663.1	Xe_014643-T1
OG0010316	XP_048588180.1	Xe_014663-T1
OG0010317	XP_001624315.3	Xe_015616-T1
OG0010318	XP_048588615.1	Xe_014128-T1
OG0010319	XP_048588167.1	Xe_014012-T1
OG0010320	XP_048588335.1	Xe_014335-T1
OG0010321	XP_048588762.1	Xe_028809-T1
OG0010322	XP_048578296.1	Xe_008454-T1
OG0010324	XP_032219206.2	Xe_021619-T1
